run,body,state,a_sun_au,e_sun,a_bh_au,e_bh,r_from_bh_au,period_bh_days
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om300,Earth,solar,0.8536953416897989,0.1738058688985706,,,819.8645922435256,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om300,Jupiter,solar,3.014734390480329,0.6055962072519226,,,819.890900419622,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om300,Mars,solar,1.9454824114759601,0.40800836557887293,,,821.6144138950692,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om300,Mercury,solar,0.28180847173290546,0.38435911605044454,,,820.8614032734309,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om300,Moon,solar,0.8821764576444192,0.18826072555978174,,,819.8631290466826,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om300,Neptune,solar,17.3206017273819,0.7855478133715387,,,843.6075727028508,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om300,Saturn,solar,13.29079540074132,0.3372521907502726,,,820.2639921564564,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om300,Uranus,free,,,,,774.1986786520248,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om300,Venus,solar,0.6219312203092596,0.1277198427292469,,,821.2266541614104,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om315,Earth,solar,0.9223604036888899,0.14708575126303206,,,819.9648903243602,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om315,Jupiter,solar,2.7736158489786558,0.738296178545901,,,823.044522768679,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om315,Mars,solar,1.5921942948425234,0.32946401308004475,,,821.9763518320502,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om315,Mercury,solar,0.3096416629572317,0.27898871031857264,,,820.8613225903995,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om315,Moon,solar,0.8775656268674169,0.1274096278563454,,,819.9654578235625,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om315,Neptune,solar,15.681810837729554,0.8458203347117828,,,818.6516529609781,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om315,Saturn,solar,16.179687791234517,0.4139915869462965,,,834.4145220967266,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om315,Uranus,solar,340.58786376280045,0.9525054740687868,,,801.8043835466545,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om315,Venus,solar,0.6511497978940506,0.1568035115185512,,,820.1290491445817,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om330,Earth,solar,0.9812830755916914,0.1214932730422905,,,820.9498187934481,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om330,Jupiter,solar,2.524025667530166,0.9483832853065662,,,821.973243442251,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om330,Mars,solar,1.3285046194723193,0.5417594027252304,,,822.5679348461299,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om330,Mercury,solar,0.32659220675958217,0.26386149467496633,,,820.9531387455747,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om330,Moon,solar,0.9260621139922787,0.1444291726408086,,,820.948164816185,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om330,Neptune,solar,16.121543015445788,0.8979520011775138,,,827.8706465475934,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om330,Saturn,solar,18.716939661094038,0.47887871322895853,,,823.1565047299281,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om330,Uranus,solar,56.200512263396035,0.7372369360377826,,,843.2582620426401,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om330,Venus,solar,0.6592964791427889,0.10795739927094743,,,820.9122203543068,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om345,Earth,solar,1.1038967689944752,0.06560060758289384,,,819.0688077454213,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om345,Jupiter,solar,5.440472988629019,0.23130231319466524,,,824.245553253742,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om345,Mars,solar,1.136427364149901,0.4863934995881004,,,820.5966443174466,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om345,Mercury,solar,0.30507898140932793,0.3486050199611572,,,818.9512704822648,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om345,Moon,solar,1.0348472011854877,0.08769632480685483,,,819.0682096577426,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om345,Neptune,solar,15.349375986040442,0.9267726653964059,,,816.9749507544187,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om345,Saturn,solar,92.28226010928746,0.8885335781685174,,,886.301308719655,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om345,Uranus,solar,28.82206494665722,0.5751892683671752,,,834.5486692778143,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om345,Venus,solar,0.7192256245629183,0.0497654507533233,,,818.89377506092,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om45,Earth,solar,0.7831912626398614,0.41230560825838064,,,819.672682785513,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om45,Jupiter,solar,5.792479392996502,0.25801344170070084,,,815.3863053164213,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om45,Mars,solar,1.156643867375666,0.32835477102887045,,,818.6908083465449,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om45,Mercury,solar,0.28632086950570007,0.7073847804484181,,,819.6086887168279,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om45,Moon,solar,0.8470614135265114,0.4025323905316177,,,819.1578189301772,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om45,Neptune,solar,50.41166647807316,0.650268486047818,,,855.4994846949595,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om45,Saturn,solar,255.03421338653973,0.9615194060081972,,,805.8617031056368,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om45,Uranus,solar,10.8642417922322,0.7376420715887952,,,826.8116819756101,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om45,Venus,solar,0.8668833549409084,0.16719470375772053,,,819.6182996405446,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om60,Earth,free,,,,,873.6356524395769,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om60,Jupiter,solar,7.189206413678029,0.3527642042036665,,,814.9778846001808,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om60,Mars,solar,1.3200104096636585,0.22299416340066908,,,820.3698858098021,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om60,Mercury,solar,0.6235161984299917,0.561918053920796,,,819.6308436274016,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om60,Moon,free,,,,,873.6371741978658,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om60,Neptune,solar,217.7001144784863,0.895164804167919,,,821.9016648109874,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om60,Saturn,solar,32.77587830088648,0.7266400151207563,,,847.2333816115711,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om60,Uranus,solar,10.546763438265739,0.7344995902694635,,,817.8396216062415,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om60,Venus,solar,14.407636862348784,0.9507995954939308,,,831.1376601944577,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om75,Earth,solar,3.9225736916885765,0.7472338658147845,,,822.1623340967082,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om75,Jupiter,solar,11.300741112867199,0.5606762380008652,,,813.9855443888774,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om75,Mars,solar,1.415311025939865,0.19524790259442895,,,820.1349068526298,
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om75,Mercury,solar,0.2773983936523061,0.16775952722310905,,,819.2083228203643,
