run,a_au_before,ecc_before,obliquity_deg_before,lon_perihelion_deg_before,a_au_after,ecc_after,obliquity_deg_after,lon_perihelion_deg_after,bound_after,days_per_year_after
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om0__om0,1.5236706528947799,0.0933940243937748,25.176583572946043,250.48393429005947,-173.80911940249786,1.0080991773067272,33.83078916990268,172.64852530606063,False,
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om0__om180,1.523672895545177,0.09339861527194106,25.17660869960998,250.48632533677062,1.3359296085697534,0.16794718236277104,27.040160249628702,322.40188928586923,True,563.9885087718209
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om0__om270,1.5236679463939635,0.09339516352585399,25.176581502168236,250.4854480413972,2.0878676322577014,0.16587701565001597,28.537266774088657,140.4012598203501,True,1101.9181453912424
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om0__om90,1.5236756265374019,0.09339750603622372,25.176610075345494,250.48481971329656,1.0990178273063071,0.4916307287303984,19.457031220087153,262.17631933094356,True,420.82545162553663
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om180__om0,1.523672895545177,0.09339861527194106,25.17660869960998,250.48632533677062,1.3359296085697534,0.16794718236277104,27.040160249628702,322.40188928586923,True,563.9885087718209
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om180__om180,1.5236706528947799,0.0933940243937748,25.176583572946043,250.48393429005947,-173.80911940249786,1.0080991773067272,33.83078916990268,172.64852530606063,False,
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om180__om270,1.5236756265374019,0.09339750603622372,25.176610075345494,250.48481971329656,1.0990158926631568,0.49163094687472514,19.457107068032407,262.1760919632296,True,420.82434043329897
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om180__om90,1.5236679463939635,0.09339516352585399,25.176581502168236,250.4854480413972,2.0878676322577014,0.16587701565001597,28.537266774088657,140.4012598203501,True,1101.9181453912424
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om270__om0,1.5236679463939635,0.09339516352585399,25.176581502168236,250.4854480413972,2.0878676322577014,0.16587701565001597,28.537266774088657,140.4012598203501,True,1101.9181453912424
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om270__om180,1.5236756265374019,0.09339750603622372,25.176610075345494,250.48481971329656,1.0990158926631568,0.49163094687472514,19.457107068032407,262.1760919632296,True,420.82434043329897
