run,a_au,ecc,obliquity_deg,lon_perihelion_deg,days_per_year,T_global_degC,T_global_K,iceline_lat_nh,snowball,peak_diag_insol,spinup_years,S_mean_Wm2,nh_mean_degC,sh_mean_degC,diag_summer_max_degC,diag_winter_min_degC,diag_seasonal_range_K,land_summer_max_degC,land_winter_min_degC,land_seasonal_range_K,ocean_summer_max_degC,ocean_seasonal_range_K,dT_vs_baseline_K,dland_summer_max_vs_baseline_K,ddiag_summer_max_vs_baseline_K,Score,n_ejected,bh_rp_au,bh_inc_deg,bh_Omega_deg,bh_omega_deg
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om270__om90,1.381492274057871,0.1847623811147742,22.147123356450223,85.06039559853515,593.0898355288595,-64.28956461760444,208.86043538239554,,True,372.101265555254,21,181.40258814895637,-64.28957458325236,-64.2895546519565,-59.300309842601294,-74.12041361211065,14.820103769509359,-52.366469946392556,-76.71142747550877,24.344957529116215,-64.79283515098473,7.505226142658913,-79.60629763327735,-66.94254453091379,-64.39942397849619,4.33611002932931,1,0.5,-30.0,270.0,90.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om90__om0,0.9132241526819624,0.3835095757092044,28.29889501226976,181.31466065073104,318.76004095580663,49.1188972358096,322.26889723580956,90.0,False,1172.1577022189315,34,441.76276080496143,49.1189413284661,49.11885314315309,71.41139853927338,8.553835124881603,62.85756341439178,108.31701184176889,-2.5639082469603465,110.88092008872924,32.85969101613599,15.820609892791623,33.80216422013669,93.74093725724765,66.31228440337848,5.180196616964712,2,0.5,-30.0,90.0,0.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om90__om180,1.136487239678105,0.0865348419422643,25.326750610371764,31.461418895980422,442.53195484996616,-49.1945894963084,223.95541050369158,,True,454.81973569884724,30,264.4241907783282,-49.194604292836146,-49.194574699780695,-45.967682617140596,-62.135769190592725,16.16808657345213,-38.79816613493672,-66.31311430921343,27.51494817427671,-51.486215303364126,7.4258191583066875,-64.51132251198132,-53.37424071945796,-51.06679675303548,3.6832495055788574,0,0.5,-30.0,90.0,180.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om90__om270,1.372887764683031,0.1835246587375521,23.309648270711307,119.07456180361268,587.5574566038788,-63.882781885196984,209.267218114803,,True,379.4974697905395,21,183.64024894636356,-63.88279331233642,-63.88277045805759,-58.45135743702161,-73.49767710949914,15.046319672477523,-51.59780690248303,-76.15652705558871,24.558720153105682,-64.13460306651405,7.534553346684518,-79.1995149008699,-66.17388148700427,-63.5504715729165,3.5717106949243886,0,0.5,-30.0,90.0,270.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om90__om90,0.7979852648340755,0.1674583844142732,28.043517582487897,246.8102098327325,260.36949354565,82.36575110476532,355.5157511047653,90.0,False,697.6734570396125,43,541.9818086923501,82.3657827403096,82.36571946922103,64.35792995334768,35.53149123239971,28.82643872094797,73.6796666319516,22.935694422955805,50.7439722089958,55.54048307756483,9.07292572139604,67.04901808909241,59.10359204743037,59.25881581745279,3.76563040663688,1,0.5,-30.0,90.0,90.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om0__om0,1.4943485025786345,0.286933569053924,20.28909639235271,94.49896354134032,667.2300992907146,-68.35247705137945,204.79752294862053,,True,390.8906582429055,19,159.05645101053207,-68.35248401367583,-68.35247008908306,-61.24221801845878,-77.60707768592266,16.364859667463882,-52.972463240810306,-79.75577248063176,26.783309239821456,-68.065685921441,8.060237825861392,-83.66921006705236,-67.54853782533154,-66.34133215435367,3.983318050749384,0,0.5,-60.0,0.0,0.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om0__om180,0.8122682165526148,0.2533652610533988,26.312469747052088,257.59396888063554,267.391119964288,79.6558572857611,352.8058572857611,90.0,False,548.5825087383646,42,533.0970643467587,79.65588650442406,79.65582806709814,55.53681434088627,36.50434592676626,19.032468414120004,60.168602490404666,27.276271868301027,32.89233062210364,50.80205550990403,6.074349840188546,64.33912427008819,45.59252790588343,50.43770020499138,4.287351098884615,1,0.5,-60.0,0.0,180.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om0__om270,1.0818139650167653,0.0515698568597268,23.01131563943477,166.08540143184536,410.98565678971215,-44.340672258719,228.80932774128098,,True,430.39436050473773,50,291.11945436889704,-44.340688342761744,-44.34065617467626,-42.95262206241988,-57.5532717330625,14.600649670642625,-37.03201913229246,-61.85154502622935,24.81952589393689,-47.92308304266129,6.3912942956635135,-59.65740527439192,-51.6080937168137,-48.051736198314764,1.7569049883247934,0,0.5,-60.0,0.0,270.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om0__om90,0.995256672568821,0.182920595445643,28.861231766041943,157.77718073225128,362.6606513864161,18.016249880196384,291.16624988019635,90.0,False,761.313931551837,26,349.39606500123796,17.843748286356778,18.188751474035993,23.553886946820988,-16.427508289125864,39.98139523594685,43.29144764393267,-26.014284977940246,69.30573262187292,4.81369189114416,13.71737781997002,2.6995168645234706,28.715373059411434,18.4547728109261,2.3039288049019446,0,0.5,-60.0,0.0,90.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om180__om0,0.7512402696090419,0.2519224866840574,21.52670985506537,240.828696724839,237.8296956881168,110.18140330485346,383.33140330485344,90.0,False,649.2804411531761,48,622.986153108684,110.18143860147083,110.18136800823605,82.64567847472064,60.89418262687448,21.751495847846158,91.54974887379231,52.89762351874958,38.65212535504273,73.23583091994085,5.522377256972533,94.86467028918055,76.97367428927107,77.54656433882575,4.682428735579082,1,0.5,-60.0,180.0,0.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om180__om180,1.4623180273490413,0.2309618793680693,24.94625969117756,95.5800831434057,645.8929457398484,-67.53792640971295,205.61207359028703,,True,408.9963618380928,20,163.53782971917167,-67.53793186237678,-67.53792095704915,-60.15201424040272,-76.87523485542826,16.72322061502554,-52.1041207333896,-79.28264920307473,27.178528469685126,-66.67114248682404,8.542660524055279,-82.85465942538586,-66.68019531791083,-65.25112837629761,4.621930791820924,1,0.5,-60.0,180.0,180.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om180__om270,0.9959093478527066,0.3704848879049643,22.33215895401636,205.48049415642336,363.01745147420354,25.44073152252663,298.5907315225266,90.0,False,646.4642117873115,28,369.333167516602,25.426819175596396,25.454643869456852,26.706327164959838,-7.942973200754349,34.64930036571419,45.213401512663275,-14.525286063118118,59.73868757578139,7.418099976733648,9.555020092116461,10.123998506853717,30.637326928142038,21.60721302906495,4.524886435820994,1,0.5,-60.0,180.0,270.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om180__om90,1.1365466664617674,0.078973645309082,24.68151848802773,27.627602878898177,442.5666652192601,-49.22977044351884,223.92022955648113,,True,436.59164963289567,30,264.23001029952485,-49.22978532133397,-49.229755565703705,-46.628760064837465,-62.05483151645622,15.426071451618753,-39.904189906989046,-66.14130354868672,26.237113641697675,-51.770985749078235,7.133852366734153,-64.54650345919175,-54.48026449151028,-51.72787420073235,3.541252475915529,1,0.5,-60.0,180.0,90.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om0,1.1331262724938276,0.1169953202705839,18.491262382772653,30.09301581394887,440.5703377522406,-48.75652522920911,224.39347477079087,,True,383.8236741920535,30,266.8298033516735,-48.75654374199925,-48.75650671641894,-48.26434710626343,-61.50480726767765,13.24046016141422,-42.217922945698106,-64.96421138923134,22.74628844353323,-52.90012231863499,5.946811995304401,-64.07325824488203,-56.79399753021934,-53.363461242158316,3.4836575479817524,0,0.5,-60.0,270.0,0.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om180,1.2465930169801849,0.3486696358667311,25.077848957288317,161.02503073538952,508.37574872666073,-54.796875136206836,218.35312486379314,,True,617.0523396136309,25,233.6120830747195,-54.79688651257904,-54.79686375983463,-42.271125145923605,-66.25206219589603,23.980937049972425,-29.440793033131218,-69.67914198936371,40.2383489562325,-54.634514277416564,9.228481604795547,-70.11360815187975,-44.01686761765245,-47.37023928181849,4.814767951854726,1,0.5,-60.0,270.0,180.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om270,0.7874263377221289,0.1800769832509837,20.97508781253755,244.1760085490224,255.2188196181262,88.56454542376886,361.71454542376887,90.0,False,574.1766378433449,44,557.8745520677198,88.56457885193525,88.56451199560252,62.13599979740184,42.02862065665785,20.107379140743987,68.7507723808183,33.47999311843472,35.270779262383584,55.56915059490492,6.102566069868757,73.24781240809595,54.17469779629707,57.03688566150695,4.9046679734083405,2,0.5,-60.0,270.0,270.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om90,1.2213455586090818,0.0924924531451432,22.35065521075813,65.43583421408968,493.0098843491237,-55.62083560008494,217.52916439991503,,True,382.2087759551008,26,229.07973578170544,-55.62084501637977,-55.62082618379011,-52.98116800128777,-66.9992950154242,14.018127014136425,-46.83410583285116,-70.33345808637816,23.499352253527,-57.7485959256485,6.789212487784269,-70.93756861575785,-61.410180417372395,-58.08028213718266,2.841399030538282,0,0.5,-60.0,270.0,90.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om0,0.9412098151422176,0.3054451520912574,25.778438105511015,169.33882121557178,333.524284781634,36.62514849021726,309.77514849021725,90.0,False,933.0217574040436,31,403.3598349286779,36.61422799684365,36.636068983590874,48.48586434277452,-1.8436087688679477,50.329473111642464,76.28755928885492,-12.045439735507143,88.33299902436207,20.3385775332825,14.25750489289871,21.30841547454435,61.711484704333685,43.38675020687963,4.569737752324432,2,0.5,-60.0,90.0,0.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om180,1.1210749058385054,0.0898730895075621,26.592203355364024,20.21089993358699,433.560528982602,-47.84895604527327,225.3010439547267,,True,477.2201017223238,31,271.8253328438923,-47.848972202576086,-47.84893988797046,-44.313355002862274,-61.10899584559987,16.795640842737598,-36.869458319858694,-65.52875998473274,28.65930166487405,-50.005737826287806,7.655616664486054,-63.16568906094618,-51.44553290437993,-49.41246913875716,3.4860592215932438,0,0.5,-60.0,90.0,180.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om270,1.172788475490497,0.0806559851446783,24.12459362727359,169.38279225503524,463.9031536406266,-52.14704032487893,221.00295967512105,,True,387.6583918178521,28,248.18526669912632,-52.14705067397087,-52.147029975787,-49.88845074170533,-63.53655031074116,13.648099569035836,-44.46003194383406,-67.2467200830588,22.786688139224744,-54.438464545164905,6.439059225814468,-67.46377334055184,-59.0361065283553,-54.987564877600214,2.6759752800732035,0,0.5,-60.0,90.0,270.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om90,0.8933719612795459,0.0557603280227426,29.9921123847394,267.6192116389572,308.42265203210826,44.02819103287084,317.1781910328708,90.0,False,688.3698706183015,34,426.98213764069027,44.028336065592285,44.0280460001494,36.32892585650383,4.515604030938983,31.81332182556485,48.811367230467255,-7.120888631969824,55.93225586243708,25.74976160575996,11.519577622661675,28.71145801719793,34.23529264594602,31.229811720608943,2.8856396934040767,0,0.5,-60.0,90.0,90.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om0,1.4755584490811076,0.328258008756489,20.381701143261623,88.6069032580245,654.6850386406829,-67.19162184594046,205.95837815405952,,True,453.4942683719182,19,165.44087911636888,-67.19163090041243,-67.19161279146846,-58.14747236751718,-77.06565547702644,18.918183109509258,-48.00934496550849,-79.34686023014534,31.33751526463685,-66.69984995058232,8.769658272498873,-82.50835486161337,-62.58541955002973,-63.24658650341207,4.143235649483683,0,0.5,-90.0,0.0,0.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om180,0.863990585550852,0.2328415210133153,24.681701164968192,253.1065877257473,293.3332578685149,58.46562777433255,331.61562777433255,90.0,False,485.0709006257777,37,468.6881167151244,58.465657614724954,58.46559793394015,37.35093395870365,20.19371373998853,17.157220218715118,41.98756659479683,12.43505950923111,29.552507085565722,32.68007528193723,5.827542672026869,43.14889475865964,27.411492010275595,32.25181982280876,3.815785531343173,1,0.5,-90.0,0.0,180.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om270,1.055734374359233,0.1465682744552977,23.04291433363774,197.1885902616249,396.21396965384514,1.223506040370246,274.3735060403702,50.05549481018513,False,440.82067914457866,40,308.6060652748555,1.0736279686837522,1.3733841120567407,-7.647422053730063,-29.229769820167107,21.582347766437046,3.012942882469126,-34.899564590414755,37.91250747288388,-17.983217254183305,6.86246874197214,-14.093226975302667,-11.56313170205211,-12.746536189624951,2.388885629819503,0,0.5,-90.0,0.0,270.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om90,0.9646814135401603,0.08277546349332,29.4706939228974,179.42061790323697,346.07773279491704,24.105655878047948,297.25565587804795,90.0,False,666.430442404275,28,366.8793575291246,24.094170219374565,24.117141536721327,22.422397206116052,-10.562961295534878,32.98535850165093,36.509266855779046,-20.64072862169018,57.149995477469226,9.711973863597182,12.23269071181766,8.788922862375035,21.93319227125781,17.323283070221166,2.0700404284130034,0,0.5,-90.0,0.0,90.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om0,0.7836171303496894,0.2617397131452577,20.401881045344,249.1697378402458,253.3691138021553,94.04333114811088,367.1933311481109,90.0,False,538.3956032153976,44,574.1173231406501,94.04337046669201,94.04329182952974,65.18625967351741,49.9833240027029,15.202935670814512,71.07778439997607,44.39287447861135,26.68490992136472,58.87302621940329,4.105072321887668,78.72659813243797,56.50170981545483,60.087145537622526,4.623211853119602,1,0.5,-90.0,180.0,0.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om180,1.4850176199713552,0.2622463232441467,26.02160166446611,93.34051747671047,660.990473603925,-68.20221550585092,204.94778449414906,,True,447.4803837196827,19,159.884797828792,-68.20222349089043,-68.20220752081137,-59.30846128584728,-77.61896730175854,18.310506015911265,-50.19640241545799,-80.00076720601507,29.80436479055708,-66.77619853297988,9.193069604938003,-83.51894852152382,-64.77247699997922,-64.40757542174217,3.966908415617482,0,0.5,-90.0,180.0,180.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om270,1.005084426562084,0.2539988552346572,21.957235543066343,201.32319057290084,368.0455796308812,18.064402733078435,291.21440273307843,75.16488841802429,False,519.631721784033,26,348.2368528733724,17.9311250601291,18.19768040602778,12.111881723886045,-13.841000039461324,25.95288176334737,24.49786035517865,-20.21293650393122,44.71079685910987,-0.2602711375243971,8.443336504752406,2.747669717405522,9.921785770657413,7.012767587991156,3.1069833697782183,0,0.5,-90.0,180.0,270.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om90,1.100668804377037,0.0361184523451297,25.804720179838213,69.60502823598952,421.7768868009582,-46.173557781565435,226.97644221843456,,True,471.8082528190245,36,281.0400934891815,-46.17357182525965,-46.17354373787121,-43.03238851032809,-59.50308224942023,16.47069373909214,-36.031311292540174,-64.03620207962004,28.004890787079866,-48.65489416684933,7.3743456637933065,-61.490290797238345,-50.60738587706141,-48.13150264622298,2.593755001905131,0,0.5,-90.0,180.0,90.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om0,1.1017831904837996,0.1270557613458224,18.735791952337085,22.616156049691018,422.41759895371376,-45.893042180179904,227.25695781982006,,True,407.2684244410399,35,282.57900803256166,-45.89306084952231,-45.8930235108375,-45.41467458165991,-59.33488945549954,13.920214873839633,-38.93925373495378,-63.02512586647079,24.085872131517007,-50.39529731668201,6.0608860483524865,-61.209775195852814,-53.51532831947502,-50.513788717554796,3.547413278047764,0,0.5,-90.0,270.0,0.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om180,1.1464609524942364,0.3005187052572484,26.8881571695348,175.98748600983967,448.37014980296414,-47.92363347234844,225.22636652765152,,True,610.8609868030418,30,271.4146243147152,-47.92364951877045,-47.92361742592644,-37.544473940307384,-60.057078717652374,22.51260477734499,-26.133202031819064,-64.22037131194982,38.08716928013075,-48.61078293946398,8.609453664607976,-63.24036648802135,-40.7092766163403,-42.64358807620227,4.462108606097475,1,0.5,-90.0,270.0,180.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om270,0.9208958084317712,0.1399409734800778,21.08923465822019,184.8342046492839,322.7851412867665,37.692387581288635,310.8423875812886,90.0,False,575.3539952347055,32,405.20223325757524,37.691943581821434,37.692831580755836,27.95757693974074,0.5306782853568919,27.426898654383848,40.13407060869739,-7.987683375928521,48.12175398462591,16.367311928008533,9.125566630459577,22.375654565615722,25.557996024176155,22.858462803845853,3.5596611691167,0,0.5,-90.0,270.0,270.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om90,1.0695420784448897,0.0453421923807365,22.8909340807757,314.2918272825958,404.0123151838592,-5.529140278988811,267.6208597210112,40.961788552349375,False,398.92265542487013,50,297.7482918268352,-5.249591366681617,-5.808689191296004,-17.264345740812498,-35.428564447727034,18.164218706914536,-8.935936474238337,-40.792777037709506,31.856840563471167,-24.48469568789137,6.592673285930012,-20.845873294661722,-23.512011058759573,-22.363459876707388,2.1008001226745554,0,0.5,-90.0,270.0,90.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om0,0.9577640863019444,0.2837127486371346,22.48903745426791,167.48585877106197,342.3620455042198,31.386290096906006,304.536290096906,90.0,False,788.6527730281225,30,386.8151718178877,31.364457493207112,31.408122700604892,36.901070848889695,-6.056172708954415,42.95724355784411,59.99132081032217,-15.088703493746827,75.080024304069,13.78229696959659,12.545403200937663,16.069557081233093,45.415246225800935,31.80195671299481,4.5776925709493135,2,0.5,-90.0,90.0,0.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om180,1.0998724161203102,0.100392026779764,26.094106512311143,11.253154741538848,421.3192049925692,-45.873248930564415,227.27675106943556,,True,480.885256063319,35,282.6917586099206,-45.87326382930999,-45.87323403181882,-42.781597435444894,-59.56600798549747,16.784410550052577,-35.29141355517595,-64.09882263370741,28.807409078531464,-48.471022549143704,7.5159181025457755,-61.189981946237324,-49.86748813969719,-47.88071157133978,3.393701373101649,0,0.5,-90.0,90.0,180.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om270,0.9583094260942688,0.1707468471210528,23.648718294167395,268.4294694595484,342.6544926062803,27.713699835704166,300.86369983570415,90.0,False,394.32797618897223,30,376.02052357664775,27.748442141788257,27.678957529620074,9.812443073876349,-4.670188844134358,14.482631918010707,13.293366501633821,-11.323043717784046,24.616410219417865,7.1387293782436485,6.223655277678422,12.396966820031253,-1.2827080828874138,4.71332893798146,3.11641052247992,0,0.5,-90.0,90.0,270.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om90,1.0276707442294295,0.0898410306786311,30.409712528336957,48.70718402587518,380.5211320899276,8.121559797075339,281.2715597970753,61.37544904657465,False,683.6440690930996,28,323.4818689955032,7.771760778020821,8.471358816129857,8.62650937613311,-25.963656586018875,34.590165962151985,26.66267738412286,-34.81033197824248,61.47300936236534,-6.141368375706864,12.677800009455268,-7.195173218597574,12.086602799601623,3.5273952402382225,2.342655858752304,0,0.5,-90.0,90.0,90.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om0,1.3306673205891495,0.1778661282868549,22.413692446937365,109.80413591905568,560.6631688842268,-61.76784130557261,211.38215869442737,,True,393.03785744812456,22,195.27197286236563,-61.76785322691546,-61.76782938422977,-56.5592740678768,-71.95817635954627,15.398902291669472,-49.406677889591776,-74.78870051766711,25.382022628075333,-62.47435869646712,7.499007043560056,-77.08457432124553,-63.98275247411301,-61.658388203771686,4.978885223946116,1,0.75,0.0,0.0,0.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om180,0.7786134503967123,0.201096693233791,24.802706754127897,244.7400497107417,250.9462111974497,93.09449482878556,366.24449482878555,90.0,False,646.8606059752134,45,572.9519940448904,93.09452788747915,93.09446177009198,69.79135074276188,45.09685028237075,24.694500460391126,77.80727085418279,34.34733327915416,43.45993757502863,61.78704749896447,7.294253460365866,77.77776181311265,63.23119626966155,64.69223660686698,4.123487603078175,1,0.75,0.0,0.0,180.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om270,1.0938608646778722,0.0844418380991346,23.1298533207519,19.744185251150007,417.86973480797,-45.38369664706217,227.7663033529378,,True,443.5419423809279,37,285.3828448062563,-45.383714343115784,-45.38367895100857,-43.681358680411066,-59.01048306909925,15.329124388688186,-36.928939061540525,-63.2556057799023,26.32666671836177,-48.87048212510389,6.81170030456672,-60.70042966273509,-51.50501364606176,-48.78047281630595,3.559282528180046,1,0.75,0.0,0.0,270.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om90,0.9824251197218048,0.5523050289709445,19.518429339882804,204.20488909655143,355.6697896257111,43.69253512686442,316.8425351268644,90.0,False,1126.7150414219404,30,422.8823670742644,43.69842635589518,43.68664389783364,71.03680010996972,2.417161143535356,68.61963896643437,115.29807930103664,-6.370294639314191,121.66837394035083,22.981660273567588,13.121412165510781,28.375802111191508,100.7220047165154,65.93768597407482,5.044616304420654,1,0.75,0.0,0.0,90.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om0,0.7786134503967123,0.201096693233791,24.802706754127897,244.7400497107417,250.9462111974497,93.09449482878556,366.24449482878555,90.0,False,646.8606059752134,45,572.9519940448904,93.09452788747915,93.09446177009198,69.79135074276188,45.09685028237075,24.694500460391126,77.80727085418279,34.34733327915416,43.45993757502863,61.78704749896447,7.294253460365866,77.77776181311265,63.23119626966155,64.69223660686698,4.123487603078175,1,0.75,0.0,180.0,0.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om180,1.3306673207318829,0.1778661283529621,22.413692445708907,109.80413595539903,560.6631689744355,-61.76784131276008,211.3821586872399,,True,393.03785739173907,22,195.27197282284519,-61.76785323410255,-61.76782939141759,-56.55927407445911,-71.95817636484293,15.398902290383816,-49.40667789710344,-74.78870052217331,25.382022625069872,-62.474358702808956,7.499007043213126,-77.08457432843299,-63.98275248162468,-61.658388210354,4.978885218733627,1,0.75,0.0,180.0,180.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om270,0.9822161435723792,0.5522032292421791,19.518319412347925,204.1836490516473,355.55631143451654,43.74146330830496,316.89146330830494,90.0,False,1127.013491123752,30,423.0281111461459,43.747527576606316,43.73539904000359,71.08442281424114,2.45305761611331,68.63136519812782,115.3516063838946,-6.338071256653191,121.6896776405478,23.02260390282733,13.122858155592805,28.424730292632045,100.77553179937337,65.98530867834624,5.044988464381244,1,0.75,0.0,180.0,270.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om90,1.0938608646778722,0.0844418380991346,23.1298533207519,19.744185251150007,417.86973480797,-45.38369664706217,227.7663033529378,,True,443.5419423809279,37,285.3828448062563,-45.383714343115784,-45.38367895100857,-43.681358680411066,-59.01048306909925,15.329124388688186,-36.928939061540525,-63.2556057799023,26.32666671836177,-48.87048212510389,6.81170030456672,-60.70042966273509,-51.50501364606176,-48.78047281630595,3.559282528180046,1,0.75,0.0,180.0,90.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om0,1.0938608646778722,0.0844418380991346,23.1298533207519,19.744185251150007,417.86973480797,-45.38369664706217,227.7663033529378,,True,443.5419423809279,37,285.3828448062563,-45.383714343115784,-45.38367895100857,-43.681358680411066,-59.01048306909925,15.329124388688186,-36.928939061540525,-63.2556057799023,26.32666671836177,-48.87048212510389,6.81170030456672,-60.70042966273509,-51.50501364606176,-48.78047281630595,3.559282528180046,1,0.75,0.0,270.0,0.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om180,0.9822161435723792,0.5522032292421791,19.518319412347925,204.1836490516473,355.55631143451654,43.74146330830496,316.89146330830494,90.0,False,1127.013491123752,30,423.0281111461459,43.747527576606316,43.73539904000359,71.08442281424114,2.45305761611331,68.63136519812782,115.3516063838946,-6.338071256653191,121.6896776405478,23.02260390282733,13.122858155592805,28.424730292632045,100.77553179937337,65.98530867834624,5.044988464381244,1,0.75,0.0,270.0,180.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om270,0.7783905866927128,0.2009690919260403,24.80359526073938,244.73543616499057,250.83847583805655,93.19830489466973,366.3483048946697,90.0,False,647.320234481941,45,573.2648037849164,93.19833817665287,93.19827161268661,69.88521565588184,45.16996774305336,24.715247912828474,77.90838522552765,34.41056326922701,43.49782195630064,61.87395305674804,7.2985322712586935,77.88157187899682,63.332310641006416,64.78610151998694,4.1238702998609575,1,0.75,0.0,270.0,270.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om90,1.3306673207318829,0.1778661283529621,22.413692445708907,109.80413595539903,560.6631689744355,-61.76784131276008,211.3821586872399,,True,393.03785739173907,22,195.27197282284519,-61.76785323410255,-61.76782939141759,-56.55927407445911,-71.95817636484293,15.398902290383816,-49.40667789710344,-74.78870052217331,25.382022625069872,-62.474358702808956,7.499007043213126,-77.08457432843299,-63.98275248162468,-61.658388210354,4.978885218733627,1,0.75,0.0,270.0,90.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om0,0.9824251197218048,0.5523050289709445,19.518429339882804,204.20488909655143,355.6697896257111,43.69253512686442,316.8425351268644,90.0,False,1126.7150414219404,30,422.8823670742644,43.69842635589518,43.68664389783364,71.03680010996972,2.417161143535356,68.61963896643437,115.29807930103664,-6.370294639314191,121.66837394035083,22.981660273567588,13.121412165510781,28.375802111191508,100.7220047165154,65.93768597407482,5.044616304420654,1,0.75,0.0,90.0,0.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om180,1.0938608646778722,0.0844418380991346,23.1298533207519,19.744185251150007,417.86973480797,-45.38369664706217,227.7663033529378,,True,443.5419423809279,37,285.3828448062563,-45.383714343115784,-45.38367895100857,-43.681358680411066,-59.01048306909925,15.329124388688186,-36.928939061540525,-63.2556057799023,26.32666671836177,-48.87048212510389,6.81170030456672,-60.70042966273509,-51.50501364606176,-48.78047281630595,3.559282528180046,1,0.75,0.0,90.0,180.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om270,1.3306673207318829,0.1778661283529621,22.413692445708907,109.80413595539903,560.6631689744355,-61.76784131276008,211.3821586872399,,True,393.03785739173907,22,195.27197282284519,-61.76785323410255,-61.76782939141759,-56.55927407445911,-71.95817636484293,15.398902290383816,-49.40667789710344,-74.78870052217331,25.382022625069872,-62.474358702808956,7.499007043213126,-77.08457432843299,-63.98275248162468,-61.658388210354,4.978885218733627,1,0.75,0.0,90.0,270.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om90,0.7786134503967123,0.201096693233791,24.802706754127897,244.7400497107417,250.9462111974497,93.09449482878556,366.24449482878555,90.0,False,646.8606059752134,45,572.9519940448904,93.09452788747915,93.09446177009198,69.79135074276188,45.09685028237075,24.694500460391126,77.80727085418279,34.34733327915416,43.45993757502863,61.78704749896447,7.294253460365866,77.77776181311265,63.23119626966155,64.69223660686698,4.123487603078175,1,0.75,0.0,90.0,90.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om0__om0,1.3372717081025387,0.1788493711683506,23.688270816193768,109.8041820823577,564.8423812324929,-62.11132101566761,211.03867898433236,,True,406.629526750963,22,193.3829797218032,-62.11133169654542,-62.11131033478982,-56.30705457508067,-72.27580269814285,15.968748123062184,-48.881237341219965,-75.15136873219743,26.27013139097746,-62.45037865060132,7.812916599258315,-77.42805403134052,-63.4573119257412,-61.40616871097556,5.30170009204964,1,0.75,30.0,0.0,0.0
