run,a_au,ecc,obliquity_deg,lon_perihelion_deg,days_per_year,T_global_degC,T_global_K,iceline_lat_nh,snowball,peak_diag_insol,spinup_years,S_mean_Wm2,nh_mean_degC,sh_mean_degC,diag_summer_max_degC,diag_winter_min_degC,diag_seasonal_range_K,absorbed_mean_Wm2,runaway,dT_vs_baseline_K,ddiag_summer_max_vs_baseline_K,Score,n_ejected,bh_rp_au,bh_inc_deg,bh_Omega_deg,bh_omega_deg
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om225,0.7292233098388674,0.2643638209762485,25.53780844098153,293.0404019088087,227.45139469386584,123.0458050144286,396.1958050144286,90.0,False,723.8259570311458,34,663.4519557444637,123.04580501672096,123.04580501213624,86.78559369249257,76.20456551249138,10.581028180001184,460.46605057361296,True,108.00090923288212,88.43381072705294,5.51319745521436,1,0.25,0.0,0.0,225.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om240,0.7421654369816182,0.2464558609261114,25.811523533862964,295.77442764056093,233.5333332552369,114.34773560160073,387.4977356016007,90.0,False,722.0233974119993,33,637.3880007874528,114.34773560424924,114.3477355989522,80.19562646876483,69.01243620941145,11.183190259353381,442.2870722825912,True,99.30283982005426,81.8438435033252,5.126177368971944,1,0.25,0.0,0.0,240.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om255,0.7613888806351929,0.2236550216367942,25.83459252884904,301.5094325059433,242.66524790132897,102.65569832076166,375.8056983207616,90.0,False,721.1276305626699,32,602.182598308924,102.65569832331695,102.65569831820639,71.06797242363437,59.140957998432505,11.927014425201868,417.8506510693005,True,87.61080253921519,72.71618945819475,5.064446270278673,1,0.25,0.0,0.0,255.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om270,0.785013923172031,0.2005843250399924,25.677431095501944,310.2573262070263,254.046858979686,89.86338007527249,363.0133800752725,90.0,False,721.3042999320137,30,563.5867192104282,89.86338007955995,89.86338007098503,60.968381631815554,48.24785642086308,12.720525210952474,391.1147263574113,True,74.81848429372602,62.61659866637592,6.592579946699054,2,0.25,0.0,0.0,270.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om285,0.8133167581718908,0.1726646126902244,25.32099347151846,319.1261037888396,267.9090421986754,76.17223821687463,349.3222382168746,90.0,False,703.942548521664,28,522.216971551947,76.17223822318418,76.17223821056508,49.98525488898282,36.73843250942163,13.246822379561195,362.50023833204466,True,61.12734243532816,51.63347192354319,7.610621360948162,2,0.25,0.0,0.0,285.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om30,1.36563275147749,0.194085566631683,20.76464795313089,120.8780170601663,582.9062018030027,-63.45701803592467,209.6929819640753,,True,360.7017452355175,15,185.98079294607047,-63.45701803617481,-63.45701803567454,-63.23132504413312,-72.1834105268632,8.952085482730077,70.67479067443365,False,-78.50191381747115,-61.583108009572754,4.523302703448395,1,0.25,0.0,0.0,30.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om300,0.8536975760273431,0.1738047927168935,24.592695113396985,327.19970107214954,288.1070348595154,60.267121015330474,333.41712101533045,90.0,False,657.2884035793268,26,474.0790484097138,60.26712102195748,60.26712100870344,36.67900331121309,23.468812522357986,13.210190788855101,329.25847666289957,True,45.222225233784,38.327220345773455,4.587710992012752,1,0.25,0.0,0.0,300.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om315,0.922363982686214,0.1470886688414102,21.979190776676443,84.357231496785,323.5573681744255,37.33161914341899,310.481619143419,90.0,False,758.3521072035186,22,404.3365723328119,37.33161914307347,37.331619143764506,19.315801773418592,3.475997527704581,15.83980424571401,281.32326200156047,False,22.286723361872518,20.964018807978963,4.136198629869143,0,0.25,0.0,0.0,315.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om330,0.9812860840438028,0.1214935278192613,25.136537109664346,95.11108388541564,355.05141710494047,20.68882349764196,293.83882349764195,90.0,False,700.8421594624517,19,355.9885137616559,20.62593777074321,20.751709224540715,6.545447085288581,-9.485232792015795,16.030679877304376,246.53975801273586,False,5.643927716095485,8.19366411984895,3.913036108876484,0,0.25,0.0,0.0,330.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om345,1.103900217039929,0.0656015222221172,23.189820199702027,120.088002618126,423.6356680613778,-46.395628247099516,226.75437175290045,,True,452.7853137221435,24,279.81759475061136,-46.395628247875365,-46.39562824632367,-48.270095585814325,-57.36682603006878,9.096730444254455,106.33299850142929,False,-61.44052402864599,-46.62187855125396,3.37130441745074,0,0.25,0.0,0.0,345.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om45,0.7831957026485891,0.4123082917950415,3.6154393230947313,350.3489556300464,253.16474919285332,106.93962939760819,380.0896293976082,90.0,False,892.0530328492049,31,608.8607889443612,106.93962939821958,106.93962939699678,66.93027684688467,56.484241067256214,10.446035779628453,426.804044193327,True,91.89473361606171,68.57849388144504,5.331023818192715,0,0.25,0.0,0.0,45.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om90,1.7946543801044716,0.4552184367774081,19.181230098303008,157.9183246979168,878.1506461456669,-75.69972564967406,197.4502743503259,,True,356.9306091524392,11,118.64821051463096,-75.69972564968711,-75.69972564966105,-73.16601361364293,-82.6100639856133,9.444050371970363,45.08756607358939,False,-90.74462143122054,-71.51779657908256,4.850235431265536,1,0.25,0.0,0.0,90.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om0,0.6317414828764584,0.5216645060766804,23.075609112841317,300.12017916473167,183.40318929921605,235.15071063721783,508.3007106372178,90.0,False,1558.951659267552,44,999.2946991190908,235.1507106387186,235.15071063571696,176.39674561977046,164.10965394991146,12.287091669858995,694.7653604856296,True,220.10581485567135,178.04496265433082,6.741626987071451,1,0.25,0.0,180.0,0.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om105,0.8133167581718908,0.1726646126902244,25.32099347151846,319.1261037888396,267.9090421986754,76.17223821687463,349.3222382168746,90.0,False,703.942548521664,28,522.216971551947,76.17223822318418,76.17223821056508,49.98525488898282,36.73843250942163,13.246822379561195,362.50023833204466,True,61.12734243532816,51.63347192354319,7.610621687360113,2,0.25,0.0,180.0,105.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om120,0.8536976231471841,0.1738048858919949,24.592695112541637,327.1997282464929,288.10705871261905,60.26710625462362,333.4171062546236,90.0,False,657.2884674320363,26,474.079003992641,60.26710626125054,60.26710624799673,36.67899164955474,23.468799022373013,13.210192627181726,329.2584458127526,True,45.22221047307715,38.32720868411511,4.587710985281724,1,0.25,0.0,180.0,120.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om135,0.922363982686214,0.1470886688414102,21.979190776676443,84.357231496785,323.5573681744255,37.33161914341899,310.481619143419,90.0,False,758.3521072035186,22,404.3365723328119,37.33161914307347,37.331619143764506,19.315801773418592,3.475997527704581,15.83980424571401,281.32326200156047,False,22.286723361872518,20.964018807978963,4.136198629869143,0,0.25,0.0,180.0,135.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om15,0.7233800395794475,0.3101778777377415,23.557406793493644,304.1582592868105,224.7230247735472,130.17754992188208,403.32754992188205,90.0,False,807.9475651392897,35,683.9610996839109,130.17754992403354,130.17754991973058,91.14400327556234,80.37861038572647,10.765392889835866,475.3713502388905,True,115.1326541403356,92.79222031012272,6.005694147056457,2,0.25,0.0,180.0,15.0
