run,Score,Earth_s,Earth_da_AU,Earth_de,n_ejected,ejected_bodies,top_impact_body,top_impact_raw_r,bh_rp_au,bh_vinf_kms,bh_inc_deg,bh_tperi_offset_days,bh_Omega_deg,bh_omega_deg
20260811_184731__rp0p25__vinf25__incm60__toff59132__Om0__om225,4.9912343729279645,0.3820598810687097,-0.1999220543634304,0.2733345349348178,2,"Uranus,Neptune",Uranus,2.4801294257496425,0.25,25.0,-60.0,59132.0,0.0,225.0
20260811_184731__rp0p75__vinf25__incm30__toff59132__Om270__om210,4.985273207221384,0.3684249555453385,0.2044186309024823,0.4169956158048074,1,Neptune,Neptune,3.608976268801999,0.75,25.0,-30.0,59132.0,270.0,210.0
20260811_184731__rp0p75__vinf25__inc30__toff59132__Om90__om30,4.9852731555358885,0.3684249506933647,0.2044185516461375,0.4169956119683234,1,Neptune,Neptune,3.608976265048785,0.75,25.0,30.0,59132.0,90.0,30.0
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om255,4.982373260076218,0.370808074679103,-0.2328913530469575,0.2070599020042552,1,Uranus,Uranus,3.3897852195468046,0.25,25.0,60.0,59132.0,0.0,255.0
20260811_184731__rp0p25__vinf25__incm60__toff59132__Om180__om75,4.982373260012789,0.37080807467160565,-0.2328913530883584,0.2070599019316874,1,Uranus,Uranus,3.389785219547771,0.25,25.0,-60.0,59132.0,180.0,75.0
20260811_184731__rp0p25__vinf25__incm30__toff59132__Om180__om75,4.977087588997561,0.3769679361498669,-0.2405584958107466,0.2089521870856773,1,Uranus,Uranus,3.687958848895035,0.25,25.0,-30.0,59132.0,180.0,75.0
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om0__om255,4.977087588211185,0.37696793612554624,-0.2405584957288001,0.2089521871509644,1,Uranus,Uranus,3.68795884889029,0.25,25.0,30.0,59132.0,0.0,255.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om180__om270,4.970608444863167,0.5641842441192968,7.100017896416491,0.856105977045115,1,Uranus,Uranus,2.199193324759086,0.25,25.0,90.0,59132.0,180.0,270.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om0__om90,4.970607122843889,0.5641839797202799,7.100016227347757,0.856106151834145,1,Uranus,Uranus,2.1991933247627813,0.25,25.0,-90.0,59132.0,0.0,90.0
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om45,4.967827397164572,0.34040190880976207,-0.1318087716384274,0.2726734301513347,1,Mercury,Mercury,4.91626774861704,0.25,25.0,60.0,59132.0,0.0,45.0
20260811_184731__rp0p5__vinf25__incm60__toff59132__Om270__om255,4.966796489545006,0.32471383869002685,-0.1419759920867009,0.2338490396295645,1,Neptune,Neptune,3.448861775187673,0.5,25.0,-60.0,59132.0,270.0,255.0
20260811_184731__rp0p5__vinf25__inc60__toff59132__Om90__om75,4.966796471162598,0.3247138350844796,-0.1419759897140224,0.2338490360397535,1,Neptune,Neptune,3.448861775176127,0.5,25.0,60.0,59132.0,90.0,75.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om15,4.966703712109272,0.38232972636615387,-0.2259295689441096,0.2401937334381161,1,Neptune,Neptune,2.432465715052767,0.5,25.0,30.0,59132.0,180.0,15.0
20260811_184731__rp0p5__vinf25__incm30__toff59132__Om0__om195,4.966703708632153,0.38232972567493256,-0.2259295673929928,0.2401937340899286,1,Neptune,Neptune,2.432465715054687,0.5,25.0,-30.0,59132.0,0.0,195.0
20260811_184731__rp0p25__vinf25__incm60__toff59132__Om180__om225,4.965560396740302,0.33994850803011845,-0.1315835659901095,0.2721060227728365,1,Mercury,Mercury,4.9162676987304765,0.25,25.0,-60.0,59132.0,180.0,225.0
20260811_184731__rp0p5__vinf25__incm90__toff59132__Om180__om345,4.956045100052148,0.36012637013682375,-0.1796655970564328,0.2547069174384258,1,Neptune,Neptune,2.747549965337447,0.5,25.0,-90.0,59132.0,180.0,345.0
20260811_184731__rp0p5__vinf25__inc90__toff59132__Om0__om165,4.956045096379773,0.3601263694004758,-0.179665596392472,0.2547069168231577,1,Neptune,Neptune,2.747549965337541,0.5,25.0,90.0,59132.0,0.0,165.0
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om270__om180,4.944993220141615,0.35036235974437757,0.6111481195494305,0.4021529946686027,2,"Jupiter,Neptune",Neptune,4.178969120198821,0.25,25.0,30.0,59132.0,270.0,180.0
20260811_184731__rp0p25__vinf25__incm30__toff59132__Om90__om0,4.94499321593445,0.35036235889216194,0.6111481209173687,0.4021529936589942,2,"Jupiter,Neptune",Neptune,4.178969120198681,0.25,25.0,-30.0,59132.0,90.0,0.0
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om90__om0,4.942838700759939,0.3562095468335741,0.7321044249193779,0.4010772011046258,1,Neptune,Neptune,3.511755601436103,0.25,25.0,60.0,59132.0,90.0,0.0
20260811_184731__rp0p25__vinf25__incm60__toff59132__Om270__om180,4.9428386957384145,0.35620954582406544,0.7321044224051926,0.4010772027559939,1,Neptune,Neptune,3.511755601436647,0.25,25.0,-60.0,59132.0,270.0,180.0
20260811_184731__rp0p25__vinf25__incm60__toff59132__Om90__om75,4.942380538665605,0.25443081659892,-0.1597087887759248,0.0998418127083898,3,"Mercury,Uranus,Neptune",Mercury,8.332902185288608,0.25,25.0,-60.0,59132.0,90.0,75.0
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om270__om255,4.942380506803918,0.2544308102181215,-0.1597087885006627,0.0998418035446832,3,"Mercury,Uranus,Neptune",Mercury,8.332902186055867,0.25,25.0,60.0,59132.0,270.0,255.0
20260811_184731__rp0p5__vinf25__incm30__toff59132__Om180__om30,4.937365172585585,0.39113303684185224,-0.2563031512432564,0.2162424420777741,1,Mars,Mars,3.5649736055844468,0.5,25.0,-30.0,59132.0,180.0,30.0
20260811_184731__rp0p5__vinf25__incm30__toff59132__Om90__om105,4.933885426095326,0.37177990990443066,-0.2364820424211489,0.2040356322043271,1,Uranus,Saturn,2.487558168801504,0.5,25.0,-30.0,59132.0,90.0,105.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om285,4.933885424049517,0.3717799094956469,-0.2364820419044992,0.2040356320946159,1,Uranus,Saturn,2.4875581688031043,0.5,25.0,30.0,59132.0,270.0,285.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om210,4.930838888729947,0.3898277823061727,-0.2553183581863818,0.2148731275296102,1,Mars,Mars,3.5649735535603844,0.5,25.0,30.0,59132.0,0.0,210.0
20260811_184731__rp0p5__vinf25__incm90__toff59132__Om180__om0,4.928152348700145,0.36002885826003006,-0.1888842848995342,0.2432826965544507,1,Neptune,Neptune,2.608115784462966,0.5,25.0,-90.0,59132.0,180.0,0.0
20260811_184731__rp0p5__vinf25__inc90__toff59132__Om0__om180,4.9281523183466796,0.3600288521888114,-0.188884278290291,0.2432826929948126,1,Neptune,Neptune,2.608115784463216,0.5,25.0,90.0,59132.0,0.0,180.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om270__om135,4.922763561303581,0.34006504271150906,0.6358764099519253,0.3909092134918076,1,Neptune,Neptune,3.389323535498583,0.25,25.0,90.0,59132.0,270.0,135.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om90__om315,4.922763554919998,0.34006504143568905,0.6358764106948821,0.3909092119394178,1,Neptune,Neptune,3.3893235354977795,0.25,25.0,-90.0,59132.0,90.0,315.0
20260811_184731__rp0p25__vinf25__incm30__toff59132__Om270__om180,4.922566192683398,0.3727916406273163,0.8254112883084138,0.4311264645383423,1,Neptune,Neptune,3.6734357127907367,0.25,25.0,-30.0,59132.0,270.0,180.0
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om90__om0,4.922566191595756,0.37279164042313684,0.8254112877606662,0.4311264648662823,1,Neptune,Neptune,3.6734357127955137,0.25,25.0,30.0,59132.0,90.0,0.0
20260811_184731__rp0p75__vinf25__inc60__toff59132__Om270__om195,4.920196802228397,0.32708998652290566,0.0222570747793297,0.368436478098484,2,"Jupiter,Neptune",Neptune,3.382888307985819,0.75,25.0,60.0,59132.0,270.0,195.0
20260811_184731__rp0p75__vinf25__incm60__toff59132__Om90__om15,4.920196802228397,0.32708998652290566,0.0222570747793297,0.368436478098484,2,"Jupiter,Neptune",Neptune,3.382888307985819,0.75,25.0,-60.0,59132.0,90.0,15.0
20260811_184731__rp0p5__vinf25__incm30__toff59132__Om180__om45,4.91929204353945,0.37904986851409006,-0.2436033594850988,0.2089588804346539,1,Mars,Mars,5.930622763695675,0.5,25.0,-30.0,59132.0,180.0,45.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om225,4.91929204353945,0.37904986851409006,-0.2436033594850988,0.2089588804346539,1,Mars,Mars,5.930622763695675,0.5,25.0,30.0,59132.0,0.0,225.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om0__om240,4.917760834001138,0.37828575487141314,-0.2225834818869316,0.2363374073265621,1,Uranus,Uranus,2.9270976718870765,0.25,25.0,90.0,59132.0,0.0,240.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om180__om60,4.9177608338995515,0.3782857549752388,-0.2225834823894149,0.2363374068680716,1,Uranus,Uranus,2.9270976719588115,0.25,25.0,-90.0,59132.0,180.0,60.0
20260811_184731__rp0p25__vinf25__incm30__toff59132__Om90__om300,4.8964181265129225,0.3611798732022307,0.6941033106334017,0.3258962249230029,0,,Uranus,2.453066305877154,0.25,25.0,-30.0,59132.0,90.0,300.0
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om270__om120,4.896418126013569,0.36117987313421684,0.6941033102713156,0.3258962247446095,0,,Uranus,2.453066305879954,0.25,25.0,30.0,59132.0,270.0,120.0
20260811_184731__rp0p75__vinf25__inc0__toff59132__Om90__om15,4.895732381678231,0.4021530979671048,0.2644637820599421,0.4700900379242452,1,Neptune,Neptune,3.2694268905499984,0.75,25.0,0.0,59132.0,90.0,15.0
20260811_184731__rp0p75__vinf25__inc0__toff59132__Om180__om285,4.8957323798216335,0.4021530975728594,0.2644637805023176,0.4700900373236334,1,Neptune,Neptune,3.2694268905553505,0.75,25.0,0.0,59132.0,180.0,285.0
20260811_184731__rp0p75__vinf25__inc0__toff59132__Om270__om195,4.895732379289915,0.40215309751000256,0.2644637802471249,0.4700900372281819,1,Neptune,Neptune,3.2694268905430897,0.75,25.0,0.0,59132.0,270.0,195.0
20260811_184731__rp0p75__vinf25__inc0__toff59132__Om0__om105,4.895732371338399,0.4021530958745733,0.264463773731045,0.4700900347391474,1,Neptune,Neptune,3.2694268905529262,0.75,25.0,0.0,59132.0,0.0,105.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om180__om0,4.889572541907124,0.37430521524906096,-0.1457109584916028,0.320936274623892,2,"Uranus,Neptune",Neptune,2.680748929797998,0.25,25.0,90.0,59132.0,180.0,0.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om0__om180,4.889572464660162,0.374305199794776,-0.1457109256561239,0.3209362801203197,2,"Uranus,Neptune",Neptune,2.6807489297979545,0.25,25.0,-90.0,59132.0,0.0,180.0
20260811_184731__rp1__vinf25__inc60__toff59132__Om90__om15,4.889078793743137,0.41825999301162375,-0.1674704725460364,0.3878285997381728,1,Neptune,Neptune,2.6353114228852426,1.0,25.0,60.0,59132.0,90.0,15.0
20260811_184731__rp1__vinf25__incm60__toff59132__Om270__om195,4.889004279215742,0.41824165664707585,-0.1673710031172287,0.3878979722841236,1,Neptune,Neptune,2.6353112822805427,1.0,25.0,-60.0,59132.0,270.0,195.0
20260811_184731__rp0p25__vinf25__incm60__toff59132__Om90__om300,4.882794678798554,0.3903694929222398,0.8714140374565825,0.4013910015907718,0,,Uranus,2.2761291397878676,0.25,25.0,-60.0,59132.0,90.0,300.0
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om270__om120,4.882794674275875,0.3903694920383345,0.8714140320652038,0.4013910000539323,0,,Uranus,2.276129139789295,0.25,25.0,60.0,59132.0,270.0,120.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om0__om165,4.880414765331043,0.37529684678319447,-0.1508652619063893,0.3172484505573928,2,"Uranus,Neptune",Uranus,2.4756470956031986,0.25,25.0,-90.0,59132.0,0.0,165.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om180__om345,4.880414764518912,0.3752968466424815,-0.1508652614496682,0.3172484507834441,2,"Uranus,Neptune",Uranus,2.4756470956059085,0.25,25.0,90.0,59132.0,180.0,345.0
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om270__om330,4.879967819016699,0.3881598048829442,-0.2435184788396099,0.2282215235895877,1,Uranus,Uranus,3.366848378885821,0.25,25.0,30.0,59132.0,270.0,330.0
20260811_184731__rp0p25__vinf25__incm30__toff59132__Om90__om150,4.8775559994577895,0.3876774353065665,-0.2431768922011115,0.2276790484912384,1,Uranus,Uranus,3.3668483748640865,0.25,25.0,-30.0,59132.0,90.0,150.0
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om270__om180,4.874940225975677,0.33089671584426084,0.4536913006644137,0.3652684856879621,2,"Jupiter,Neptune",Neptune,4.108057545939672,0.25,25.0,60.0,59132.0,270.0,180.0
20260811_184731__rp0p25__vinf25__incm60__toff59132__Om90__om0,4.8749402252075065,0.3308967156973098,0.4536913016511025,0.3652684855536844,2,"Jupiter,Neptune",Neptune,4.108057545939566,0.25,25.0,-60.0,59132.0,90.0,0.0
20260811_184731__rp0p5__vinf25__incm30__toff59132__Om270__om300,4.872236898095411,0.3619351600999824,-0.2367355319205489,0.1838537596695456,1,Neptune,Neptune,2.140268685488537,0.5,25.0,-30.0,59132.0,270.0,300.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om90__om120,4.872236895901702,0.36193515964712314,-0.2367355316392552,0.1838537591647948,1,Neptune,Neptune,2.140268685492322,0.5,25.0,30.0,59132.0,90.0,120.0
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om90__om30,4.870720057104364,0.2570932435592259,0.0144218107439039,0.2657456691689221,2,"Jupiter,Neptune",Neptune,4.753290310094266,0.25,25.0,30.0,59132.0,90.0,30.0
20260811_184731__rp0p25__vinf25__incm30__toff59132__Om270__om210,4.870720053206378,0.25709324277834483,0.0144218125120795,0.2657456678908902,2,"Jupiter,Neptune",Neptune,4.753290310096477,0.25,25.0,-30.0,59132.0,270.0,210.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om270__om180,4.864174318821258,0.3370772710516165,0.6319325613010282,0.3867964261198633,1,Neptune,Neptune,3.3581605435455617,0.25,25.0,-90.0,59132.0,270.0,180.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om90__om0,4.864174312873704,0.33707726986516506,0.6319325593834108,0.3867964244595188,1,Neptune,Neptune,3.358160543546096,0.25,25.0,90.0,59132.0,90.0,0.0
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om90__om15,4.856191078810779,0.33379115738527143,0.5414526537978511,0.375198492845714,1,Neptune,Neptune,4.115747640526931,0.25,25.0,60.0,59132.0,90.0,15.0
20260811_184731__rp0p25__vinf25__incm60__toff59132__Om270__om195,4.856191072677059,0.3337911561524177,0.541452656179689,0.3751984914317289,1,Neptune,Neptune,4.115747640526772,0.25,25.0,-60.0,59132.0,270.0,195.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om0__om15,4.8517511319116196,0.2885625639889161,0.4451123139312257,0.2598177181189769,1,Saturn,Neptune,2.492642276330337,0.25,25.0,-90.0,59132.0,0.0,15.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om180__om195,4.8517506556037535,0.28856256379378237,0.4451123130354878,0.2598177170147908,1,Saturn,Neptune,2.492642276207752,0.25,25.0,90.0,59132.0,180.0,195.0
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om0__om30,4.851172136673646,0.28164338876112444,0.4065978138389371,0.1954959302063717,1,Saturn,Mars,2.688545116112197,0.25,25.0,30.0,59132.0,0.0,30.0
20260811_184731__rp0p25__vinf25__incm30__toff59132__Om180__om210,4.851172128762433,0.2816433871993605,0.4065978106322446,0.1954959312793539,1,Saturn,Mars,2.688545116116629,0.25,25.0,-30.0,59132.0,180.0,210.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om90,4.850235431265536,0.3671635519709632,0.796453307566979,0.4391044543031473,1,Neptune,Neptune,3.8609129963689046,0.25,25.0,0.0,59132.0,0.0,90.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om90__om0,4.850235431265536,0.3671635519709632,0.796453307566979,0.4391044543031473,1,Neptune,Neptune,3.8609129963689046,0.25,25.0,0.0,59132.0,90.0,0.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om270,4.850235430247896,0.367163551730587,0.7964533067780791,0.439104453930089,1,Neptune,Neptune,3.86091299637989,0.25,25.0,0.0,59132.0,180.0,270.0
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om270__om180,4.850235430247896,0.367163551730587,0.7964533067780791,0.439104453930089,1,Neptune,Neptune,3.86091299637989,0.25,25.0,0.0,59132.0,270.0,180.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om120,4.845507476937066,0.34458253687678236,0.6089362069390506,0.2771790067301132,0,,Uranus,2.3427537593176315,0.5,25.0,30.0,59132.0,270.0,120.0
20260811_184731__rp0p5__vinf25__incm30__toff59132__Om90__om300,4.845507473963028,0.34458253622873763,0.6089362054057509,0.2771790075845943,0,,Uranus,2.3427537593176604,0.5,25.0,-30.0,59132.0,90.0,300.0
20260811_184731__rp0p25__vinf25__incm60__toff59132__Om270__om150,4.834900868532506,0.31394282507977006,0.5180009958288084,0.2751353614851307,1,Mars,Mars,8.660385344558748,0.25,25.0,-60.0,59132.0,270.0,150.0
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om90__om330,4.834900859444634,0.3139428232634973,0.5180009909553066,0.2751353618265044,1,Mars,Mars,8.66038534471732,0.25,25.0,60.0,59132.0,90.0,330.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om0__om210,4.829362711935468,0.38997774849632166,-0.2524912926914211,0.2192974281867385,0,,Neptune,2.0456381465985958,0.5,25.0,0.0,59132.0,0.0,210.0
20260811_184731__rp0p5__vinf25__incm30__toff59132__Om270__om195,4.828582426186669,0.3236491081769617,0.3279326253997369,0.3492979777560291,1,Neptune,Neptune,3.764200015498572,0.5,25.0,-30.0,59132.0,270.0,195.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om90__om15,4.828582421888075,0.32364910733788255,0.3279326265164329,0.3492979766340632,1,Neptune,Neptune,3.764200015499565,0.5,25.0,30.0,59132.0,90.0,15.0
20260811_184731__rp0p5__vinf25__inc90__toff59132__Om0__om150,4.828358813878243,0.351378477394852,-0.1587212894508385,0.2627676124277487,1,Neptune,Neptune,2.793596833823874,0.5,25.0,90.0,59132.0,0.0,150.0
20260811_184731__rp0p5__vinf25__incm90__toff59132__Om180__om330,4.828358813625786,0.35137847734206257,-0.158721289423348,0.2627676123610195,1,Neptune,Neptune,2.7935968338247084,0.5,25.0,-90.0,59132.0,180.0,330.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om180__om30,4.826927410363829,0.3894800351998834,-0.2518244679485514,0.2191943055278175,0,,Neptune,2.0456154251054084,0.5,25.0,0.0,59132.0,180.0,30.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om270__om300,4.826820952203402,0.3894586232499612,-0.2518414981934851,0.219123916443549,0,,Neptune,2.045615418403878,0.5,25.0,0.0,59132.0,270.0,300.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om90__om120,4.826001776458123,0.3893081858614212,-0.251190832025906,0.2197400181844383,0,,Neptune,2.045611258605271,0.5,25.0,0.0,59132.0,90.0,120.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om0__om195,4.824156753610371,0.36335336099216087,-0.1342500482229101,0.3122376432961156,1,Neptune,Neptune,2.796867683179404,0.25,25.0,-90.0,59132.0,0.0,195.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om180__om15,4.824156743321527,0.3633533589332482,-0.134250046457019,0.3122376412866041,1,Neptune,Neptune,2.79686768318046,0.25,25.0,90.0,59132.0,180.0,15.0
20260811_184731__rp0p5__vinf25__incm30__toff59132__Om90__om90,4.823796998054223,0.3277166643945539,-0.1941681090748838,0.1764336427438081,1,Neptune,Neptune,2.504951024191208,0.5,25.0,-30.0,59132.0,90.0,90.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om270,4.82379695581931,0.3277166559475743,-0.1941681018943734,0.1764336367986019,1,Neptune,Neptune,2.504951024187972,0.5,25.0,30.0,59132.0,270.0,270.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om0__om0,4.823731512592416,0.24517464871617334,0.317594340311733,0.1473350766464125,1,Saturn,Neptune,2.628027094367587,0.25,25.0,90.0,59132.0,0.0,0.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om180__om180,4.823731510794858,0.24517464850620774,0.3175943397809609,0.1473350760759867,1,Saturn,Neptune,2.628027094370094,0.25,25.0,-90.0,59132.0,180.0,180.0
20260811_184731__rp0p25__vinf25__incm30__toff59132__Om270__om330,4.820767067610052,0.3644697756856714,-0.2372170386601931,0.1882368745089466,1,Uranus,Uranus,3.375568803596499,0.25,25.0,-30.0,59132.0,270.0,330.0
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om90__om150,4.820767067575421,0.3644697756942905,-0.2372170387106441,0.1882368744550562,1,Uranus,Uranus,3.3755688036041698,0.25,25.0,30.0,59132.0,90.0,150.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om180__om180,4.820343066259229,0.27489389086104243,0.3515017520531737,0.0464971619128792,1,Saturn,Neptune,2.713285350262704,0.25,25.0,90.0,59132.0,180.0,180.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om0__om0,4.8160655058001804,0.27403667612571736,0.3496255778280505,0.0456125960689294,1,Saturn,Neptune,2.7132847726865585,0.25,25.0,-90.0,59132.0,0.0,0.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om90__om45,4.812812944018472,0.33200152066154925,0.39821947692549,0.3636667991321121,2,"Jupiter,Neptune",Neptune,3.7599975850357676,0.25,25.0,90.0,59132.0,90.0,45.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om270__om225,4.812812891983128,0.33200151023460966,0.3982194373569571,0.3636667829566729,2,"Jupiter,Neptune",Neptune,3.7599975850317073,0.25,25.0,-90.0,59132.0,270.0,225.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om270__om180,4.812422675366051,0.3293645452493395,0.3867103646191404,0.359513868519817,2,"Jupiter,Neptune",Neptune,3.7090904700019296,0.25,25.0,90.0,59132.0,270.0,180.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om90__om0,4.812422672744843,0.32936454473415927,0.3867103552558267,0.3595138673750007,2,"Jupiter,Neptune",Neptune,3.7090904700024523,0.25,25.0,-90.0,59132.0,90.0,0.0
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om90__om330,4.811736018467045,0.38362678635783953,0.8040405737275743,0.3593979088315064,0,,Neptune,1.8965078381433205,0.25,25.0,30.0,59132.0,90.0,330.0
20260811_184731__rp0p25__vinf25__incm30__toff59132__Om270__om150,4.811736018002362,0.38362678621042956,0.8040405734121422,0.35939790914467,0,,Neptune,1.8965078381592841,0.25,25.0,-30.0,59132.0,270.0,150.0
20260811_184731__rp0p75__vinf25__inc60__toff59132__Om90__om45,4.810614168013552,0.34462685773040025,0.1534218728892503,0.3820204826887267,1,Neptune,Neptune,3.46700762547181,0.75,25.0,60.0,59132.0,90.0,45.0
20260811_184731__rp0p75__vinf25__incm60__toff59132__Om270__om225,4.810614006135967,0.3446268253761743,0.1534219006169931,0.3820204302254796,1,Neptune,Neptune,3.4670076254705235,0.75,25.0,-60.0,59132.0,270.0,225.0
20260811_184731__rp0p25__vinf25__inc90__toff59132__Om180__om165,4.800758062093678,0.30628848447503043,0.4533434186253796,0.1631418986622398,1,Saturn,Neptune,2.565182764949683,0.25,25.0,90.0,59132.0,180.0,165.0
20260811_184731__rp0p25__vinf25__incm90__toff59132__Om0__om345,4.800756536676756,0.30628817933985897,0.4533432296267615,0.16314344112037,1,Saturn,Neptune,2.5651827630192274,0.25,25.0,-90.0,59132.0,0.0,345.0
20260811_184731__rp0p5__vinf25__incm30__toff59132__Om180__om75,4.799422095117022,0.3331307851916107,-0.2040735690432383,0.1733653314513083,2,"Mars,Uranus",Mars,3.7231819281024316,0.5,25.0,-30.0,59132.0,180.0,75.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om255,4.799422094662535,0.33313078510338584,-0.2040735687122744,0.173365331725408,2,"Mars,Uranus",Mars,3.7231819281171816,0.5,25.0,30.0,59132.0,0.0,255.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om90__om300,4.797274475554342,0.3206941486195976,0.5150587969014003,0.2271264170750431,2,"Mercury,Saturn",Mercury,3.2244520217811172,0.5,25.0,0.0,59132.0,90.0,300.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om0__om30,4.797274475108891,0.32069414835471477,0.5150587963728365,0.2271264175009514,2,"Mercury,Saturn",Mercury,3.224452029674152,0.5,25.0,0.0,59132.0,0.0,30.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om270__om120,4.7972744734421155,0.3206941484646559,0.515058796592497,0.2271264173248133,2,"Mercury,Saturn",Mercury,3.2244520097717757,0.5,25.0,0.0,59132.0,270.0,120.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om180__om210,4.797274471712884,0.3206941478221899,0.5150587953097095,0.2271264183560699,2,"Mercury,Saturn",Mercury,3.224452023085607,0.5,25.0,0.0,59132.0,180.0,210.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om90__om90,4.797272548221139,0.3423642503421166,-0.2139196664499393,0.1773983889191821,1,Neptune,Neptune,3.253545565161557,0.5,25.0,30.0,59132.0,90.0,90.0
20260811_184731__rp0p5__vinf25__incm30__toff59132__Om270__om270,4.797272537461116,0.3423642481883552,-0.2139196647117711,0.1773983872059199,1,Neptune,Neptune,3.2535455651615215,0.5,25.0,-30.0,59132.0,270.0,270.0
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om270__om300,4.796908330847643,0.3049803873665938,-0.1715812468820796,0.1652963834606129,2,"Saturn,Uranus",Saturn,4.556114173572878,0.25,25.0,60.0,59132.0,270.0,300.0
20260811_184731__rp0p25__vinf25__incm60__toff59132__Om90__om120,4.796908321931122,0.30498038558580387,-0.1715812456845283,0.1652963819361997,2,"Saturn,Uranus",Saturn,4.556114173574864,0.25,25.0,-60.0,59132.0,90.0,120.0
20260811_184731__rp1p25__vinf25__incm90__toff59132__Om90__om15,4.796393973147763,0.5766769871274118,5.3017115216299695,0.7930028250882863,0,,Neptune,1.973325299498977,1.25,25.0,-90.0,59132.0,90.0,15.0
20260811_184731__rp1p25__vinf25__inc90__toff59132__Om270__om195,4.796388800962385,0.5766759526912131,5.30170598928213,0.7930037234749726,0,,Neptune,1.9733252994995114,1.25,25.0,90.0,59132.0,270.0,195.0
20260811_184731__rp1p25__vinf25__incm30__toff59132__Om90__om0,4.796110707400789,0.5000991360519018,-0.2000661425036239,0.5502877351648362,0,,Uranus,1.6064467192882348,1.25,25.0,-30.0,59132.0,90.0,0.0
20260811_184731__rp0p75__vinf25__inc30__toff59132__Om90__om0,4.795723940445093,0.38157912791220755,0.4483600987030646,0.4367093832370826,1,Neptune,Neptune,2.640986352842558,0.75,25.0,30.0,59132.0,90.0,0.0
