run,a_au,ecc,obliquity_deg,lon_perihelion_deg,days_per_year,T_global_degC,T_global_K,iceline_lat_nh,snowball,peak_diag_insol,spinup_years,S_mean_Wm2,nh_mean_degC,sh_mean_degC,diag_summer_max_degC,diag_winter_min_degC,diag_seasonal_range_K,absorbed_mean_Wm2,runaway,dT_vs_baseline_K,ddiag_summer_max_vs_baseline_K,Score,n_ejected,bh_rp_au,bh_inc_deg,bh_Omega_deg,bh_omega_deg
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om90__om315,1.1655936959561652,0.1361171422169409,21.73664130875965,79.4485954687501,459.640803563609,-66.34277944648501,206.80722055351498,,True,458.2250551147756,24,252.79284031660217,-66.34949096542316,-66.33606792754685,-68.2329243535086,-77.90862552460553,9.675701171096932,96.06384409528988,False,-81.29427280995198,-63.66003546460682,3.503220328075052,0,0.5,0.0,90.0,315.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om90__om330,0.7718869114595507,0.598124765059913,81.34702652565109,226.9015757409398,247.7013112719491,86.91882083656225,360.0688208365622,90.0,False,3375.9741201550382,14,712.5901539970436,87.49061275443869,86.3470289186858,109.27300541207867,75.97581437005194,33.29719104202674,473.41557272347086,True,71.96732747309528,113.84589430098045,5.559054553240151,0,0.5,0.0,90.0,330.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om90__om45,0.6900017895382121,0.5273706190233871,22.457124513313342,248.36563835037157,209.35007267955817,105.4280448243781,378.5780448243781,90.0,False,1145.2029725591985,15,841.1338787523107,105.64943385468533,105.20665579407088,77.22927130422711,70.47615723251583,6.7531140717112805,585.0463886289378,True,90.47655146091114,81.80216019312888,6.289487673999815,2,0.5,0.0,90.0,45.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om90__om60,0.6617234914046466,0.5167630258242258,20.785381665391945,284.035528212306,196.61317622158276,112.72749770413213,385.8774977041321,90.0,False,1039.87452939085,15,907.624235672309,112.93054270534115,112.52445270292313,81.44940674333594,74.35296557669339,7.096441166642549,631.9762937365745,True,97.77600434066517,86.02229563223771,6.054645021279599,1,0.5,0.0,90.0,60.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om90__om75,0.775756975418405,0.2562069075222076,21.53145447815153,300.6520434000119,249.5665206879615,72.5826691167181,345.73266911671806,90.0,False,618.3655373601216,17,584.9114138958375,72.67785848059785,72.48747975283835,48.40624800062065,39.12784259578125,9.278405404839397,407.0795447672654,True,57.63117575325113,52.97913688952242,5.2018126863700935,1,0.5,0.0,90.0,75.0
20260811_184731__rp0p5__vinf25__inc0__toff59132__Om90__om90,0.7735545063339986,0.2223557164282946,23.341452819917645,290.4975806957274,248.504450531151,72.32283402426297,345.47283402426297,90.0,False,601.1445033203847,17,583.2127329418029,72.42145529956768,72.22421274895824,49.32328791150789,39.68546975579471,9.637818155713177,405.4085746741899,True,57.37134066079601,53.89617680040966,5.140431822391062,1,0.5,0.0,90.0,90.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om0,1.2477247124242663,0.1387539651360151,23.758705733423756,136.37011618429085,509.0681845087085,-74.06106094977642,199.08893905022356,,True,405.90895601468685,22,220.68967314274212,-74.06596397561134,-74.0561579239415,-74.75686105484752,-84.13439123411717,9.377530179269655,83.86397295290465,False,-89.01255431324338,-70.18397216594575,4.331790034910128,1,0.5,30.0,0.0,0.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om105,1.1328571170261796,0.3630773471617396,24.0576646270682,208.62867132864756,440.4133717422368,-59.16625944952283,213.98374055047714,,True,494.54719795706745,25,284.54061197755016,-59.1560888949149,-59.17643000413076,-61.46534787872968,-69.00122900068233,7.535881121952649,108.12789734311346,False,-74.1177528129898,-56.8924589898279,4.761489384022505,2,0.5,30.0,0.0,105.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om120,0.8125787187480054,0.4276854982027555,23.583859024187632,242.6851232701756,267.54445625523897,69.91980895543644,343.06980895543643,90.0,False,707.9826955639015,16,570.0771008255562,70.12883489317223,69.71078301770065,47.86699290089972,41.59499386689428,6.2719990340054395,396.2116992298482,True,54.96831559196947,52.43988178980149,6.44966518115162,3,0.5,30.0,0.0,120.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om135,0.6557630000888593,0.6150660941604138,24.069937843684464,246.73644672873985,193.96267001057663,122.00935131389285,395.15935131389284,90.0,False,1834.5473398808633,15,1003.4970099877459,122.30119926546256,121.71750336232311,93.24375149991415,83.09796945084707,10.14578204906708,697.2092686801241,True,107.05785795042588,97.81664038881593,6.761033359277729,2,0.5,30.0,0.0,135.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om15,1.4581028424731366,0.2261527715459454,23.939464877793338,145.2600421226326,643.102244387308,-89.33229583657638,183.8177041634236,,True,349.98988164283327,21,164.29407927000392,-89.33857986966217,-89.32601180349056,-88.5527869829481,-97.96160838222421,9.408821399276107,62.43316393158202,False,-104.28378920004334,-83.97989809404633,5.984066432865511,3,0.5,30.0,0.0,15.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om150,0.5795826586863154,0.819764205563872,48.570219514861634,209.7259400768787,161.16504897200403,178.85205642649564,452.00205642649564,90.0,False,26934.271049827366,12,1768.6393636962437,179.45378429498962,178.2503285580017,202.62898120168623,132.77505012869463,69.8539310729916,1202.5632927133329,True,163.90056306302867,207.20187009058802,7.020831107066764,3,0.5,30.0,0.0,150.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om180,0.8715523875635157,0.1500394948907123,24.10276353988998,313.60074444303064,297.19263035176084,48.758111087275466,321.9081110872754,90.0,False,574.7520009406709,18,453.05965442438605,48.81573678861072,48.70048538594022,29.0960232854892,17.045356709284917,12.050666576204282,314.7692630366291,True,33.8066177238085,33.668912174390975,4.740663027424107,1,0.5,30.0,0.0,180.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om195,0.7551261439619829,0.2199884998444596,23.022799074740323,281.1564319141498,239.67738096003487,76.65582288967398,349.80582288967395,90.0,False,591.3699002753415,17,611.6891106794225,76.7543523069219,76.55729347242604,52.89609792521145,43.886049984375504,9.010047940835946,425.2954416358261,True,61.70432952620702,57.46898681411322,5.088241748855372,1,0.5,30.0,0.0,195.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om210,0.7442960206410268,0.231586361136819,22.875449756575936,278.8625099275646,234.53968413990367,79.5187147601253,352.6687147601253,90.0,False,590.9438728826034,17,631.3595761506772,79.6207473355058,79.41668218474481,55.146887553855706,46.5321373222165,8.614750231639206,439.01557225652255,True,64.56722139665834,59.71977644275748,4.930838888729947,1,0.5,30.0,0.0,210.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om225,0.7559316557699775,0.2257176070251918,22.83622002294055,282.5782659286156,240.0609879357638,76.58246886261249,349.73246886261245,90.0,False,587.8354655027321,17,611.2067823992168,76.6822165656667,76.48272115955827,52.62796939712894,43.76453297716395,8.86343641996499,425.01356673401864,True,61.63097549914552,57.20085828603072,4.91929204353945,1,0.5,30.0,0.0,225.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om240,0.7744666254220851,0.2059674804352364,22.846750999382607,289.95082005849935,248.94410757159133,71.79754535376422,344.9475453537642,90.0,False,595.5927816861581,17,579.7033050217111,71.88756973429885,71.70752097322956,48.725770856540734,39.095844496450994,9.62992636008974,403.1041995249434,True,56.846051990297255,53.29865974544251,5.173256914543148,2,0.5,30.0,0.0,240.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om255,0.7959524737348451,0.1900913497769373,22.8880769970908,300.4973548040548,259.37522786451245,66.52320631288829,339.6732063128883,90.0,False,608.1412478007654,17,547.0357284267975,66.60141639442351,66.44499623135309,44.38140760977371,33.84709354851616,10.534314061257547,380.3778097201953,True,51.571712949421325,48.95429649867549,4.799422094662535,2,0.5,30.0,0.0,255.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om270,0.8175466082299665,0.1743599991879073,22.947412388325095,312.1742541914906,270.0017456526781,61.33224210844368,334.48224210844364,90.0,False,622.8921491182994,17,516.9840016980547,61.39488637202697,61.2695978448604,40.09155289107683,28.60880349324228,11.48274939783455,359.46713659646673,True,46.380748744976714,44.6644417799786,4.510814788985129,2,0.5,30.0,0.0,270.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om285,0.837328114478591,0.163731288145534,23.032805354373764,321.2912656603498,279.8603033993716,56.694652777889324,329.8446527778893,90.0,False,628.0169427140463,18,491.93475591856594,56.7444187019266,56.64488685385206,36.13299427601603,23.99001708640829,12.142977189607738,342.03027610596644,True,41.74315941442236,40.70588316491781,4.262145327202417,1,0.5,30.0,0.0,285.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om30,1.556331692904777,0.2602407921155866,24.049997503495263,143.1898075898775,709.1711057611577,-95.14026915984674,178.00973084015322,,True,337.1825826635504,20,145.48621813794185,-95.14776299847314,-95.13277532122035,-93.77437723804425,-103.39795442379969,9.623577185755437,55.286022541738205,False,-110.0917625233137,-89.20148834914248,5.3257450746985295,2,0.5,30.0,0.0,30.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om300,0.8817742110704208,0.1705926842770897,23.06385706551873,332.22932928724885,302.4362746678233,46.77547531711577,319.92547531711574,90.0,False,606.292608538289,19,444.1160966822639,46.81271073988646,46.738239894345064,26.959329794155998,14.252738480572745,12.706591313583253,308.77662157135654,True,31.823981953648804,31.532218683057774,4.252382070083369,1,0.5,30.0,0.0,300.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om315,0.904632190746069,0.113871893348409,22.943510470365805,61.48051906476584,314.272114084324,40.74404244533517,313.8940424453351,90.0,False,739.6158362817275,19,418.4929822462806,40.69100045067559,40.797084439994755,23.12228689596897,7.445416293300625,15.676870602668345,290.98555218603855,False,25.792549081868202,27.695175784870745,4.034117372561638,0,0.5,30.0,0.0,315.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om330,0.9746148450628266,0.0605432957272252,23.38914106394073,25.02958804966544,351.4368710222574,22.93993672351789,296.0899367235179,81.4509211694784,False,552.4791571213271,21,358.86367734000083,22.90356766679052,22.976305780245266,4.779495761462662,-8.450297856232536,13.229793617695197,248.7966349234719,False,7.988443360050921,9.352384650364439,3.0930128231986083,0,0.5,30.0,0.0,330.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om345,1.0803302263414678,0.0631983501550393,23.552630461257035,101.3600785191696,410.14042896225845,-57.46985798695337,215.6801420130466,,True,481.94711405635854,28,292.11516842557245,-57.47248109509629,-57.46723487881042,-59.958574546495655,-69.43168682469246,9.473112278196808,111.00624967968317,False,-72.42135135042034,-55.38568565759388,2.842318244571536,0,0.5,30.0,0.0,345.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om45,1.1745531618338707,0.1428693264916293,23.80724940186154,89.2142445353417,464.9505949971492,-67.1802692145745,205.9697307854255,,True,492.1191157788873,23,249.19020666826518,-67.18807222239724,-67.17246620675172,-68.1753827002361,-78.6575185668615,10.482135866625399,94.69442283928468,False,-82.13176257804146,-63.60249381133433,3.624306904730818,0,0.5,30.0,0.0,45.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om0__om90,2.0993499992281537,0.5842487849307557,24.66893487087949,172.65160538107432,1111.0281539229848,-113.82198132971486,159.32801867028513,,True,449.2887192627802,18,95.12616320534313,-113.82034978129182,-113.8236128781379,-109.86712756256918,-121.43482618748197,11.567698624912794,36.14869075899734,False,-128.77347469318184,-105.29423867366741,5.454466264475251,1,0.5,30.0,0.0,90.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om0,0.7704583474456309,0.2767735285607122,25.285112362928608,270.4865239630741,247.01398246952897,74.26993890423012,347.4199389042301,90.0,False,541.4019302289626,17,596.4934957173571,74.41451453047625,74.12536327798396,51.650226827286154,43.38549862928438,8.264728198001777,414.07061658479813,True,59.31844554076315,56.223115716187934,5.146598267295735,1,0.5,30.0,180.0,0.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om105,0.8666735832944679,0.1096418526417205,26.479199994995597,323.4967364569055,294.70067405563736,49.32718361826516,322.47718361826514,90.0,False,663.8784131742328,18,455.73589115459555,49.364079031095145,49.29028820543514,31.74545640101526,17.607788353877513,14.137668047137748,316.0802892115532,True,34.375690254798194,36.31834528991703,3.402441862897776,0,0.5,30.0,180.0,105.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om120,0.9075213457824804,0.1043787739804183,25.141614674998905,338.8517279494657,315.7788680681993,39.92440577173413,313.0744057717341,90.0,False,613.8321637643991,19,415.396871921569,39.94178697959922,39.90702456386903,22.01933848303437,8.1295858264004,13.889752656633972,288.3881336321449,False,24.972912408267163,26.592227371936147,3.4563921856217026,0,0.5,30.0,180.0,120.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om135,0.9368079337230988,0.1039560728485921,26.375479357369617,107.85656536259252,331.18726635097806,32.94233165968639,306.09233165968635,90.0,False,766.3696811928045,20,389.813133246245,32.89299562177099,32.9916676976018,18.025027696771822,1.0304280369647838,16.994599659807037,270.3799444833011,False,17.990838296219422,22.597916585673598,3.73494260484393,0,0.5,30.0,180.0,135.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om15,0.7733407407942041,0.2563520502170508,26.419068090856484,275.4984241812151,248.4014493512708,73.05981517667261,346.2098151766726,90.0,False,582.934490216263,17,588.5955641909978,73.19880119307507,72.92082916027016,51.53703286013558,42.054525380261815,9.482507479873767,408.2449213266457,True,58.10832181320565,56.109921749037355,4.966703712109272,1,0.5,30.0,180.0,15.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om150,1.031297028083528,0.0515099646138862,23.84724999574352,86.20320212969962,382.536993012853,1.715472934672472,274.8654729346724,48.11140308495899,False,521.8814594141875,36,320.3373059112107,1.622259366621735,1.8086865027232089,-19.974725483045358,-29.647315566473342,9.672590083427984,211.75253038424327,False,-13.236020428794497,-15.401836594143582,2.9022392398861854,0,0.5,30.0,180.0,150.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om165,1.1409809931119654,0.0939151711824011,22.313703921550783,123.51871453267688,445.1592531492536,-64.09430363274303,209.05569636725693,,True,433.96161203046313,24,262.52161182695227,-64.09781006651994,-64.09079719896611,-66.27997420925152,-75.27625234529488,8.996278136043358,99.76054506679574,False,-79.04579699621,-61.70708532034975,3.592152195941049,0,0.5,30.0,180.0,165.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om180,1.2737105296963505,0.1471138835091488,20.903123745143628,132.48256283077006,525.0539125099513,-76.24796125496613,196.90203874503385,,True,364.9106163930067,22,212.03515164123417,-76.2529686594687,-76.24295385046359,-77.64325404677149,-86.13804770121084,8.494793654439349,80.57572979747673,False,-91.1994546184331,-73.07036515786972,4.244636681183398,0,0.5,30.0,180.0,180.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om195,1.3871926232271383,0.1921844111331487,19.98488795606839,132.95057333481395,596.7644535408525,-84.7538459652727,188.39615403472726,,True,329.2993316290351,21,180.17592415598617,-84.76009318903274,-84.74759874151265,-85.53123307592865,-93.87787659084287,8.34664351491422,68.46881537566911,False,-99.70533932873967,-80.95834418702688,4.600083253448783,1,0.5,30.0,180.0,195.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om210,1.376931607191238,0.1892831174031408,20.07658885604387,120.84701956780492,590.1553440376717,-84.03061411443356,189.11938588556643,,True,342.9431965407335,21,182.76631691502772,-84.03824918408179,-84.02297904478534,-84.75188764777515,-93.43474488395766,8.682857236182514,69.45320851132078,False,-98.98210747790053,-80.17899875887338,4.149023665013843,1,0.5,30.0,180.0,210.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om225,1.126329655596767,0.1393133208691343,22.68028107049488,61.7860189411452,436.6124031316534,-62.204395271017866,210.94560472898212,,True,500.151782512079,25,270.84633772153774,-62.2105766759528,-62.19821386608292,-64.21409236287654,-74.3620962780259,10.14800391514936,102.92383035269033,False,-77.15588863448484,-59.64120347397477,2.9539206148614827,0,0.5,30.0,180.0,225.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om240,0.6217624340031565,0.6818917618177491,50.74401289352695,2.165655799117226,179.07481407911246,138.90921534381,412.05921534380997,90.0,False,14010.98626763093,14,1203.2689110141498,138.86798291083392,138.95044777678604,149.11669204455768,88.33244905681569,60.78424298774199,816.4516892641639,True,123.95772198034302,153.68958093345947,5.159120489388239,0,0.5,30.0,180.0,240.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om270,2.032165384344943,0.5256788243630318,16.53093265086161,131.57864446020068,1058.1235112645754,-113.0475979632849,160.1024020367151,,True,386.27308630780107,18,96.85280855855427,-113.05987536872928,-113.03532055784048,-110.67616470982253,-121.49403515683501,10.817870447012481,36.805578092723906,False,-127.99909132675187,-106.10327582092076,4.104684114215479,1,0.5,30.0,180.0,270.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om285,1.2010906567326871,0.2974540171463478,20.821880979466453,166.35661567895153,480.79669457703255,-67.71157649873416,205.43842350126582,,True,496.99853979753095,22,247.0376752343163,-67.71339596078131,-67.70975703668702,-69.19235269834185,-78.35154443275084,9.159191734408992,93.87709081862636,False,-82.66306986220113,-64.61946380944008,3.565575421454421,1,0.5,30.0,180.0,285.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om30,0.7812218514124304,0.2379272252851352,27.11526181512569,279.4608740359424,252.2082936662131,70.78279341163231,343.9327934116323,90.0,False,609.5041119187429,17,573.9890252422028,70.91540687254441,70.65017995072023,50.20585770491192,39.79728729490182,10.4085704100101,397.90384637646946,True,55.831300048165346,54.77874659381369,4.723353811944342,1,0.5,30.0,180.0,30.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om300,0.9330345427866644,0.2936449623619475,22.75224953139537,208.41976202986612,329.1882870805495,38.046494451696034,311.196494451696,90.0,False,617.6255995252307,19,408.868463923617,38.12396288180945,37.96902602158262,19.607397720992225,8.86898998041395,10.738407740578275,284.3300593998004,False,23.09500108822907,24.180286609894,4.408865081459281,1,0.5,30.0,180.0,300.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om315,0.8154586232979866,0.3422504519267998,22.718474375793605,234.02131676288803,268.9680440960544,65.9191352358939,339.0691352358939,90.0,False,664.8858937543406,17,544.5618537052345,66.06940405229822,65.76886641948961,44.50036914281079,36.793920825913936,7.706448316896854,378.700810500309,True,50.96764187242694,49.07325803171257,5.223201284352937,1,0.5,30.0,180.0,315.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om330,0.7760682761909091,0.3386502170963983,22.62041502758295,251.9294347583217,249.71675725682323,74.82926720468059,347.9792672046806,90.0,False,584.8502709769718,16,600.4116467459972,74.9857779245179,74.67275648484329,50.86119625320052,45.147048973515204,5.714147279685314,417.5675580849496,True,59.877773841213624,55.43408514210229,5.410798560883407,1,0.5,30.0,180.0,330.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om345,0.7695002313771353,0.3052238337538087,23.804517742548065,263.50489420317155,246.5533583361848,75.30977947214815,348.4597794721481,90.0,False,527.1818392056094,17,603.4144008400134,75.4603091430409,75.1592498012554,51.5080888939002,44.745163814140504,6.762925079759697,419.31757706353744,True,60.358286108681185,56.08097778280198,5.313747525648273,1,0.5,30.0,180.0,345.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om45,0.7926383495586802,0.2173359660263552,27.456020541416624,285.6236635001301,257.7569660945142,67.70498322641203,340.854983226412,90.0,False,632.1914182935795,17,554.8237679934585,67.82662868470032,67.58333776812373,47.94380992416071,36.6220339559255,11.321775968235208,384.5171139010027,True,52.75348986294506,52.51669881306249,4.419121583967092,1,0.5,30.0,180.0,45.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om60,0.8066274238343502,0.1944417870734625,27.5463669090699,292.24785388711155,264.6106167613284,64.07119940387395,337.2211994038739,90.0,False,648.9718042736833,17,533.1153758665065,64.17812284466036,63.964275963087516,45.03418462153106,32.87372302867987,12.160461592851192,369.44636728040183,True,49.11970604040698,49.60707351043284,4.090405627399257,1,0.5,30.0,180.0,60.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om75,0.8234744456604876,0.1691416661397761,27.415716802965903,299.4603858084798,272.94364071042,59.832910207757344,332.9829102077573,90.0,False,658.2405442790231,18,509.0973324775273,59.921583571672464,59.74423684384223,41.4054707682024,28.518726363035867,12.886744405166532,352.8376942376359,True,44.88141684429038,45.97835965710418,3.791237234275105,1,0.5,30.0,180.0,75.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om180__om90,0.8424893613722665,0.138557833656773,27.078979064568024,310.2011173367578,282.451853223335,55.1165376501144,328.2665376501144,90.0,False,669.1505276607029,18,484.0371242342654,55.1796281575405,55.05344714268833,37.22682935630007,23.571624637827,13.655204718473072,335.5562057623593,True,40.165044286647436,41.799718245201845,3.489293713148414,1,0.5,30.0,180.0,90.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om0,0.8379470369907265,0.1659880966779545,26.50188960717358,314.69837917975,280.170654580224,56.53611238814358,329.68611238814356,90.0,False,669.7779429318508,18,491.3962203050344,56.60383922783919,56.468385548447976,38.037522254604355,24.615776342982258,13.421745911622097,340.80707704873276,True,41.58461902467661,42.61041114350613,3.789900576785629,1,0.5,30.0,270.0,0.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om105,1.520768856634554,0.260821988918855,25.107459720352484,159.77273575032174,685.0032083541645,-92.95468004367956,180.19531995632042,,True,335.8733673717638,20,152.3948556216261,-92.95818729426227,-92.95117279309684,-91.68635339760556,-100.96458320295642,9.278229805350861,57.91120187335763,False,-107.90617340714653,-87.11346450870379,5.011506570861918,1,0.5,30.0,270.0,105.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om120,1.6081625771048949,0.2940502541321453,25.146601570117863,154.56444434397622,744.890984125743,-97.70882818460024,175.44117181539974,,True,335.3423006022899,20,137.64985757100817,-97.7141832208017,-97.7034731483988,-95.88011240956013,-105.55495599879913,9.674843589239003,52.30798956795135,False,-112.6603215480672,-91.30722352065835,4.845507476937066,0,0.5,30.0,270.0,120.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om135,1.5649840728690858,0.3112328855451222,28.91319131252781,147.00744556206587,715.0932413780503,-94.92440116045127,178.2255988395487,,True,434.82332659814284,20,146.184784486952,-94.93417377184332,-94.91462854905923,-91.68816294535407,-103.40773122593404,11.719568280579978,55.55097400699407,False,-109.87589452391823,-87.1152740564523,4.513883902440322,0,0.5,30.0,270.0,135.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om15,0.8612201263822891,0.1439621522979376,26.680486892940824,324.2408614600564,291.9234925193069,50.96826336944706,324.11826336944705,90.0,False,673.0981810086155,18,463.57230420608124,51.01617617284631,50.92035056604781,33.23188268613891,19.09010174653305,14.141780939605859,321.4665334983654,True,36.01677000598009,37.80477157504069,3.6356881316402383,1,0.5,30.0,270.0,15.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om150,2.947663130647953,0.6653741316264133,30.787651282230183,152.92103032694354,1848.4791842238085,-136.2539583247212,136.89604167527878,,True,490.23018201390056,16,52.45740132957846,-136.2626089282015,-136.24530772124092,-128.76998071185875,-143.85967976005153,15.089699048192784,19.93400508498005,False,-151.20545168818816,-124.19709182295698,5.254705164791417,0,0.5,30.0,270.0,150.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om165,2.9418223625678603,0.6435137931583683,26.47382606393839,163.42011036579933,1842.987789349741,-136.95460073599423,136.19539926400574,,True,351.2441402344653,17,51.36380658168053,-136.95593865127339,-136.95326282071505,-131.52291226483396,-143.75730748816576,12.234395223331802,19.51857491791314,False,-151.9060940994612,-126.95002337593219,5.126526952289567,0,0.5,30.0,270.0,165.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om180,1.5219278482692409,0.4333525907923422,20.701009693661945,164.86173248602128,685.78642819813,-89.78111207184469,183.3688879281553,,True,458.71759976773683,20,162.99603297175335,-89.78416815430296,-89.7780559893864,-88.83250815786624,-98.77748473426519,9.944976576398943,61.94034134062663,False,-104.73260543531165,-84.25961926896447,5.033997702579394,2,0.5,30.0,270.0,180.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om195,1.0159066845895637,0.3094530432825219,22.11184510761271,193.27610447666348,374.0059551004725,17.452163104021352,290.6021631040213,67.25314872563517,False,605.5253375267803,20,346.69607540070393,17.54286638993935,17.36145981810336,-1.1609507566838735,-12.40418469986202,11.243233943178147,238.94186509382868,False,2.5006697405543843,3.4119381322179025,4.402890586802426,2,0.5,30.0,270.0,195.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om210,0.7821330608401935,0.3982648109166657,26.14097800691129,215.64212923915943,252.64968219407945,75.55925158078615,348.70925158078614,90.0,False,1085.6024321215637,16,606.3724023055101,75.7001534412718,75.41834972030053,58.09112102155994,44.7636960205229,13.327425001037042,420.6622412750659,True,60.60775821731919,62.664009910461715,5.590986343107623,2,0.5,30.0,270.0,210.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om225,0.6428402404060389,0.614616001298705,34.720008750349685,215.46599287483517,188.25753706981905,125.63851463925344,398.78851463925344,90.0,False,3872.1328649307757,15,1043.7838161021623,125.90781717640623,125.36921210210068,115.12837681004525,88.41405194552209,26.714324864523164,719.0061681017729,True,110.68702127578648,119.70126569894703,6.559049846690163,1,0.5,30.0,270.0,225.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om240,0.7081345366849049,0.5484157462968551,111.93404976417264,333.1902607924444,217.65640635296785,99.7215634046688,372.8715634046688,90.0,False,4505.399146380314,15,811.4343662191225,99.987952207821,99.45517460151662,111.24165635828342,69.46906843035195,41.77258792793147,542.6420363752501,True,84.77007004120183,115.8145452471852,5.641666788217764,1,0.5,30.0,270.0,240.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om255,1.1013275049745188,0.2458455253701545,20.056490865582735,25.063370900246728,422.1555650852071,-58.08443372376328,215.0655662762367,,True,544.6105811068599,27,289.4029196740511,-58.08939139612477,-58.07947605140178,-61.33708027151373,-71.41723867555805,10.080158404044326,109.97627963491543,False,-73.03592708723025,-56.764191382611955,4.330246151623999,1,0.5,30.0,270.0,255.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om270,0.8049941828519672,0.193335722147342,23.06671841649337,293.48998068118965,263.8073573130228,64.50440257474627,337.65440257474626,90.0,False,571.9722399131068,17,535.1615668426914,64.59226723489134,64.41653791460121,42.45760348334563,32.4215185978574,10.03608488548823,372.0762979554441,True,49.5529092112793,47.03049237224741,4.82379695581931,1,0.5,30.0,270.0,270.0
20260811_184731__rp0p5__vinf25__inc30__toff59132__Om270__om285,0.763983753828094,0.2204111502917958,24.65861535608907,281.584908670517,243.90683763839704,74.51802301413571,347.66802301413566,90.0,False,608.2518893894137,17,597.6459684755046,74.62515383388926,74.41089219438214,52.11064757771447,42.29819579264181,9.812451785072653,415.0588663667248,True,59.56652965066874,56.683536466616246,4.933885424049517,1,0.5,30.0,270.0,285.0
