run,a_au,ecc,obliquity_deg,lon_perihelion_deg,days_per_year,years_to_equilibrium,T_overshoot_K,max_hemis_asymmetry_K,max_hemis_asymmetry_year,final_hemis_asymmetry_K,iceline_start_deg,iceline_end_deg,iceline_migration_deg,iceline_peak_rate_deg_per_yr,T_year1_degC,T_final_degC,diag_seasonal_range_K,dT_vs_baseline_K,Score,n_ejected,bh_rp_au,bh_inc_deg,bh_Omega_deg,bh_omega_deg
20260724_230314__rp0p75__vinf25__incm60__toff56210__Om90__om90,0.892295593428557,0.0647228036153701,28.111620287778464,263.21444584075846,307.8654212920716,12,0.0,1.9207171264930913,1,2.8421709430404007e-13,75.16488841802429,90.0,14.83511158197571,14.83511158197571,21.427782335233196,44.66051279587047,14.097920955314741,29.620759002393555,2.472162882559042,0,0.75,-60.0,90.0,90.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om0__om0,1.2199189824268577,0.206709279814779,21.69796713935353,96.45847644342828,492.146356325964,10,3.552713678800501e-14,2.721246825492548,1,3.694822225952521e-13,52.08179734355447,25.679288619456855,-26.402508724097615,26.402508724097615,2.933444918456714,-54.78459533518462,10.469019043656083,-69.82434912866154,3.2668187197141005,0,0.75,-90.0,0.0,0.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om0__om180,0.9216618214665436,0.1539768727691482,24.125770978485,249.17856985535303,323.18797030545915,11,0.0,3.5028368100673752,1,7.105427357601002e-14,70.81186354627908,90.0,19.188136453720915,19.188136453720915,19.887193993966953,37.483511170331084,9.84988069932918,22.443757376854172,3.06528694446324,0,0.75,-90.0,0.0,180.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om0__om270,1.030272613705133,0.1157619898694442,22.64111821155483,195.6283906514776,381.9671585415273,11,0.0,6.685457169914713,1,0.053058555866792645,58.82116446134409,58.82116446134409,0.0,0.0,13.287305299178078,7.654927768036807,9.125925211730141,-7.384826025440106,2.0369555692793315,0,0.75,-90.0,0.0,270.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om0__om90,0.9583327317676644,0.0968155311073845,25.25192198264181,204.92950297269547,342.6669924972768,10,2.3447910280083306e-13,7.148860057229594,1,0.02874281026661052,64.15806723683289,90.0,25.841932763167108,14.83511158197571,17.443056679403497,26.318783473466322,12.610664430204611,11.279029679989408,2.3692431862120094,0,0.75,-90.0,0.0,90.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om180__om0,0.8297040423845294,0.1921897285978035,20.62295710556804,249.46054074996368,276.0467252006308,14,0.0,3.6378015505673176,1,7.105427357601002e-14,75.16488841802429,90.0,14.83511158197571,14.83511158197571,26.02954838100692,70.53679377295757,7.74091550099898,55.497039979480654,3.835001309632047,1,0.75,-90.0,180.0,0.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om180__om180,1.3002020092412676,0.184657532513854,25.733788398773147,101.07708820253556,541.5194245825194,9,2.1316282072803006e-14,3.3327939802641113,1,7.105427357601002e-13,,,,,-1.673465474121882,-60.03742686565382,11.130821065519662,-75.07718065913073,3.3701103928463647,0,0.75,-90.0,180.0,180.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om180__om270,0.9327671282732892,0.2741013363862022,23.28089719429043,202.4291432800208,329.0467755708947,11,0.0,8.122534159888968,1,1.0089706847793423e-12,64.15806723683289,90.0,25.841932763167108,17.292853932645514,19.924230670284366,37.98101543969024,11.620721389624174,22.941261646213327,3.320706005264927,0,0.75,-90.0,180.0,270.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om180__om90,1.0663676943983804,0.0238936336541439,24.87214315584614,41.10035889303732,402.2149971543348,22,0.0,1.9337825785771514,1,0.1724978378091473,70.81186354627908,37.66988696432963,-33.14197658194946,11.990699084934995,11.09127903124525,-7.235112806592365,8.878884046597154,-22.27486660006928,2.318123664537331,0,0.75,-90.0,180.0,90.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om270__om0,1.0502327765822272,0.0969075010247044,20.00252070184475,9.684618451414314,393.1209081178643,12,0.0,2.861607621852528,1,0.05308670142492167,70.81186354627908,50.05549481018513,-20.756368736093954,9.436414499704433,12.183169888901544,1.7416396113601633,8.432542567905585,-13.29811418211675,2.9756583585405405,0,0.75,-90.0,270.0,0.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om270__om180,0.9932371015862368,0.3812455547454251,24.29482130203448,204.35197930597465,361.5573471829775,9,1.858069254012662e-12,8.586419932362336,1,0.13179638527869741,61.37544904657465,90.0,28.62455095342535,19.188136453720915,17.26761386339197,26.647438717835698,12.376705594359223,11.607684924358784,4.349542003277798,1,0.75,-90.0,270.0,180.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om270__om270,0.9373049806388408,0.1138307384334439,21.88556701618161,170.4018406685403,331.4508808603927,10,0.0,7.446584928292388,1,9.663381206337363e-13,64.15806723683289,90.0,25.841932763167108,14.83511158197571,18.905796106607415,32.50833477790268,12.50709554965527,17.46858098442577,2.872491538082274,0,0.75,-90.0,270.0,270.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om270__om90,1.059682712122303,0.0257668618056153,22.90815049026827,312.8765700439364,398.43874564967314,19,0.0,2.127109796714704,1,0.19354453132007388,70.81186354627908,42.670233871257594,-28.14162967502149,11.990699084934995,11.590196652405641,-3.163248781662865,7.928414500330824,-18.203002575139777,1.629399877221291,0,0.75,-90.0,270.0,90.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om90__om0,1.0767158252953193,0.2817294107653017,22.560192261546373,149.87891370285453,408.0838752883877,19,0.0,7.216856527307138,1,0.8233906791968482,56.4426902380793,42.670233871257594,-13.772456366821707,2.238057781766898,11.430328602099005,-2.2588613011763585,10.304626456194995,-17.29861509465327,4.085605298472471,1,0.75,-90.0,90.0,0.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om90__om180,1.0619663683150369,0.0835289308422451,25.477611067971104,2.706982384167013,399.72741508566514,18,0.0,4.052383545354516,1,0.0009641951160812567,75.16488841802429,42.670233871257594,-32.4946545467667,13.789439371449639,11.373912443400183,-4.160863770231509,9.392915863917978,-19.200617563708423,2.799025937146088,0,0.75,-90.0,90.0,180.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om90__om270,0.9595677383249632,0.1227453151348995,21.79204386862613,262.18326172706384,343.32959998669463,9,3.659295089164516e-13,1.8995652019659097,1,0.04918184371328849,70.81186354627908,90.0,19.188136453720915,14.83511158197571,17.544116271362757,26.63664299451021,9.060814617728408,11.596889201033298,3.138252217042416,1,0.75,-90.0,90.0,270.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om90__om90,0.9883892948295896,0.0473696498066225,28.128924839171344,41.53813332162624,358.9135378444839,7,4.369837824924616e-12,2.6731962736613664,1,0.07888300584283314,90.0,81.4509211694784,-8.549078830521594,8.549078830521594,15.53274461572499,17.82741948252195,15.475836656332975,2.7876656890450366,1.5608510226989487,0,0.75,-90.0,90.0,90.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om0__om0,1.2157219148782816,0.1377043350766808,22.678051439095483,118.94893211068644,489.6087363426906,10,2.842170943040401e-14,4.4442961160608805,1,9.379164112033322e-13,50.05549481018513,24.274652194584778,-25.780842615600353,25.780842615600353,2.9630795108074,-55.01233363617601,9.441745933379039,-70.05208742965293,3.1693136103711925,0,1.0,0.0,0.0,0.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om0__om180,0.8402307806320937,0.1772423335925868,24.423048348164095,248.0203883973705,281.3168016735262,14,0.0,4.049703614163704,1,5.258016244624741e-13,75.16488841802429,90.0,14.83511158197571,14.83511158197571,25.161231947888368,65.47857369851178,10.025366029912366,50.43881990503487,3.64083943281992,1,1.0,0.0,0.0,180.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om0__om270,1.0571721692992353,0.0796921273511961,23.26016182702425,8.873691288631282,397.0236454148517,17,0.0,3.473113637679454,1,0.03357616764643012,75.16488841802429,44.4270040008057,-30.737884417218588,13.789439371449639,11.686910545536012,-1.6996373103493603,8.968815621086542,-16.739391103826275,3.3963717059987424,1,1.0,0.0,0.0,270.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om0__om90,1.2286520729916692,0.4026580719453567,16.97717696786518,243.74843084660125,497.4405294748048,10,2.1316282072803006e-14,3.1164776473452815,1,7.531752999057062e-13,52.08179734355447,31.48143215916899,-20.60036518438548,20.60036518438548,3.8829864958550497,-52.500580199639536,2.170095570758903,-67.54033399311645,4.177571687993257,1,1.0,0.0,0.0,90.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om180__om0,0.8402307806320937,0.1772423335925868,24.423048348164095,248.0203883973705,281.3168016735262,14,0.0,4.049703614163704,1,5.258016244624741e-13,75.16488841802429,90.0,14.83511158197571,14.83511158197571,25.161231947888368,65.47857369851178,10.025366029912366,50.43881990503487,3.64083943281992,1,1.0,0.0,180.0,0.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om180__om180,1.2157219081036563,0.1377043458074422,22.6780512439203,118.94893148819487,489.6087322501646,10,1.4210854715202004e-14,4.444296097706879,1,7.602807272633072e-13,50.05549481018513,24.274652194584778,-25.780842615600353,25.780842615600353,2.9630798878481617,-55.01233310150121,9.441746056957072,-70.05208689497813,3.169313583958593,0,1.0,0.0,180.0,180.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om180__om270,1.22865207282663,0.4026580718289208,16.977176963843306,243.7484308360593,497.44052937457633,10,4.263256414560601e-14,3.1164776480211764,1,4.973799150320701e-13,52.08179734355447,31.48143215916899,-20.60036518438548,20.60036518438548,3.88298650343978,-52.5005801901189,2.170095570997205,-67.54033398359581,4.177571687651104,1,1.0,0.0,180.0,270.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om180__om90,1.0571721692992353,0.0796921273511961,23.26016182702425,8.873691288631282,397.0236454148517,17,0.0,3.473113637679454,1,0.03357616764643012,75.16488841802429,44.4270040008057,-30.737884417218588,13.789439371449639,11.686910545536012,-1.6996373103493603,8.968815621086542,-16.739391103826275,3.3963717059987424,1,1.0,0.0,180.0,90.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om270__om0,1.0571721692992353,0.0796921273511961,23.26016182702425,8.873691288631282,397.0236454148517,17,0.0,3.473113637679454,1,0.03357616764643012,75.16488841802429,44.4270040008057,-30.737884417218588,13.789439371449639,11.686910545536012,-1.6996373103493603,8.968815621086542,-16.739391103826275,3.3963717059987424,1,1.0,0.0,270.0,0.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om270__om180,1.22865207282663,0.4026580718289208,16.977176963843306,243.7484308360593,497.44052937457633,10,4.263256414560601e-14,3.1164776480211764,1,4.973799150320701e-13,52.08179734355447,31.48143215916899,-20.60036518438548,20.60036518438548,3.88298650343978,-52.5005801901189,2.170095570997205,-67.54033398359581,4.177571687651104,1,1.0,0.0,270.0,180.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om270__om270,0.8389861099759565,0.1780816103940663,24.420525218851925,248.2920843157517,280.6919428748108,14,0.0,4.024421624951156,1,1.2789769243681803e-13,75.16488841802429,90.0,14.83511158197571,14.83511158197571,25.246399403480442,65.98725178859544,10.005722951417713,50.94749799511853,3.647920086848917,1,1.0,0.0,270.0,270.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om270__om90,1.2157219081036563,0.1377043458074422,22.6780512439203,118.94893148819487,489.6087322501646,10,1.4210854715202004e-14,4.444296097706879,1,7.602807272633072e-13,50.05549481018513,24.274652194584778,-25.780842615600353,25.780842615600353,2.9630798878481617,-55.01233310150121,9.441746056957072,-70.05208689497813,3.169313583958593,0,1.0,0.0,270.0,90.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om90__om0,1.2286520729916692,0.4026580719453567,16.97717696786518,243.74843084660125,497.4405294748048,10,2.1316282072803006e-14,3.1164776473452815,1,7.531752999057062e-13,52.08179734355447,31.48143215916899,-20.60036518438548,20.60036518438548,3.8829864958550497,-52.500580199639536,2.170095570758903,-67.54033399311645,4.177571687993257,1,1.0,0.0,90.0,0.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om90__om180,1.0571721692992353,0.0796921273511961,23.26016182702425,8.873691288631282,397.0236454148517,17,0.0,3.473113637679454,1,0.03357616764643012,75.16488841802429,44.4270040008057,-30.737884417218588,13.789439371449639,11.686910545536012,-1.6996373103493603,8.968815621086542,-16.739391103826275,3.3963717059987424,1,1.0,0.0,90.0,180.0
