run,a_au,ecc,obliquity_deg,lon_perihelion_deg,days_per_year,T_global_degC,T_global_K,iceline_lat_nh,snowball,peak_diag_insol,spinup_years,S_mean_Wm2,nh_mean_degC,sh_mean_degC,diag_summer_max_degC,diag_winter_min_degC,diag_seasonal_range_K,dT_vs_baseline_K,Score,n_ejected,bh_rp_au,bh_inc_deg,bh_Omega_deg,bh_omega_deg
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om180__om180,1.4514401984239371,0.2204708971113217,23.66585411846791,99.39871741680857,638.6994037982374,-67.16574518898123,205.98425481101873,,True,386.5220708922303,14,165.58460607161672,-67.1657451890373,-67.16574518892519,-65.44746188927505,-75.83218075136134,10.384718862086288,-82.20549898245815,8.358155210762511,2,0.5,-30.0,180.0,180.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om180__om270,0.9721231880554876,0.4355237878114035,23.021777775008687,197.94663075124515,350.0900309249605,35.78538623198042,308.9353862319804,90.0,False,889.3431378616757,21,399.97008445442617,35.78538622256976,35.78538624139108,19.028974135153074,4.984702432484442,14.044271702668633,20.745632438503506,5.534414537544477,2,0.5,-30.0,180.0,270.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om180__om90,1.157943130667357,0.1041182866602705,23.618118601840283,28.3705933004821,455.12284585599866,-50.8812761182968,222.26872388170318,,True,422.99738755538567,20,255.14704044999425,-50.88127611819274,-50.88127611840086,-52.34064685598131,-61.62704673772669,9.286399881745375,-65.92102991177372,4.498706291039978,2,0.5,-30.0,180.0,90.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om270__om0,1.1507308997881271,0.1057826974284712,20.253077401676755,36.90998711931904,450.8773853530632,-50.28930268478708,222.8606973152129,,True,393.4530239322972,20,258.40097869913643,-50.28930268459692,-50.289302684977265,-52.7676587203954,-61.09245733917613,8.324798618780726,-65.329056478264,4.27428871191197,1,0.5,-30.0,270.0,0.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om270__om180,1.2038065265361886,0.3989354305221574,21.936836179296137,166.47052019098442,482.42836045594817,-50.71690663430919,222.43309336569078,,True,673.0765202630251,19,256.0503345575831,-50.716906634726435,-50.71690663389192,-50.418548488182225,-61.44829973656936,11.029751248387136,-65.7566604277861,5.02510333109014,1,0.5,-30.0,270.0,180.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om270__om270,0.737542385752544,0.2479311738295818,21.99182869773602,251.34730999092235,231.35466770718176,117.66493505698656,390.81493505698654,90.0,False,621.6370512329006,34,645.6543120315425,117.66493505618833,117.66493505778482,80.44195141922188,72.7433953271394,7.698556092082484,102.62518126350965,4.9354541826399725,1,0.5,-30.0,270.0,270.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om270__om90,1.381492274057871,0.1847623811147742,22.147123356450223,85.06039559853515,593.0898355288595,-64.28961704836355,208.86038295163644,,True,372.101265555254,15,181.40258814895637,-64.2896170484134,-64.2896170483137,-63.63580781022042,-73.31087770322411,9.675069893003688,-79.32937084184047,4.33611002932931,1,0.5,-30.0,270.0,90.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om90__om0,0.9132241526819624,0.3835095757092044,28.29889501226976,181.31466065073104,318.76004095580663,49.11899091919241,322.2689909191924,90.0,False,1172.1577022189315,23,441.76276080496143,49.11899090385929,49.118990934525534,35.017596691542856,15.840919633933815,19.17667705760904,34.0792371257155,5.180196616964712,2,0.5,-30.0,90.0,0.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om90__om180,1.136487239678105,0.0865348419422643,25.326750610371764,31.461418895980422,442.53195484996616,-49.19464930570231,223.95535069429766,,True,454.81973569884724,21,264.4241907783282,-49.194649305449566,-49.19464930595505,-50.295603111513124,-60.10214423456637,9.806541123053243,-64.23440309917923,3.6832495055788574,0,0.5,-30.0,90.0,180.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om90__om270,1.372887764683031,0.1835246587375521,23.309648270711307,119.07456180361268,587.5574566038788,-63.882841662113485,209.26715833788649,,True,379.4974697905395,15,183.64024894636356,-63.882841662336354,-63.882841661890595,-62.94117545567518,-72.6109018786074,9.669726422932214,-78.9225954555904,3.5717106949243886,0,0.5,-30.0,90.0,270.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om90__om90,0.7979852648340755,0.1674583844142732,28.043517582487897,246.8102098327325,260.36949354565,82.36583842963651,355.51583842963646,90.0,False,697.6734570396125,29,541.9818086923501,82.36583842719905,82.36583843207394,57.33187820437306,44.86252125385365,12.469356950519412,67.32608463615959,3.76563040663688,1,0.5,-30.0,90.0,90.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om0__om0,1.4943485025786345,0.286933569053924,20.28909639235271,94.49896354134032,667.2300992907146,-68.35250344310832,204.79749655689164,,True,390.8906582429055,13,159.05645101053207,-68.3525034431644,-68.35250344305224,-66.89102016214956,-77.11328565070382,10.222265488554257,-83.39225723658524,3.983318050749384,0,0.5,-60.0,0.0,0.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om0__om180,0.8122682165526148,0.2533652610533988,26.312469747052088,257.59396888063554,267.391119964288,79.65591970693191,352.8059197069319,90.0,False,548.5825087383646,28,533.0970643467587,79.65591970562927,79.65591970823455,52.322876802888295,43.21736453131154,9.105512271576757,64.61616591345499,4.287351098884615,1,0.5,-60.0,0.0,180.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om0__om270,1.0818139650167653,0.0515698568597268,23.01131563943477,166.08540143184536,410.98565678971215,-44.34072997798541,228.80927002201457,,True,430.39436050473773,33,291.11945436889704,-44.3407299780022,-44.340729977968614,-46.835672076967555,-55.253905063339104,8.41823298637155,-59.38048377146232,1.7569049883247934,0,0.5,-60.0,0.0,270.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om0__om90,0.995256672568821,0.182920595445643,28.861231766041943,157.77718073225128,362.6606513864161,17.989910888582816,291.1399108885828,90.0,False,761.313931551837,19,349.39606500123796,17.96139103429881,18.018430742866812,6.685842195981432,-10.300196736741835,16.986038932723268,2.9501570951059026,2.3039288049019446,0,0.5,-60.0,0.0,90.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om180__om0,0.7512402696090419,0.2519224866840574,21.52670985506537,240.828696724839,237.8296956881168,110.18153305616464,383.33153305616463,90.0,False,649.2804411531761,33,622.986153108684,110.18153305482659,110.1815330575027,74.58593584605886,66.68325559664447,7.902680249414388,95.14177926268772,4.682428735579082,1,0.5,-60.0,180.0,0.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om180__om180,1.4623180273490413,0.2309618793680693,24.94625969117756,95.5800831434057,645.8929457398484,-67.53795214806837,205.6120478519316,,True,408.9963618380928,14,163.53782971917167,-67.53795214810158,-67.53795214803516,-65.32802082906551,-76.3107753649211,10.982754535855591,-82.57770594154529,4.621930791820924,1,0.5,-60.0,180.0,180.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om180__om270,0.9959093478527066,0.3704848879049643,22.33215895401636,205.48049415642336,363.01745147420354,25.530319388447847,298.6803193884478,90.0,False,646.4642117873115,19,369.333167516602,25.62632351595119,25.434315260944505,8.927717710231216,-2.20215781768259,11.129875527913805,10.490565594970933,4.524886435820994,1,0.5,-60.0,180.0,270.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om180__om90,1.1365466664617674,0.078973645309082,24.68151848802773,27.627602878898177,442.5666652192601,-49.22983002931376,223.92016997068623,,True,436.59164963289567,21,264.23001029952485,-49.22983002904956,-49.22983002957795,-50.61974988489358,-60.056144490886574,9.436394605992994,-64.26958382279068,3.541252475915529,1,0.5,-60.0,180.0,90.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om0,1.1331262724938276,0.1169953202705839,18.491262382772653,30.09301581394887,440.5703377522406,-48.7566174768139,224.39338252318606,,True,383.8236741920535,22,266.8298033516735,-48.75661747672182,-48.756617476905994,-51.99330555426081,-59.78554288832335,7.792237334062541,-63.79637127029081,3.4836575479817524,0,0.5,-60.0,270.0,0.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om180,1.2465930169801849,0.3486696358667311,25.077848957288317,161.02503073538952,508.37574872666073,-54.796916527394266,218.3530834726057,,True,617.0523396136309,17,233.6120830747195,-54.796916528267055,-54.79691652652147,-53.2182211565559,-64.74836518639923,11.530144029843328,-69.83667032087118,4.814767951854726,1,0.5,-60.0,270.0,180.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om270,0.7874263377221289,0.1800769832509837,20.97508781253755,244.1760085490224,255.2188196181262,88.56465586742229,361.71465586742227,90.0,False,574.1766378433449,30,557.8745520677198,88.56465586578007,88.5646558690645,56.91299876725416,48.29633317599751,8.616665591256648,73.52490207394537,4.9046679734083405,2,0.5,-60.0,270.0,270.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om90,1.2213455586090818,0.0924924531451432,22.35065521075813,65.43583421408968,493.0098843491237,-55.62087350455522,217.52912649544476,,True,382.2087759551008,18,229.07973578170544,-55.620873504550715,-55.6208735045597,-56.665219201002,-65.55386678051217,8.888647579510163,-70.66062729803214,2.841399030538282,0,0.5,-60.0,270.0,90.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om0,0.9412098151422176,0.3054451520912574,25.778438105511015,169.33882121557178,333.524284781634,36.65087862986169,309.80087862986164,90.0,False,933.0217574040436,22,403.3598349286779,36.65087861715183,36.65087864257153,22.269021626663243,4.923389150061805,17.345632476601438,21.611124836384775,4.569737752324432,2,0.5,-60.0,90.0,0.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om180,1.1210749058385054,0.0898730895075621,26.592203355364024,20.21089993358699,433.560528982602,-47.849018593510976,225.300981406489,,True,477.2201017223238,22,271.8253328438923,-47.84901859317645,-47.84901859384553,-48.77581891336309,-58.915701032877365,10.139882119514276,-62.88877238698789,3.4860592215932438,0,0.5,-60.0,90.0,180.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om270,1.172788475490497,0.0806559851446783,24.12459362727359,169.38279225503524,463.9031536406266,-52.14706430361644,221.00293569638353,,True,387.6583918178521,19,248.18526669912632,-52.14706430430219,-52.147064302930694,-53.3306933910401,-61.791260225257204,8.460566834217104,-67.18681809709335,2.6759752800732035,0,0.5,-60.0,90.0,270.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om90,0.8933719612795459,0.0557603280227426,29.9921123847394,267.6192116389572,308.42265203210826,44.02846905334054,317.1784690533405,90.0,False,688.3698706183015,24,426.98213764069027,44.02846905398205,44.02846905269902,27.649010244216225,12.372576180211318,15.276434064004906,28.988715259863625,2.8856396934040767,0,0.5,-60.0,90.0,90.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om0,1.4755584490811076,0.328258008756489,20.381701143261623,88.6069032580245,654.6850386406829,-67.19165567991034,205.95834432008962,,True,453.4942683719182,13,165.44087911636888,-67.191655679966,-67.19165567985466,-65.46351533151179,-76.54464900499987,11.081133673488083,-82.23140947338726,4.143235649483683,0,0.5,-90.0,0.0,0.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om180,0.863990585550852,0.2328415210133153,24.681701164968192,253.1065877257473,293.3332578685149,58.465713204164445,331.6157132041644,90.0,False,485.0709006257777,25,468.6881167151244,58.46571320166906,58.465713206659835,34.08852379437655,25.49996127992517,8.588562514451379,43.42595941068753,3.815785531343173,1,0.5,-90.0,0.0,180.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om270,1.055734374359233,0.1465682744552977,23.04291433363774,197.1885902616249,396.21396965384514,0.38281236496587134,273.5328123649658,48.11140308495899,False,440.82067914457866,26,308.6060652748555,0.4652312590353454,0.30039347089639684,-18.572443726505742,-26.157118882168394,7.5846751556626515,-14.656941428511042,2.388885629819503,0,0.5,-90.0,0.0,270.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om90,0.9646814135401603,0.08277546349332,29.4706939228974,179.42061790323697,346.07773279491704,24.12865444001809,297.27865444001804,90.0,False,666.430442404275,20,366.8793575291246,24.141797910328332,24.11551096970785,11.643583867711163,-4.091419427053243,15.735003294764406,9.088900646541175,2.0700404284130034,0,0.5,-90.0,0.0,90.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om0,0.7836171303496894,0.2617397131452577,20.401881045344,249.1697378402458,253.3691138021553,94.04346007204967,367.1934600720497,90.0,False,538.3956032153976,30,574.1173231406501,94.0434600704328,94.04346007366654,60.05599924180227,53.67540321926694,6.380596022535329,79.00370627857275,4.623211853119602,1,0.5,-90.0,180.0,0.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om180,1.4850176199713552,0.2622463232441467,26.02160166446611,93.34051747671047,660.990473603925,-68.2022456800352,204.94775431996476,,True,447.4803837196827,13,159.884797828792,-68.20224568011658,-68.20224567995388,-65.33496123445686,-77.13811652980192,11.803155295345064,-83.24199947351212,3.966908415617482,0,0.5,-90.0,180.0,180.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om270,1.005084426562084,0.2539988552346572,21.957235543066343,201.32319057290084,368.0455796308812,18.04584657549001,291.19584657549,75.16488841802429,False,519.631721784033,17,348.2368528733724,18.11738089551489,17.974312255465122,1.1996794231945533,-8.930906543876334,10.130585967070887,3.0060927820130967,3.1069833697782183,0,0.5,-90.0,180.0,270.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om90,1.100668804377037,0.0361184523451297,25.804720179838213,69.60502823598952,421.7768868009582,-46.17361591625188,226.9763840837481,,True,471.8082528190245,25,281.0400934891815,-46.17361591645628,-46.173615916047495,-47.4356082544062,-57.1705420475055,9.734933793099302,-61.213369709728795,2.593755001905131,0,0.5,-90.0,180.0,90.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om0,1.1017831904837996,0.1270557613458224,18.735791952337085,22.616156049691018,422.41759895371376,-45.893117341750006,227.25688265824996,,True,407.2684244410399,26,282.57900803256166,-45.89311734162312,-45.8931173418769,-49.480785118116025,-57.429405515610846,7.948620397494821,-60.93287113522692,3.547413278047764,0,0.5,-90.0,270.0,0.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om180,1.1464609524942364,0.3005187052572484,26.8881571695348,175.98748600983967,448.37014980296414,-47.92370926276904,225.22629073723095,,True,610.8609868030418,21,271.4146243147152,-47.92370926327447,-47.92370926226359,-47.185984485437416,-58.08134500339031,10.895360517952895,-62.96346305624595,4.462108606097475,1,0.5,-90.0,270.0,180.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om270,0.9208958084317712,0.1399409734800778,21.08923465822019,184.8342046492839,322.7851412867665,37.69721809803165,310.84721809803165,90.0,False,575.3539952347055,22,405.20223325757524,37.697218081654135,37.69721811440915,17.772297708146887,6.195812831699189,11.576484876447697,22.657464304554736,3.5596611691167,0,0.5,-90.0,270.0,270.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om90,1.0695420784448897,0.0453421923807365,22.8909340807757,314.2918272825958,404.0123151838592,-8.571282325834412,264.57871767416555,36.07819997184264,False,398.92265542487013,44,297.7482918268352,-8.469175897438955,-8.673388754229867,-27.185839126446872,-34.8292364027042,7.643397276257325,-23.611036119311326,2.1008001226745554,0,0.5,-90.0,270.0,90.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om0,0.9577640863019444,0.2837127486371346,22.48903745426791,167.48585877106197,342.3620455042198,31.455226350704052,304.605226350704,90.0,False,788.6527730281225,21,386.8151718178877,31.455226343085027,31.45522635832308,15.468151840017873,0.36047551765792596,15.107676322359946,16.41547255722714,4.5776925709493135,2,0.5,-90.0,90.0,0.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om180,1.0998724161203102,0.100392026779764,26.094106512311143,11.253154741538848,421.3192049925692,-45.87330094328447,227.2766990567155,,True,480.885256063319,25,282.6917586099206,-45.873300943231115,-45.87330094333784,-47.271364996623596,-57.24276279483335,9.97139779820975,-60.91305473676138,3.393701373101649,0,0.5,-90.0,90.0,180.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om270,0.9583094260942688,0.1707468471210528,23.648718294167395,268.4294694595484,342.6544926062803,27.734678065280608,300.8846780652806,90.0,False,394.32797618897223,20,376.02052357664775,27.75873210280618,27.71062402775503,8.49317661873432,-0.46968674027563534,8.962863359009956,12.694924271803695,3.11641052247992,0,0.5,-90.0,90.0,270.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om90,1.0276707442294295,0.0898410306786311,30.409712528336957,48.70718402587518,380.5211320899276,7.192913422541724,280.3429134225417,58.82116446134409,False,683.6440690930996,23,323.4818689955032,7.047289910100745,7.338536934982698,-6.226974088375289,-21.34709364801731,15.12011955964202,-7.8468403709351895,2.342655858752304,0,0.5,-90.0,90.0,90.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om0,1.3306673205891495,0.1778661282868549,22.413692446937365,109.80413591905568,560.6631688842268,-61.76788447365669,211.38211552634328,,True,393.03785744812456,15,195.27197286236563,-61.76788447443311,-61.76788447288027,-61.30753781362217,-70.9314015644452,9.623863750823027,-76.80763826713361,4.978885223946116,1,0.75,0.0,0.0,0.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om180,0.7786134503967123,0.201096693233791,24.802706754127897,244.7400497107417,250.9462111974497,93.09461869925033,366.2446186992503,90.0,False,646.8606059752134,31,572.9519940448904,93.0946186978416,93.09461870065908,63.37229283728916,53.12236350815684,10.249929329132321,78.05486490577341,4.123487603078175,1,0.75,0.0,0.0,180.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om270,1.0938608646778722,0.0844418380991346,23.1298533207519,19.744185251150007,417.86973480797,-45.3837653552761,227.76623464472388,,True,443.5419423809279,27,285.3828448062563,-45.383765355387986,-45.3837653551642,-47.782692612638314,-56.792692784209166,9.010000171570852,-60.42351914875301,3.559282528180046,1,0.75,0.0,0.0,270.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om90,0.9824251197218048,0.5523050289709445,19.518429339882804,204.20488909655143,355.6697896257111,43.721470125879,316.871470125879,90.0,False,1126.7150414219404,21,422.8823670742644,43.721470118306776,43.72147013345123,23.802244108159915,9.530426019187386,14.271818088972529,28.68171633240209,5.044616304420654,1,0.75,0.0,0.0,90.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om0,0.7786134503967123,0.201096693233791,24.802706754127897,244.7400497107417,250.9462111974497,93.09461869925033,366.2446186992503,90.0,False,646.8606059752134,31,572.9519940448904,93.0946186978416,93.09461870065908,63.37229283728916,53.12236350815684,10.249929329132321,78.05486490577341,4.123487603078175,1,0.75,0.0,180.0,0.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om180,1.3306673207318829,0.1778661283529621,22.413692445708907,109.80413595539903,560.6631689744355,-61.767884480840294,211.3821155191597,,True,393.03785739173907,15,195.27197282284519,-61.76788448161641,-61.767884480064204,-61.30753782000482,-70.93140157024524,9.623863750240425,-76.80763827431721,4.978885218733627,1,0.75,0.0,180.0,180.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om270,0.9822161435723792,0.5522032292421791,19.518319412347925,204.1836490516473,355.55631143451654,43.77007263660488,316.92007263660486,90.0,False,1127.013491123752,21,423.0281111461459,43.770072628982206,43.77007264422756,23.843334070837372,9.568753887090606,14.274580183746766,28.730318843127968,5.044988464381244,1,0.75,0.0,180.0,270.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om90,1.0938608646778722,0.0844418380991346,23.1298533207519,19.744185251150007,417.86973480797,-45.3837653552761,227.76623464472388,,True,443.5419423809279,27,285.3828448062563,-45.383765355387986,-45.3837653551642,-47.782692612638314,-56.792692784209166,9.010000171570852,-60.42351914875301,3.559282528180046,1,0.75,0.0,180.0,90.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om0,1.0938608646778722,0.0844418380991346,23.1298533207519,19.744185251150007,417.86973480797,-45.3837653552761,227.76623464472388,,True,443.5419423809279,27,285.3828448062563,-45.383765355387986,-45.3837653551642,-47.782692612638314,-56.792692784209166,9.010000171570852,-60.42351914875301,3.559282528180046,1,0.75,0.0,270.0,0.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om180,0.9822161435723792,0.5522032292421791,19.518319412347925,204.1836490516473,355.55631143451654,43.77007263660488,316.92007263660486,90.0,False,1127.013491123752,21,423.0281111461459,43.770072628982206,43.77007264422756,23.843334070837372,9.568753887090606,14.274580183746766,28.730318843127968,5.044988464381244,1,0.75,0.0,270.0,180.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om270,0.7783905866927128,0.2009690919260403,24.80359526073938,244.73543616499057,250.83847583805655,93.19842956123036,366.3484295612303,90.0,False,647.320234481941,31,573.2648037849164,93.19842955980883,93.1984295626518,63.45967072855169,53.20461098157842,10.255059746973274,78.15867576775344,4.1238702998609575,1,0.75,0.0,270.0,270.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om90,1.3306673207318829,0.1778661283529621,22.413692445708907,109.80413595539903,560.6631689744355,-61.767884480840294,211.3821155191597,,True,393.03785739173907,15,195.27197282284519,-61.76788448161641,-61.767884480064204,-61.30753782000482,-70.93140157024524,9.623863750240425,-76.80763827431721,4.978885218733627,1,0.75,0.0,270.0,90.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om0,0.9824251197218048,0.5523050289709445,19.518429339882804,204.20488909655143,355.6697896257111,43.721470125879,316.871470125879,90.0,False,1126.7150414219404,21,422.8823670742644,43.721470118306776,43.72147013345123,23.802244108159915,9.530426019187386,14.271818088972529,28.68171633240209,5.044616304420654,1,0.75,0.0,90.0,0.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om180,1.0938608646778722,0.0844418380991346,23.1298533207519,19.744185251150007,417.86973480797,-45.3837653552761,227.76623464472388,,True,443.5419423809279,27,285.3828448062563,-45.383765355387986,-45.3837653551642,-47.782692612638314,-56.792692784209166,9.010000171570852,-60.42351914875301,3.559282528180046,1,0.75,0.0,90.0,180.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om270,1.3306673207318829,0.1778661283529621,22.413692445708907,109.80413595539903,560.6631689744355,-61.767884480840294,211.3821155191597,,True,393.03785739173907,15,195.27197282284519,-61.76788448161641,-61.767884480064204,-61.30753782000482,-70.93140157024524,9.623863750240425,-76.80763827431721,4.978885218733627,1,0.75,0.0,90.0,270.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om90,0.7786134503967123,0.201096693233791,24.802706754127897,244.7400497107417,250.9462111974497,93.09461869925033,366.2446186992503,90.0,False,646.8606059752134,31,572.9519940448904,93.0946186978416,93.09461870065908,63.37229283728916,53.12236350815684,10.249929329132321,78.05486490577341,4.123487603078175,1,0.75,0.0,90.0,90.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om0__om0,1.3372717081025387,0.1788493711683506,23.688270816193768,109.8041820823577,564.8423812324929,-62.111360247190866,211.0386397528091,,True,406.629526750963,15,193.3829797218032,-62.11136024783816,-62.11136024654354,-61.22106446136618,-71.26786959977257,10.046805138406384,-77.15111404066778,5.30170009204964,1,0.75,30.0,0.0,0.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om0__om180,0.771557359211996,0.2046340674568998,22.8339172013769,237.77344376788767,247.54269643645165,97.0033762021663,370.15337620216627,90.0,False,650.8516950719502,31,583.916348556879,97.00337619987482,97.00337620445777,65.31791707457212,55.76605860689863,9.55185846767349,81.96362240868937,4.116132892524119,1,0.75,30.0,0.0,180.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om0__om270,1.0990311952061491,0.0932035072727597,23.51460422955362,11.533742516182386,420.83593791869583,-45.83047962899938,227.3195203710006,,True,439.8634154948682,26,282.9258767472489,-45.830479628900875,-45.83047962909788,-48.13403336957497,-57.170595521448355,9.036562151873383,-60.87023342247629,3.690100710898268,1,0.75,30.0,0.0,270.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om0__om90,1.1220426913182384,0.6760592783496318,26.62214076537544,184.25048034267505,434.1220670089755,23.869404736147015,297.019404736147,90.0,False,2340.6115922954555,17,366.77684593039106,24.03536055290563,23.703448919388393,16.811810063682746,-9.282381423601796,26.09419148728454,8.829650942670101,5.576561709118847,2,0.75,30.0,0.0,90.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om180__om0,0.8047860759646033,0.1952544385243688,25.89919739905129,252.63819265877424,263.7050648105074,80.55657428820086,353.70657428820084,90.0,False,602.9574665309854,29,535.6458551504865,80.55657428695521,80.55657428944654,53.61206159874869,43.12942695695644,10.482634641792245,65.51682049472394,3.9875175683440287,1,0.75,30.0,180.0,0.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om180__om180,1.3180813701910312,0.183663060653745,21.353555225365398,104.38257286801036,552.7275639939947,-61.047194486552726,212.10280551344727,,True,394.74961324625264,16,199.23467179771038,-61.04719448680958,-61.047194486295886,-60.92040014046341,-70.3960979376465,9.475697797183095,-76.08694828002965,3.48334693344189,0,0.75,30.0,180.0,180.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om180__om270,0.9274557338009076,0.3483997911596821,22.92134779267342,189.70640731036747,326.2402761942287,43.12334697904961,316.27334697904956,90.0,False,836.9431391578846,22,421.9993744366672,43.12334696163847,43.12334699646073,24.824861690304655,10.769330097108913,14.055531593195742,28.083593185572695,3.9741359504519416,1,0.75,30.0,180.0,270.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om180__om90,1.0776980019877789,0.0461290502789274,22.958302744469208,34.99963151540123,408.6423817931735,-43.94986051510118,229.20013948489878,,True,443.3638168515826,39,293.2692551062106,-43.94986051507659,-43.949860515125756,-46.55974274773593,-55.36600014665344,8.80625739891751,-58.98961430857809,2.833299408846335,1,0.75,30.0,180.0,90.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om270__om0,1.0873069472386845,0.079124409293265,25.110304309352586,15.41880766498855,414.1198373288231,-44.7794283359228,228.37057166407718,,True,470.49073948728903,29,288.70716970760213,-44.779428335827255,-44.779428336018334,-46.61702924726219,-56.21147158799046,9.594442340728271,-59.819182129399714,3.27595052566362,0,0.75,30.0,270.0,0.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om270__om180,0.9614571146927102,0.6095107718155841,38.19284230214236,179.66887471174198,344.34411622975034,55.26996422704242,328.4199642270424,90.0,False,3108.671056664893,22,464.28732320318574,55.26996421322193,55.26996424086296,54.78287518065007,20.53064620602697,34.25222897462311,40.23021043356551,5.294128195702017,2,0.75,30.0,270.0,180.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om270__om270,0.8116537019775716,0.1506647499243958,26.27091091447921,250.7571669655568,267.08773866374514,76.12684472914309,349.2768447291431,90.0,False,640.1346298187952,28,522.4474421573963,76.12684472703947,76.12684473124673,50.76997288026522,39.02766428762435,11.742308592640875,61.087090935666176,3.494665646809767,1,0.75,30.0,270.0,270.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om270__om90,1.2763325741748524,0.1533894960740315,22.79930076264869,127.48299238730854,526.6760506949133,-58.84122377181394,214.30877622818605,,True,396.2545979140035,17,211.36866529751762,-58.84122377200126,-58.8412237716266,-58.850838218963275,-68.1253451333598,9.274506914396525,-73.88097756529085,3.301226487189502,0,0.75,30.0,270.0,90.0
