run,Score,Earth_s,Earth_da_AU,Earth_de,n_ejected,ejected_bodies,top_impact_body,top_impact_raw_r,bh_rp_au,bh_vinf_kms,bh_inc_deg,bh_tperi_offset_days,bh_Omega_deg,bh_omega_deg
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om0__om0,5.716894492920149,0.26686797563973363,0.3790119874326202,0.1872208076456254,2,"Mercury,Mars",Mercury,10.879044755295293,0.25,25.0,30.0,56210.0,0.0,0.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om180__om180,5.716894492261363,0.2668679755096832,0.379011987164041,0.1872208076994606,2,"Mercury,Mars",Mercury,10.8790447548096,0.25,25.0,-30.0,56210.0,180.0,180.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om90__om90,5.6608877052655595,0.43050441075589224,-0.278634577039684,0.2835308781114885,2,"Venus,Uranus",Uranus,3.3855040138133967,0.25,25.0,30.0,56210.0,90.0,90.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om270__om270,5.656649265972788,0.42969579057037677,-0.2775584960663215,0.283185891409455,2,"Venus,Uranus",Uranus,3.3859648108619917,0.25,25.0,-30.0,56210.0,270.0,270.0
20260724_230314__rp0p75__vinf25__incm30__toff56210__Om180__om270,5.576642443155253,0.48519629795528085,0.1223069731148828,0.658903792529969,2,"Saturn,Neptune",Neptune,4.002958179177302,0.75,25.0,-30.0,56210.0,180.0,270.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om0__om90,5.576561709118847,0.4851833133729307,0.1222286666158488,0.6588916287453024,2,"Saturn,Neptune",Neptune,4.002958938716942,0.75,25.0,30.0,56210.0,0.0,90.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om180__om270,5.534414537544477,0.36300048593330325,-0.0276908366468846,0.4183561382070857,2,"Saturn,Neptune",Neptune,4.339959023801326,0.5,25.0,-30.0,56210.0,180.0,270.0
20260724_230314__rp0p5__vinf25__inc30__toff56210__Om0__om90,5.5342103245729035,0.3629596250908769,-0.0276397578345155,0.4183235593564951,2,"Saturn,Neptune",Neptune,4.339959023785259,0.5,25.0,30.0,56210.0,0.0,90.0
20260724_230314__rp1__vinf25__inc90__toff56210__Om90__om0,5.5277597508901986,0.600251321916282,-0.3677251976626067,0.6596049599282855,1,Neptune,Neptune,2.7369366876279,1.0,25.0,90.0,56210.0,90.0,0.0
20260724_230314__rp1__vinf25__incm90__toff56210__Om270__om180,5.527127622139912,0.60011546801236,-0.3673108055677219,0.6597967755276963,1,Neptune,Neptune,2.7369014784267596,1.0,25.0,-90.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__incm90__toff56210__Om180__om0,5.521106467059533,0.44772859584151814,-0.2669371049550528,0.3431806008935898,1,Uranus,Uranus,2.9441775414328806,0.25,25.0,-90.0,56210.0,180.0,0.0
20260724_230314__rp0p25__vinf25__inc90__toff56210__Om0__om180,5.520829733182193,0.44771213147577954,-0.2665940534922543,0.3436278227590396,1,Uranus,Uranus,2.944236015231875,0.25,25.0,90.0,56210.0,0.0,180.0
20260724_230314__rp1__vinf25__inc60__toff56210__Om270__om180,5.476485425457502,0.589085845919371,2.011487474662771,0.3440010776241325,1,Neptune,Neptune,3.000675348580269,1.0,25.0,60.0,56210.0,270.0,180.0
20260724_230314__rp1__vinf25__incm60__toff56210__Om90__om0,5.476446914179669,0.5890781436784586,2.011352383835284,0.3439739509142049,1,Neptune,Neptune,3.0006753482169763,1.0,25.0,-60.0,56210.0,90.0,0.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om180__om270,5.405464890583239,0.32186243561435435,-0.0105778957537671,0.3614054810741661,2,"Saturn,Neptune",Neptune,4.7773314518985135,0.25,25.0,-30.0,56210.0,180.0,270.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om0__om90,5.405464056882556,0.32186238233409414,-0.0105778356927594,0.3614054429821985,2,"Saturn,Neptune",Neptune,4.7773314521157895,0.25,25.0,30.0,56210.0,0.0,90.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om180__om0,5.396737817814231,0.4456341737460726,-0.2720136497879665,0.3306296493426547,1,Uranus,Uranus,3.0447582670962983,0.25,25.0,30.0,56210.0,180.0,0.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om0__om180,5.396524014538173,0.44559279648983857,-0.2720341698161845,0.330496231224336,1,Uranus,Uranus,3.0447486323082606,0.25,25.0,-30.0,56210.0,0.0,180.0
20260724_230314__rp0p25__vinf25__incm60__toff56210__Om0__om180,5.37282096840395,0.4371396646977454,-0.2474876057541578,0.3440996895970411,1,Uranus,Uranus,2.806920307749789,0.25,25.0,-60.0,56210.0,0.0,180.0
20260724_230314__rp0p25__vinf25__inc60__toff56210__Om180__om0,5.372701112977166,0.4370967406492573,-0.2474071303106497,0.3441047890236084,1,Uranus,Uranus,2.8069215507574543,0.25,25.0,60.0,56210.0,180.0,0.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om0__om0,5.30170009204964,0.25030916813537335,0.3374576834001622,0.1616817215640211,1,Venus,Venus,48.59096232997342,0.75,25.0,30.0,56210.0,0.0,0.0
20260724_230314__rp0p75__vinf25__incm30__toff56210__Om180__om180,5.301700091646511,0.25030916792035857,0.3374576830270276,0.1616817218071262,1,Venus,Venus,48.59096241159288,0.75,25.0,-30.0,56210.0,180.0,180.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om270__om180,5.294128195702017,0.45315723447561673,-0.0383569100096833,0.5923431222112655,2,"Saturn,Neptune",Saturn,4.38199439746475,0.75,25.0,30.0,56210.0,270.0,180.0
20260724_230314__rp0p75__vinf25__incm30__toff56210__Om90__om0,5.291146131161692,0.4525757245321288,-0.0364419374186426,0.5924553402403864,2,"Saturn,Neptune",Saturn,4.382521650429618,0.75,25.0,-30.0,56210.0,90.0,0.0
20260724_230314__rp0p25__vinf25__incm60__toff56210__Om180__om0,5.266152060656921,0.41563447920314783,-0.2543956459955458,0.2836199337856318,1,Uranus,Uranus,3.1842906987139856,0.25,25.0,-60.0,56210.0,180.0,0.0
20260724_230314__rp0p25__vinf25__inc60__toff56210__Om0__om180,5.262960054194821,0.41498609367167677,-0.2531774649195507,0.2838407084625988,1,Uranus,Uranus,3.184424694855244,0.25,25.0,60.0,56210.0,0.0,180.0
20260724_230314__rp1p25__vinf25__incm30__toff56210__Om270__om180,5.262657877166735,0.609613637612775,1096.5653165317672,0.9820321299914928,2,"Neptune,Moon",Moon,8.004032029878758,1.25,25.0,-30.0,56210.0,270.0,180.0
20260724_230314__rp1p25__vinf25__inc30__toff56210__Om90__om0,5.2626575057977725,0.6096135633366626,1096.5652936952335,0.9820321295480688,2,"Neptune,Moon",Moon,8.003984670039786,1.25,25.0,30.0,56210.0,90.0,0.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om0__om0,5.256907428428605,0.28691543464591085,0.4307909624775069,0.2061568831194523,2,"Mercury,Mars",Mercury,5.527920726550717,0.25,25.0,0.0,56210.0,0.0,0.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om90__om270,5.25690742720019,0.2869154343749793,0.430790961972069,0.2061568835334091,2,"Mercury,Mars",Mercury,5.527920728331601,0.25,25.0,0.0,56210.0,90.0,270.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om270__om90,5.25690742720019,0.2869154343749793,0.430790961972069,0.2061568835334091,2,"Mercury,Mars",Mercury,5.527920728331601,0.25,25.0,0.0,56210.0,270.0,90.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om180__om180,5.25690742720019,0.2869154343749793,0.430790961972069,0.2061568835334091,2,"Mercury,Mars",Mercury,5.527920728331601,0.25,25.0,0.0,56210.0,180.0,180.0
20260724_230314__rp0p5__vinf25__inc30__toff56210__Om270__om180,5.180196617600334,0.362699591350022,-0.086589872008014,0.3663419261719914,2,"Saturn,Neptune",Neptune,3.991998145117208,0.5,25.0,30.0,56210.0,270.0,180.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om90__om0,5.180196616964712,0.36269959132034435,-0.0865898720204307,0.3663419261048814,2,"Saturn,Neptune",Neptune,3.991998145132847,0.5,25.0,-30.0,56210.0,90.0,0.0
20260724_230314__rp1__vinf25__inc30__toff56210__Om90__om0,5.155538442297113,0.5244361858676538,2.8577458355434016,0.7535830102093614,1,Neptune,Neptune,2.8915056997711237,1.0,25.0,30.0,56210.0,90.0,0.0
20260724_230314__rp1__vinf25__incm30__toff56210__Om270__om180,5.155538440506911,0.5244361855103412,2.8577458364659885,0.7535830098587039,1,Neptune,Neptune,2.8915056997731066,1.0,25.0,-30.0,56210.0,270.0,180.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om90__om270,5.095864229243494,0.2974152420574194,0.4565718875531351,0.2067448576326351,1,Venus,Venus,7.793873717773878,0.5,25.0,0.0,56210.0,90.0,270.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om270__om90,5.095864229243494,0.2974152420574194,0.4565718875531351,0.2067448576326351,1,Venus,Venus,7.793873717773878,0.5,25.0,0.0,56210.0,270.0,90.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om180__om180,5.095864229243494,0.2974152420574194,0.4565718875531351,0.2067448576326351,1,Venus,Venus,7.793873717773878,0.5,25.0,0.0,56210.0,180.0,180.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om0__om0,5.095864228982615,0.2974152418816806,0.4565718872162522,0.2067448579022699,1,Venus,Venus,7.793873722719519,0.5,25.0,0.0,56210.0,0.0,0.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om90__om0,5.093274128922198,0.283713609740112,0.126543395810717,0.2986020722026401,2,"Saturn,Neptune",Neptune,4.197482903266651,0.25,25.0,30.0,56210.0,90.0,0.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om270__om180,5.0932741123193335,0.28371361003780565,0.1265433968826633,0.2986020725745086,2,"Saturn,Neptune",Neptune,4.19748290398871,0.25,25.0,-30.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__incm60__toff56210__Om90__om0,5.087350094442247,0.28510982629012444,-0.0738840441377166,0.2461641604246884,3,"Saturn,Uranus,Neptune",Neptune,4.386825385092952,0.25,25.0,-60.0,56210.0,90.0,0.0
20260724_230314__rp0p25__vinf25__inc60__toff56210__Om270__om180,5.087327706276651,0.2851098303073075,-0.0738840640885454,0.2461641471584889,3,"Saturn,Uranus,Neptune",Neptune,4.386825384321299,0.25,25.0,60.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__inc60__toff56210__Om90__om0,5.0772404292644335,0.27773901947732565,0.2974558130811341,0.2917848133550665,2,"Saturn,Neptune",Neptune,4.1584412353069835,0.25,25.0,60.0,56210.0,90.0,0.0
20260724_230314__rp0p25__vinf25__incm60__toff56210__Om270__om180,5.077233917894549,0.2777400011104302,0.2975938751248254,0.2917925194320167,2,"Saturn,Neptune",Neptune,4.158441859841222,0.25,25.0,-60.0,56210.0,270.0,180.0
20260724_230314__rp0p75__vinf25__inc60__toff56210__Om90__om0,5.066973882477663,0.44076961777563767,0.7546457663787473,0.5460230688279761,1,Neptune,Neptune,3.145145840186947,0.75,25.0,60.0,56210.0,90.0,0.0
20260724_230314__rp0p75__vinf25__incm60__toff56210__Om270__om180,5.066973834538976,0.4407696081937798,0.7546456773561728,0.5460230501389366,1,Neptune,Neptune,3.1451458401857035,0.75,25.0,-60.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om90__om90,5.055172319448047,0.3540110859957651,-0.2074900374108269,0.2159925973599988,1,Uranus,Uranus,3.2981915636853296,0.25,25.0,0.0,56210.0,90.0,90.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om0__om180,5.055172319448047,0.3540110859957651,-0.2074900374108269,0.2159925973599988,1,Uranus,Uranus,3.2981915636853296,0.25,25.0,0.0,56210.0,0.0,180.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om180__om0,5.055172319448047,0.3540110859957651,-0.2074900374108269,0.2159925973599988,1,Uranus,Uranus,3.2981915636853296,0.25,25.0,0.0,56210.0,180.0,0.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om270__om270,5.055172302911926,0.3540110826885349,-0.2074900338597928,0.2159925955134849,1,Uranus,Uranus,3.2981915636878383,0.25,25.0,0.0,56210.0,270.0,270.0
20260724_230314__rp0p25__vinf25__inc60__toff56210__Om0__om0,5.047211686470536,0.3057934958100134,0.4915255437097993,0.2411580482830215,1,Mercury,Mercury,3.09817364053316,0.25,25.0,60.0,56210.0,0.0,0.0
20260724_230314__rp0p25__vinf25__incm60__toff56210__Om180__om180,5.04721168488731,0.3057934959506809,0.4915255439893765,0.2411580480586408,1,Mercury,Mercury,3.0981736205569392,0.25,25.0,-60.0,56210.0,180.0,180.0
20260724_230314__rp0p25__vinf25__inc90__toff56210__Om270__om180,5.045627892701042,0.28091109449489965,-0.0537345916930755,0.2589845385697755,3,"Saturn,Uranus,Neptune",Neptune,4.200910532940495,0.25,25.0,90.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__incm90__toff56210__Om90__om0,5.045627890479244,0.2809110945727723,-0.0537345929629664,0.2589845374995817,3,"Saturn,Uranus,Neptune",Neptune,4.200910532916409,0.25,25.0,-90.0,56210.0,90.0,0.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om270,5.044988464381244,0.41933027241775944,-0.0175978811300115,0.5350355796378538,1,Neptune,Neptune,3.6410680187036935,0.75,25.0,0.0,56210.0,180.0,270.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om180,5.044988464381244,0.41933027241775944,-0.0175978811300115,0.5350355796378538,1,Neptune,Neptune,3.6410680187036935,0.75,25.0,0.0,56210.0,270.0,180.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om0,5.044616304420654,0.41930460164423333,-0.0173889049805853,0.5351373793666191,1,Neptune,Neptune,3.6409748565910856,0.75,25.0,0.0,56210.0,90.0,0.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om90,5.044616304420654,0.41930460164423333,-0.0173889049805853,0.5351373793666191,1,Neptune,Neptune,3.6409748565910856,0.75,25.0,0.0,56210.0,0.0,90.0
20260724_230314__rp0p25__vinf25__incm90__toff56210__Om0__om0,5.042471983716937,0.40202097902129713,1.0712135250242052,0.4992883838347012,0,,Uranus,2.6379926136322087,0.25,25.0,-90.0,56210.0,0.0,0.0
20260724_230314__rp0p25__vinf25__inc90__toff56210__Om180__om180,5.042471983670086,0.4020209790018702,1.071213525036201,0.4992883839136626,0,,Uranus,2.6379926136325995,0.25,25.0,90.0,56210.0,180.0,180.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om270__om90,5.040038680138254,0.26523689964631386,0.3723294266968556,0.1761579977018341,2,"Mercury,Mars",Mercury,4.479369865123173,0.25,25.0,-30.0,56210.0,270.0,90.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om90__om270,5.040038680101366,0.26523689963817526,0.3723294266773566,0.1761579976946987,2,"Mercury,Mars",Mercury,4.47936986513512,0.25,25.0,30.0,56210.0,90.0,270.0
20260724_230314__rp1p25__vinf25__incm60__toff56210__Om270__om180,5.036521938823638,0.5362920231163752,1.8002808291205057,0.7315086730379334,1,Neptune,Neptune,2.5194673328025807,1.25,25.0,-60.0,56210.0,270.0,180.0
20260724_230314__rp1p25__vinf25__inc60__toff56210__Om90__om0,5.036511327935747,0.5362898922207251,1.8002802955674897,0.7315056653251127,1,Neptune,Neptune,2.519467335001696,1.25,25.0,60.0,56210.0,90.0,0.0
20260724_230314__rp0p5__vinf25__inc30__toff56210__Om90__om0,5.025103402875688,0.342135793383219,0.2039925233180409,0.3817677578255415,1,Neptune,Neptune,3.725942511446345,0.5,25.0,30.0,56210.0,90.0,0.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om270__om180,5.02510333109014,0.34213580782233693,0.2039925018338019,0.3817677809178303,1,Neptune,Neptune,3.725942511423105,0.5,25.0,-30.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om90__om0,5.020044552065031,0.2772158090097335,-0.056013396854104,0.2512392468207549,2,"Saturn,Neptune",Neptune,4.466136885879936,0.25,25.0,-30.0,56210.0,90.0,0.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om270__om180,5.020044551764386,0.2772158089492459,-0.0560133967456404,0.2512392468317487,2,"Saturn,Neptune",Neptune,4.46613688588334,0.25,25.0,30.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__inc60__toff56210__Om90__om90,5.008449931639092,0.3724743935931739,-0.2355709837921974,0.2154267120415105,2,"Uranus,Neptune",Uranus,2.71695019373604,0.25,25.0,60.0,56210.0,90.0,90.0
20260724_230314__rp0p25__vinf25__incm60__toff56210__Om270__om270,5.008449931587786,0.3724743935819416,-0.2355709838509997,0.2154267119365773,2,"Uranus,Neptune",Uranus,2.716950193654878,0.25,25.0,-60.0,56210.0,270.0,270.0
20260724_230314__rp0p25__vinf25__inc60__toff56210__Om180__om180,5.008253987698385,0.40079878074492764,0.9691019654900542,0.4278809716526642,0,,Uranus,2.640583299158555,0.25,25.0,60.0,56210.0,180.0,180.0
20260724_230314__rp0p25__vinf25__incm60__toff56210__Om0__om0,5.008253986316138,0.40079878044889,0.9691019635460724,0.4278809712233333,0,,Uranus,2.6405832991618796,0.25,25.0,-60.0,56210.0,0.0,0.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om90__om0,5.006500681177262,0.4313366023201555,0.6311412932974779,0.5264570389876421,1,Neptune,Neptune,3.33274471859469,0.75,25.0,30.0,56210.0,90.0,0.0
20260724_230314__rp0p75__vinf25__incm30__toff56210__Om270__om180,5.006500680166499,0.4313366021301286,0.6311413191520682,0.5264570395404866,1,Neptune,Neptune,3.332744718597465,0.75,25.0,-30.0,56210.0,270.0,180.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om0,4.978885223946116,0.247129299830893,0.3308532958867586,0.1606984786825291,1,Venus,Venus,47.65301112718651,0.75,25.0,0.0,56210.0,0.0,0.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om90,4.978885218733627,0.24712929989464297,0.3308532960294875,0.1606984787486372,1,Venus,Venus,47.65301051635194,0.75,25.0,0.0,56210.0,270.0,90.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om270,4.978885218733627,0.24712929989464297,0.3308532960294875,0.1606984787486372,1,Venus,Venus,47.65301051635194,0.75,25.0,0.0,56210.0,90.0,270.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om180,4.978885218733627,0.24712929989464297,0.3308532960294875,0.1606984787486372,1,Venus,Venus,47.65301051635194,0.75,25.0,0.0,56210.0,180.0,180.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om270__om270,4.9354541826399725,0.39736590105283404,-0.2622716389498483,0.2307635242252634,1,Uranus,Uranus,3.064208578836194,0.5,25.0,-30.0,56210.0,270.0,270.0
20260724_230314__rp0p5__vinf25__inc30__toff56210__Om90__om90,4.935054415395455,0.397301661216312,-0.2622189603237321,0.2306979220964097,1,Uranus,Uranus,3.0642103713991165,0.5,25.0,30.0,56210.0,90.0,90.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om90__om0,4.921909084365955,0.3411886641043532,-0.0113481432170988,0.3931218271665508,2,"Saturn,Neptune",Neptune,3.9637230315418153,0.5,25.0,0.0,56210.0,90.0,0.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om0__om90,4.921909084365955,0.3411886641043532,-0.0113481432170988,0.3931218271665508,2,"Saturn,Neptune",Neptune,3.9637230315418153,0.5,25.0,0.0,56210.0,0.0,90.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om180__om270,4.921909013428125,0.3411886643320935,-0.0113481433811796,0.3931218274246181,2,"Saturn,Neptune",Neptune,3.9637230304542945,0.5,25.0,0.0,56210.0,180.0,270.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om270__om180,4.921909013428125,0.3411886643320935,-0.0113481433811796,0.3931218274246181,2,"Saturn,Neptune",Neptune,3.9637230304542945,0.5,25.0,0.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om0__om180,4.912200031792338,0.24597274158057575,-0.1168146113433402,0.1425300560925304,2,"Venus,Uranus",Venus,3.5664285149722748,0.25,25.0,30.0,56210.0,0.0,180.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om180__om0,4.912200026309785,0.24597274048197035,-0.1168146042954911,0.1425300623603698,2,"Venus,Uranus",Venus,3.5664285150116393,0.25,25.0,-30.0,56210.0,180.0,0.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om270,4.9046679734083405,0.3295336941195518,-0.2123876869802596,0.1629093336466555,2,"Mercury,Uranus",Mercury,5.12410415486606,0.5,25.0,-60.0,56210.0,270.0,270.0
20260724_230314__rp0p5__vinf25__inc60__toff56210__Om90__om90,4.904667972631945,0.3295336941484824,-0.2123876870568516,0.1629093335972301,2,"Mercury,Uranus",Mercury,5.124104142567008,0.5,25.0,60.0,56210.0,90.0,90.0
20260724_230314__rp1p25__vinf25__inc0__toff56210__Om180__om270,4.877702474120226,0.4968300937022522,2.040530752800445,0.5998763480953607,1,Neptune,Neptune,3.1597645720250567,1.25,25.0,0.0,56210.0,180.0,270.0
20260724_230314__rp1p25__vinf25__inc0__toff56210__Om270__om180,4.877702474120226,0.4968300937022522,2.040530752800445,0.5998763480953607,1,Neptune,Neptune,3.1597645720250567,1.25,25.0,0.0,56210.0,270.0,180.0
20260724_230314__rp1p25__vinf25__inc0__toff56210__Om90__om0,4.877702473935727,0.49683009366938413,2.040530751728713,0.5998763479168253,1,Neptune,Neptune,3.159764572022535,1.25,25.0,0.0,56210.0,90.0,0.0
20260724_230314__rp1p25__vinf25__inc0__toff56210__Om0__om90,4.877702473935727,0.49683009366938413,2.040530751728713,0.5998763479168253,1,Neptune,Neptune,3.159764572022535,1.25,25.0,0.0,56210.0,0.0,90.0
20260724_230314__rp0p25__vinf25__inc90__toff56210__Om90__om0,4.861937084567298,0.2570263371578393,0.23101738473217,0.2628710569690225,2,"Saturn,Neptune",Neptune,4.041834022918754,0.25,25.0,90.0,56210.0,90.0,0.0
20260724_230314__rp0p25__vinf25__incm90__toff56210__Om270__om180,4.8619370480195805,0.257026329864302,0.2310173593736794,0.2628710469919147,2,"Saturn,Neptune",Neptune,4.041834022909041,0.25,25.0,-90.0,56210.0,270.0,180.0
20260724_230314__rp1p5__vinf25__inc0__toff56210__Om0__om90,4.846348525867565,0.5425548083052237,4.607583912505636,0.7943893884293478,1,Neptune,Neptune,3.00521910120263,1.5,25.0,0.0,56210.0,0.0,90.0
20260724_230314__rp1p5__vinf25__inc0__toff56210__Om90__om0,4.846348525867565,0.5425548083052237,4.607583912505636,0.7943893884293478,1,Neptune,Neptune,3.00521910120263,1.5,25.0,0.0,56210.0,90.0,0.0
20260724_230314__rp1p5__vinf25__inc0__toff56210__Om270__om180,4.84634851903869,0.5425548069445298,4.607583856180352,0.794389387341247,1,Neptune,Neptune,3.0052191011983216,1.5,25.0,0.0,56210.0,270.0,180.0
20260724_230314__rp1p5__vinf25__inc0__toff56210__Om180__om270,4.84634851903869,0.5425548069445298,4.607583856180352,0.794389387341247,1,Neptune,Neptune,3.0052191011983216,1.5,25.0,0.0,56210.0,180.0,270.0
20260724_230314__rp1p25__vinf25__inc90__toff56210__Om90__om0,4.837666103228624,0.49777083837192526,-0.3002307708006669,0.4288214840229759,1,Neptune,Neptune,2.4527032310103682,1.25,25.0,90.0,56210.0,90.0,0.0
20260724_230314__rp1p25__vinf25__incm90__toff56210__Om270__om180,4.837638442473049,0.49777349657120007,-0.3002379245329839,0.4288183337399749,1,Neptune,Neptune,2.452707434216592,1.25,25.0,-90.0,56210.0,270.0,180.0
20260724_230314__rp0p5__vinf25__inc60__toff56210__Om90__om0,4.81476795884786,0.3084175135911128,0.2467789914856538,0.3315019882193728,1,Neptune,Neptune,3.599481570234013,0.5,25.0,60.0,56210.0,90.0,0.0
