run,Score,Earth_s,Earth_da_AU,Earth_de,n_ejected,ejected_bodies,top_impact_body,top_impact_raw_r,bh_rp_au,bh_vinf_kms,bh_inc_deg,bh_tperi_offset_days,bh_Omega_deg,bh_omega_deg
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om180,4.814767951854726,0.30841751219296465,0.2467789922777957,0.3315019862624072,1,Neptune,Neptune,3.5994815702367604,0.5,25.0,-60.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om180__om180,4.789768867145566,0.3475491467091076,0.6463791974199738,0.3020667452835712,0,,Uranus,2.618467547625107,0.25,25.0,30.0,56210.0,180.0,180.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om0__om0,4.789768864598996,0.34754914656254376,0.6463791967277693,0.3020667449491565,0,,Uranus,2.618467547622579,0.25,25.0,-30.0,56210.0,0.0,0.0
20260724_230314__rp0p25__vinf25__inc90__toff56210__Om180__om0,4.78516904294008,0.40811523832677615,-0.2035199335017242,0.3335476373113399,1,Uranus,Uranus,2.6490195339538003,0.25,25.0,90.0,56210.0,180.0,0.0
20260724_230314__rp0p25__vinf25__incm90__toff56210__Om0__om180,4.781624196247362,0.40608821153962177,-0.203510922332837,0.3290895607212474,1,Uranus,Uranus,2.6490147309189043,0.25,25.0,-90.0,56210.0,0.0,180.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om0__om180,4.772418313227435,0.38544931262110615,-0.2357204672992572,0.2425214891551643,1,Uranus,Uranus,2.6539042504576424,0.5,25.0,-30.0,56210.0,0.0,180.0
20260724_230314__rp0p5__vinf25__inc30__toff56210__Om180__om0,4.772418312991861,0.3854493125280498,-0.2357204670992038,0.2425214892312249,1,Uranus,Uranus,2.6539042504512325,0.5,25.0,30.0,56210.0,180.0,0.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om270__om180,4.747106858976243,0.25282613963005474,0.0168677930294635,0.2639802562034182,2,"Saturn,Neptune",Neptune,4.402529391333064,0.25,25.0,0.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om180__om270,4.747106858976243,0.25282613963005474,0.0168677930294635,0.2639802562034182,2,"Saturn,Neptune",Neptune,4.402529391333064,0.25,25.0,0.0,56210.0,180.0,270.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om0__om90,4.7471068422819584,0.252826141196231,0.0168677936783329,0.2639802582849534,2,"Saturn,Neptune",Neptune,4.40252939446875,0.25,25.0,0.0,56210.0,0.0,90.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om90__om0,4.7471068422819584,0.252826141196231,0.0168677936783329,0.2639802582849534,2,"Saturn,Neptune",Neptune,4.40252939446875,0.25,25.0,0.0,56210.0,90.0,0.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om180__om0,4.706034716528398,0.38968843584784846,-0.2573307959379985,0.2210709117313594,1,Uranus,Uranus,3.0226517407592652,0.5,25.0,-30.0,56210.0,180.0,0.0
20260724_230314__rp0p5__vinf25__inc30__toff56210__Om0__om180,4.7060347149736295,0.38968843554312826,-0.257330797090188,0.2210709093836907,1,Uranus,Uranus,3.022651740773253,0.5,25.0,30.0,56210.0,0.0,180.0
20260724_230314__rp0p5__vinf25__inc60__toff56210__Om0__om180,4.682428735600438,0.39017866596061335,-0.2485737552009743,0.2347548369815599,1,Uranus,Uranus,2.8283700559329,0.5,25.0,60.0,56210.0,0.0,180.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om180__om0,4.682428735579082,0.3901786659354134,-0.2485737550933415,0.2347548370797358,1,Uranus,Uranus,2.8283700559262237,0.5,25.0,-60.0,56210.0,180.0,0.0
20260724_230314__rp0p75__vinf25__inc60__toff56210__Om0__om90,4.679676894670951,0.38952868449143546,-0.0646975512202859,0.4374687035066213,1,Neptune,Neptune,2.9388794454881935,0.75,25.0,60.0,56210.0,0.0,90.0
20260724_230314__rp0p75__vinf25__incm60__toff56210__Om180__om270,4.679131763973884,0.3888375074807772,-0.0644039612130737,0.4363646637416494,1,Neptune,Neptune,2.9389451075695168,0.75,25.0,-60.0,56210.0,180.0,270.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om0,4.623211853119602,0.3739288837815108,-0.216196894352701,0.2445720635409334,1,Uranus,Uranus,2.531761325720962,0.5,25.0,-90.0,56210.0,180.0,0.0
20260724_230314__rp0p5__vinf25__inc90__toff56210__Om0__om180,4.623211849987614,0.3739288834779549,-0.2161968941359223,0.2445720632006872,1,Uranus,Uranus,2.5317613257127083,0.5,25.0,90.0,56210.0,0.0,180.0
20260724_230314__rp0p5__vinf25__inc60__toff56210__Om0__om0,4.621930791832244,0.29873957003830615,0.4625040028350254,0.213794229919658,1,Venus,Venus,2.649370145422008,0.5,25.0,60.0,56210.0,0.0,0.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om180__om180,4.621930791820924,0.29873956998667883,0.4625040026466555,0.213794229763745,1,Venus,Venus,2.6493701458972385,0.5,25.0,-60.0,56210.0,180.0,180.0
20260724_230314__rp1p5__vinf25__incm30__toff56210__Om270__om180,4.604826978267246,0.515181222815899,2.666895663630286,0.7368669147687759,1,Neptune,Neptune,2.317928177976461,1.5,25.0,-30.0,56210.0,270.0,180.0
20260724_230314__rp1p5__vinf25__inc30__toff56210__Om90__om0,4.604826977026596,0.5151812225677797,2.666895665841424,0.7368669145806481,1,Neptune,Neptune,2.317928177977308,1.5,25.0,30.0,56210.0,90.0,0.0
20260724_230314__rp0p25__vinf25__incm90__toff56210__Om180__om180,4.597047128648184,0.3721003335788654,0.7811235392601296,0.3656637066265644,0,,Uranus,2.6469731859530525,0.25,25.0,-90.0,56210.0,180.0,180.0
20260724_230314__rp0p25__vinf25__inc90__toff56210__Om0__om0,4.597047127053144,0.3721003332855633,0.7811235382611456,0.3656637068129097,0,,Uranus,2.646973185954827,0.25,25.0,90.0,56210.0,0.0,0.0
20260724_230314__rp0p5__vinf25__inc90__toff56210__Om270__om180,4.5776925736251055,0.27876948197809337,-0.0420499411833338,0.2665450973014404,2,"Saturn,Neptune",Neptune,3.6828409171686443,0.5,25.0,90.0,56210.0,270.0,180.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om0,4.5776925709493135,0.27876948144036523,-0.0420499384004392,0.2665450990328075,2,"Saturn,Neptune",Neptune,3.6828409171711134,0.5,25.0,-90.0,56210.0,90.0,0.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om180__om90,4.569765521759555,0.20618938773865536,0.2483175903134863,0.1218958969545073,1,Jupiter,Neptune,2.7926101446045877,0.25,25.0,-30.0,56210.0,180.0,90.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om0__om270,4.569765520926923,0.20618938762940442,0.2483175902190212,0.1218958974840583,1,Jupiter,Neptune,2.7926101445221683,0.25,25.0,30.0,56210.0,0.0,270.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om0,4.569737752324432,0.3025660765397021,-0.0586042095601571,0.2882775024869259,2,"Saturn,Neptune",Neptune,3.8760974631743914,0.5,25.0,-60.0,56210.0,90.0,0.0
20260724_230314__rp0p5__vinf25__inc60__toff56210__Om270__om180,4.569737751196018,0.3025660763108706,-0.0586042093914547,0.2882775022767011,2,"Saturn,Neptune",Neptune,3.876097463174871,0.5,25.0,60.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om90__om270,4.541338454199444,0.2814902728776617,0.4104861654174393,0.1830891136921444,0,,Uranus,2.083515904620652,0.25,25.0,-30.0,56210.0,90.0,270.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om270__om90,4.541338453036087,0.2814902728334363,0.4104861652922954,0.1830891136172248,0,,Uranus,2.0835159046200706,0.25,25.0,30.0,56210.0,270.0,90.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om180__om0,4.539773875780156,0.39198179238323516,-0.253912024403386,0.2310478926369749,1,Uranus,Uranus,2.9419896726996857,0.5,25.0,0.0,56210.0,180.0,0.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om0__om180,4.539773875780156,0.39198179238323516,-0.253912024403386,0.2310478926369749,1,Uranus,Uranus,2.9419896726996857,0.5,25.0,0.0,56210.0,0.0,180.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om90__om90,4.539773875780156,0.39198179238323516,-0.253912024403386,0.2310478926369749,1,Uranus,Uranus,2.9419896726996857,0.5,25.0,0.0,56210.0,90.0,90.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om270__om270,4.5397736685742,0.391981757589348,-0.25391201286468,0.2310478330515419,1,Uranus,Uranus,2.9419896726935217,0.5,25.0,0.0,56210.0,270.0,270.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om180__om270,4.524886435820994,0.31350309283049416,-0.003904676849682,0.3533172383006431,1,Neptune,Neptune,3.3131660456944836,0.5,25.0,-60.0,56210.0,180.0,270.0
20260724_230314__rp0p5__vinf25__inc60__toff56210__Om0__om90,4.52488643286097,0.3135030922370606,-0.0039046763552847,0.3533172377527562,1,Neptune,Neptune,3.3131660456966294,0.5,25.0,60.0,56210.0,0.0,90.0
20260724_230314__rp0p5__vinf25__inc30__toff56210__Om0__om270,4.498706297575938,0.14907968474283442,0.1581291076079033,0.0869506356510695,2,"Venus,Jupiter",Venus,5.376602010084977,0.5,25.0,30.0,56210.0,0.0,270.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om180__om90,4.498706291039978,0.14907968341727443,0.1581291059649819,0.0869506370559384,2,"Venus,Jupiter",Venus,5.376602011750604,0.5,25.0,-30.0,56210.0,180.0,90.0
20260724_230314__rp0p5__vinf25__inc90__toff56210__Om90__om0,4.462108629103847,0.27312016196994066,0.1466469138947809,0.2833510622012057,1,Neptune,Neptune,3.5312186757328807,0.5,25.0,90.0,56210.0,90.0,0.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om180,4.462108606097475,0.273120157367569,0.1466469277918521,0.2833510556529212,1,Neptune,Neptune,3.531218675733625,0.5,25.0,-90.0,56210.0,270.0,180.0
20260724_230314__rp0p75__vinf25__incm60__toff56210__Om90__om0,4.424985181533355,0.336538269777323,0.2230173374249088,0.3726676739712486,2,"Saturn,Neptune",Neptune,3.388653057777062,0.75,25.0,-60.0,56210.0,90.0,0.0
20260724_230314__rp0p75__vinf25__inc60__toff56210__Om270__om180,4.424985102132988,0.3365382538754073,0.2230172711983938,0.3726676512845963,2,"Saturn,Neptune",Neptune,3.388653057781176,0.75,25.0,60.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om90__om180,4.398244016536854,0.2035523704307382,0.2452025641794456,0.1296600906954482,0,,Neptune,2.6097264092214223,0.25,25.0,30.0,56210.0,90.0,180.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om270__om0,4.398244005312186,0.20355236812727628,0.2452025596940857,0.1296600867756782,0,,Neptune,2.6097264092365546,0.25,25.0,-30.0,56210.0,270.0,0.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om270__om180,4.349542003277798,0.3215056262980274,-0.0065769231161465,0.364077905141098,1,Neptune,Neptune,3.1040506079362324,0.75,25.0,-90.0,56210.0,270.0,180.0
20260724_230314__rp0p75__vinf25__inc90__toff56210__Om90__om0,4.349387647054846,0.3214747588480506,-0.0065531298150737,0.3640468233243423,1,Neptune,Neptune,3.104050607918622,0.75,25.0,90.0,56210.0,90.0,0.0
20260724_230314__rp0p25__vinf25__inc60__toff56210__Om0__om90,4.341513391124517,0.22995964716120287,0.0389319952153975,0.2313588240435551,1,Neptune,Neptune,3.6704353524372784,0.25,25.0,60.0,56210.0,0.0,90.0
20260724_230314__rp0p25__vinf25__incm60__toff56210__Om180__om270,4.341513391010629,0.2299596472214061,0.0389319952885435,0.2313588241156245,1,Neptune,Neptune,3.670435352453488,0.25,25.0,-60.0,56210.0,180.0,270.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om270__om90,4.33611002932931,0.27068321627714403,0.3816782493555125,0.1675947315104567,1,Venus,Venus,5.498412282760862,0.5,25.0,-30.0,56210.0,270.0,90.0
20260724_230314__rp0p5__vinf25__inc30__toff56210__Om90__om270,4.33611002932931,0.27068321627714403,0.3816782493555125,0.1675947315104567,1,Venus,Venus,5.498412282760862,0.5,25.0,30.0,56210.0,90.0,270.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om90__om90,4.33488013871518,0.35392064204745116,-0.2255982063484469,0.1916384682005528,1,Uranus,Uranus,2.785121660716052,0.75,25.0,30.0,56210.0,90.0,90.0
20260724_230314__rp0p75__vinf25__incm30__toff56210__Om270__om270,4.3348801385687725,0.35392064198618967,-0.2255982059576484,0.1916384686149214,1,Uranus,Uranus,2.785121660721116,0.75,25.0,-30.0,56210.0,270.0,270.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om270__om0,4.312175009928982,0.1966907906607325,0.230806151188836,0.1095435977416211,1,Jupiter,Neptune,2.6267403161470444,0.25,25.0,0.0,56210.0,270.0,0.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om180__om90,4.312175009928982,0.1966907906607325,0.230806151188836,0.1095435977416211,1,Jupiter,Neptune,2.6267403161470444,0.25,25.0,0.0,56210.0,180.0,90.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om0__om270,4.312175009928982,0.1966907906607325,0.230806151188836,0.1095435977416211,1,Jupiter,Neptune,2.6267403161470444,0.25,25.0,0.0,56210.0,0.0,270.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om90__om180,4.312175009928982,0.1966907906607325,0.230806151188836,0.1095435977416211,1,Jupiter,Neptune,2.6267403161470444,0.25,25.0,0.0,56210.0,90.0,180.0
20260724_230314__rp0p5__vinf25__inc60__toff56210__Om180__om0,4.287351119049056,0.351398737583788,-0.1875458300950744,0.2361975921665961,1,Uranus,Uranus,2.414624984033702,0.5,25.0,60.0,56210.0,180.0,0.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om0__om180,4.287351098884615,0.3513987335295834,-0.187545808149773,0.2361976114490762,1,Uranus,Uranus,2.414624984032162,0.5,25.0,-60.0,56210.0,0.0,180.0
20260724_230314__rp0p5__vinf25__inc30__toff56210__Om90__om180,4.274288713797789,0.1435415122432678,0.1509168755700006,0.0886150477129718,1,Venus,Venus,5.475383513580951,0.5,25.0,30.0,56210.0,90.0,180.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om270__om0,4.27428871191197,0.14354151186840397,0.1509168750857362,0.0886150478241499,1,Venus,Venus,5.475383513333754,0.5,25.0,-30.0,56210.0,270.0,0.0
20260724_230314__rp1p25__vinf25__incm60__toff56210__Om90__om0,4.262339160010352,0.39918549229469985,0.987927394156902,0.4496010898965774,1,Neptune,Neptune,2.6932528617589955,1.25,25.0,-60.0,56210.0,90.0,0.0
20260724_230314__rp1p25__vinf25__inc60__toff56210__Om270__om180,4.262339018774076,0.3991854640475528,0.9879272464555208,0.449601084180132,1,Neptune,Neptune,2.6932528617578804,1.25,25.0,60.0,56210.0,270.0,180.0
20260724_230314__rp1p5__vinf25__incm30__toff56210__Om90__om0,4.2060544150296035,0.4316285505345371,1.311645251205278,0.534114752248731,1,Neptune,Neptune,2.705946567006783,1.5,25.0,-30.0,56210.0,90.0,0.0
20260724_230314__rp1p5__vinf25__inc30__toff56210__Om270__om180,4.20605435749709,0.4316285390355533,1.3116452215626606,0.5341147746859606,1,Neptune,Neptune,2.705946567000187,1.5,25.0,30.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__inc60__toff56210__Om90__om180,4.198182606219317,0.2004924238754642,0.2442330297099647,0.1546956383042355,0,,Neptune,2.5524214475374603,0.25,25.0,60.0,56210.0,90.0,180.0
20260724_230314__rp0p25__vinf25__incm60__toff56210__Om270__om0,4.198182602212987,0.20049242307278714,0.244233028200948,0.1546956373529338,0,,Neptune,2.5524214475371245,0.25,25.0,-60.0,56210.0,270.0,0.0
20260724_230314__rp0p5__vinf25__incm30__toff56210__Om0__om0,4.182496659062605,0.299914936530546,0.4715362966592863,0.2295702819148357,0,,Uranus,2.380606352154307,0.5,25.0,-30.0,56210.0,0.0,0.0
20260724_230314__rp0p5__vinf25__inc30__toff56210__Om180__om180,4.182496658002864,0.2999149363500916,0.4715362961387225,0.2295702817662727,0,,Uranus,2.3806063521581384,0.5,25.0,30.0,56210.0,180.0,180.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om90__om0,4.177571687993257,0.34501953972649646,0.2288380482892792,0.3854904223410315,1,Neptune,Neptune,3.348367931842122,1.0,25.0,0.0,56210.0,90.0,0.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om0__om90,4.177571687993257,0.34501953972649646,0.2288380482892792,0.3854904223410315,1,Neptune,Neptune,3.348367931842122,1.0,25.0,0.0,56210.0,0.0,90.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om180__om270,4.1775716876511035,0.3450195396483325,0.2288380481242392,0.3854904222245954,1,Neptune,Neptune,3.348367931840285,1.0,25.0,0.0,56210.0,180.0,270.0
20260724_230314__rp1__vinf25__inc0__toff56210__Om270__om180,4.1775716876511035,0.3450195396483325,0.2288380481242392,0.3854904222245954,1,Neptune,Neptune,3.348367931840285,1.0,25.0,0.0,56210.0,270.0,180.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om0,4.143235649483683,0.28888082533370424,0.4757444243787244,0.3110903591521683,0,,Uranus,2.396810542491269,0.5,25.0,-90.0,56210.0,0.0,0.0
20260724_230314__rp0p5__vinf25__inc90__toff56210__Om180__om180,4.143235648931238,0.28888082522288866,0.4757444241227401,0.311090359250515,0,,Uranus,2.396810542492089,0.5,25.0,90.0,56210.0,180.0,180.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om270,4.1238702998609575,0.3470029353695598,-0.2214234380096706,0.183801442321718,1,Uranus,Uranus,2.6590136576096866,0.75,25.0,0.0,56210.0,270.0,270.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om0,4.123487603078175,0.3469123229732811,-0.2212005743056588,0.1839290436294785,1,Uranus,Uranus,2.65901352826042,0.75,25.0,0.0,56210.0,180.0,0.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om180,4.123487603078175,0.3469123229732811,-0.2212005743056588,0.1839290436294785,1,Uranus,Uranus,2.65901352826042,0.75,25.0,0.0,56210.0,0.0,180.0
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om90,4.123487603078175,0.3469123229732811,-0.2212005743056588,0.1839290436294785,1,Uranus,Uranus,2.65901352826042,0.75,25.0,0.0,56210.0,90.0,90.0
20260724_230314__rp0p75__vinf25__incm30__toff56210__Om180__om0,4.11613327391697,0.3536595427309289,-0.2282567170384949,0.1874663490439506,1,Uranus,Uranus,2.760635017750969,0.75,25.0,-30.0,56210.0,180.0,0.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om0__om180,4.116132892524119,0.3536595415350375,-0.2282566654904071,0.1874664178525815,1,Uranus,Uranus,2.760635014858699,0.75,25.0,30.0,56210.0,0.0,180.0
20260724_230314__rp0p75__vinf25__incm60__toff56210__Om180__om0,4.091602015312592,0.3397305723341455,-0.2112201014214478,0.1835865148776612,1,Uranus,Uranus,2.54673324667704,0.75,25.0,-60.0,56210.0,180.0,0.0
20260724_230314__rp0p75__vinf25__inc60__toff56210__Om0__om180,4.091602014826487,0.3397305722108778,-0.2112201008056802,0.1835865154630769,1,Uranus,Uranus,2.5467332466947945,0.75,25.0,60.0,56210.0,0.0,180.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om90__om0,4.085605298472471,0.25710331894539584,0.0769018005929372,0.2645617611609735,1,Neptune,Neptune,3.2532837517864985,0.75,25.0,-90.0,56210.0,90.0,0.0
20260724_230314__rp0p75__vinf25__inc90__toff56210__Om270__om180,4.0856050987797214,0.25710327899096197,0.0769018493484711,0.2645617041862398,1,Neptune,Neptune,3.253283751785475,0.75,25.0,90.0,56210.0,270.0,180.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om270__om270,4.0717622816179535,0.2137017586597329,-0.0984881948643292,0.1178278788557259,1,Uranus,Uranus,2.6654000830281235,0.25,25.0,30.0,56210.0,270.0,270.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om90__om90,4.071759291680368,0.21370116076006454,-0.0984875635997245,0.1178277698087547,1,Uranus,Uranus,2.6654000830121856,0.25,25.0,-30.0,56210.0,90.0,90.0
20260724_230314__rp0p25__vinf25__inc60__toff56210__Om0__om270,4.037043906252116,0.18262999212458025,0.2061418302802947,0.0895753532265747,0,,Neptune,2.2340063923947957,0.25,25.0,60.0,56210.0,0.0,270.0
20260724_230314__rp0p25__vinf25__incm60__toff56210__Om180__om90,4.0370436740192455,0.18262994556838014,0.2061417664773518,0.0895754010445523,0,,Neptune,2.234006392399963,0.25,25.0,-60.0,56210.0,180.0,90.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om180__om0,3.9875175683440287,0.32536009175586866,-0.1950279487378009,0.1780867889200462,1,Uranus,Uranus,2.3379774507628883,0.75,25.0,30.0,56210.0,180.0,0.0
20260724_230314__rp0p75__vinf25__incm30__toff56210__Om0__om180,3.987513597950672,0.3253590018992116,-0.1950294752503686,0.1780828437709771,1,Uranus,Uranus,2.3379777978588034,0.75,25.0,-30.0,56210.0,0.0,180.0
20260724_230314__rp0p5__vinf25__inc60__toff56210__Om180__om180,3.9833180517541518,0.30240365224517585,0.4945344783214825,0.2697659194239911,0,,Uranus,2.3752996100242596,0.5,25.0,60.0,56210.0,180.0,180.0
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om0__om0,3.983318050749384,0.3024036520761265,0.4945344778762494,0.2697659194496004,0,,Uranus,2.3752996100226045,0.5,25.0,-60.0,56210.0,0.0,0.0
20260724_230314__rp0p25__vinf25__inc30__toff56210__Om270__om0,3.981606316433883,0.18325699437120282,0.2077115748619743,0.0942904694278746,0,,Neptune,2.6163219304379473,0.25,25.0,30.0,56210.0,270.0,0.0
20260724_230314__rp0p25__vinf25__incm30__toff56210__Om90__om180,3.9816063156533885,0.18325699432633571,0.2077115747868806,0.0942904693739253,0,,Neptune,2.6163219304305727,0.25,25.0,-30.0,56210.0,90.0,180.0
20260724_230314__rp0p25__vinf25__incm90__toff56210__Om270__om0,3.981157527201714,0.19272321254528696,0.2363538340657666,0.1859631095388373,0,,Neptune,2.529503447839848,0.25,25.0,-90.0,56210.0,270.0,0.0
20260724_230314__rp0p25__vinf25__inc90__toff56210__Om90__om180,3.981157526922496,0.19272321249043095,0.2363538339375214,0.1859631093186261,0,,Neptune,2.5295034478401908,0.25,25.0,90.0,56210.0,90.0,180.0
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om180__om270,3.9741359504519416,0.3358905265024901,-0.0723582909014791,0.3312321415553538,1,Neptune,Neptune,2.258835966442585,0.75,25.0,30.0,56210.0,180.0,270.0
20260724_230314__rp0p75__vinf25__incm30__toff56210__Om0__om90,3.974135805942502,0.3358904976064968,-0.0723582727129779,0.3312321080899041,1,Neptune,Neptune,2.2588359664443445,0.75,25.0,-30.0,56210.0,0.0,90.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om180,3.966908415617482,0.3027871262574942,0.4852035952689894,0.2450786736398308,0,,Uranus,2.4154125333429457,0.5,25.0,-90.0,56210.0,180.0,180.0
20260724_230314__rp0p5__vinf25__inc90__toff56210__Om0__om0,3.966908415062252,0.30278712614518677,0.4852035948971388,0.2450786734538876,0,,Uranus,2.41541253334616,0.5,25.0,90.0,56210.0,0.0,0.0
20260724_230314__rp0p75__vinf25__inc60__toff56210__Om90__om90,3.9514521760377948,0.2918563504711007,-0.1824227556351049,0.1358186128316996,1,Uranus,Uranus,2.37919728565269,0.75,25.0,60.0,56210.0,90.0,90.0
20260724_230314__rp0p75__vinf25__incm60__toff56210__Om270__om270,3.9514521746146363,0.2918563501902647,-0.1824227556958273,0.1358186122849076,1,Uranus,Uranus,2.379197285653228,0.75,25.0,-60.0,56210.0,270.0,270.0
20260724_230314__rp1p25__vinf25__incm30__toff56210__Om180__om90,3.915656930656839,0.07376924176776087,0.0351971630472126,0.0618623449535527,1,Jupiter,Jupiter,18.059830734780814,1.25,25.0,-30.0,56210.0,180.0,90.0
20260724_230314__rp1p25__vinf25__inc30__toff56210__Om0__om270,3.9156569279321136,0.07376924122708294,0.0351971625904973,0.0618623444642904,1,Jupiter,Jupiter,18.059830734786026,1.25,25.0,30.0,56210.0,0.0,270.0
20260724_230314__rp0p75__vinf25__inc90__toff56210__Om0__om180,3.8350013097224185,0.30593481900757014,-0.1701099824384746,0.1750220788807233,1,Uranus,Uranus,2.226010566247923,0.75,25.0,90.0,56210.0,0.0,180.0
20260724_230314__rp0p75__vinf25__incm90__toff56210__Om180__om0,3.835001309632047,0.305934818987395,-0.1701099823178491,0.1750220789934865,1,Uranus,Uranus,2.2260105662510687,0.75,25.0,-90.0,56210.0,180.0,0.0
20260724_230314__rp1__vinf25__inc90__toff56210__Om270__om180,3.8213055486692395,0.2550637610494713,0.2554732805059637,0.2613489940402871,1,Neptune,Neptune,2.863118868810593,1.0,25.0,90.0,56210.0,270.0,180.0
20260724_230314__rp1__vinf25__incm90__toff56210__Om90__om0,3.821305482116243,0.2550637477377913,0.2554732738416759,0.2613489772795369,1,Neptune,Neptune,2.863118868810393,1.0,25.0,-90.0,56210.0,90.0,0.0
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om180,3.8157855313431734,0.3062788063477078,-0.1358234391515358,0.2156738714089909,1,Uranus,Uranus,2.2746948994478093,0.5,25.0,-90.0,56210.0,0.0,180.0
20260724_230314__rp0p5__vinf25__inc90__toff56210__Om180__om0,3.8119672067960946,0.3055153504820437,-0.1352936393499377,0.2149811142476793,1,Uranus,Uranus,2.2746948989696527,0.5,25.0,90.0,56210.0,180.0,0.0
20260724_230314__rp1__vinf25__inc30__toff56210__Om90__om90,3.8071157505381894,0.29809235940943035,-0.1785849019959371,0.151163352099644,1,Uranus,Uranus,2.5219990133504218,1.0,25.0,30.0,56210.0,90.0,90.0
20260724_230314__rp1__vinf25__incm30__toff56210__Om270__om270,3.8071078290882268,0.2980916608953994,-0.1785826824860842,0.1511649594720728,1,Uranus,Uranus,2.5219990362228852,1.0,25.0,-30.0,56210.0,270.0,270.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om90__om180,3.802494707039929,0.14374327152801344,0.1501794386083977,0.0776781475216483,1,Jupiter,Neptune,2.512223810578372,0.5,25.0,0.0,56210.0,90.0,180.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om180__om90,3.802494707039929,0.14374327152801344,0.1501794386083977,0.0776781475216483,1,Jupiter,Neptune,2.512223810578372,0.5,25.0,0.0,56210.0,180.0,90.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om270__om0,3.802494707039929,0.14374327152801344,0.1501794386083977,0.0776781475216483,1,Jupiter,Neptune,2.512223810578372,0.5,25.0,0.0,56210.0,270.0,0.0
20260724_230314__rp0p5__vinf25__inc0__toff56210__Om0__om270,3.802494707039929,0.14374327152801344,0.1501794386083977,0.0776781475216483,1,Jupiter,Neptune,2.512223810578372,0.5,25.0,0.0,56210.0,0.0,270.0
20260724_230314__rp0p5__vinf25__inc30__toff56210__Om180__om270,3.791117396277374,0.2704063525938652,0.0047889192357682,0.2902921126845664,1,Neptune,Neptune,2.512549402832522,0.5,25.0,30.0,56210.0,180.0,270.0
