run,a_au,ecc,obliquity_deg,lon_perihelion_deg,days_per_year,years_to_equilibrium,T_overshoot_K,max_hemis_asymmetry_K,max_hemis_asymmetry_year,final_hemis_asymmetry_K,iceline_start_deg,iceline_end_deg,iceline_migration_deg,iceline_peak_rate_deg_per_yr,T_year1_degC,T_final_degC,diag_seasonal_range_K,dT_vs_baseline_K,Score,n_ejected,bh_rp_au,bh_inc_deg,bh_Omega_deg,bh_omega_deg
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om0__om0,1.4306049871798832,0.2233245327237774,23.70168833365585,83.00347782631717,624.9962224050814,11,0.0,6.873718810214655,2,3.6493474908638746e-11,,,,,-7.411601896418957,-66.26177528842135,16.314506225814192,-81.57850830409426,5.256907428428605,2,0.25,0.0,0.0,0.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om0__om180,0.7923239872915679,0.2331602469643267,21.015434260483964,271.22049837127014,257.603640754542,24,0.0,4.92888224542947,2,0.0002413847403914815,90.0,90.0,0.0,0.0,31.188566003563032,88.38554812550048,11.348843040917238,73.06881510982757,5.055172319448047,1,0.25,0.0,0.0,180.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om0__om270,1.2306201758912432,0.1267112473459505,22.581199552910444,52.097455203989526,498.6362375045165,14,0.0,5.495954574967737,3,1.2221960332681192e-08,48.11140308495899,27.100685348240216,-21.01071773671877,21.01071773671877,2.4560694772126714,-56.09032177683196,14.84648669597074,-71.40705479250488,4.312175009928982,1,0.25,0.0,0.0,270.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om0__om90,1.0166818183807187,0.2811479078892679,25.93211793520845,176.12114869988952,374.4340848938256,6,0.0,6.451799700389735,1,0.6092532546458607,61.37544904657465,70.81186354627908,9.436414499704433,5.87769967906052,15.142641499320096,15.72229782643015,39.506013925358204,0.4055648107572374,4.7471068422819584,2,0.25,0.0,0.0,90.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om180__om0,0.7923239872915679,0.2331602469643267,21.015434260483964,271.22049837127014,257.603640754542,24,0.0,4.92888224542947,2,0.0002413847403914815,90.0,90.0,0.0,0.0,31.188566003563032,88.38554812550048,11.348843040917238,73.06881510982757,5.055172319448047,1,0.25,0.0,180.0,0.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om180__om180,1.4306049866744706,0.2233245331377317,23.70168832560552,83.00347775856739,624.9962220738778,11,0.0,6.873718810525425,2,3.538502824085299e-11,,,,,-7.411601875682422,-66.26177526349265,16.314506248395432,-81.57850827916556,5.25690742720019,2,0.25,0.0,180.0,180.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om180__om270,1.0166818177318506,0.2811479058077433,25.932117981665176,176.12114944395958,374.4340845353678,6,0.0,6.451799702855105,1,0.6092532682031777,61.37544904657465,70.81186354627908,9.436414499704433,5.87769967906052,15.142641515801875,15.722297887103732,39.50601354251356,0.4055648714308191,4.747106858976243,2,0.25,0.0,180.0,270.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om180__om90,1.2306201758912432,0.1267112473459505,22.581199552910444,52.097455203989526,498.6362375045165,14,0.0,5.495954574967737,3,1.2221960332681192e-08,48.11140308495899,27.100685348240216,-21.01071773671877,21.01071773671877,2.4560694772126714,-56.09032177683196,14.84648669597074,-71.40705479250488,4.312175009928982,1,0.25,0.0,180.0,90.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om270__om0,1.2306201758912432,0.1267112473459505,22.581199552910444,52.097455203989526,498.6362375045165,14,0.0,5.495954574967737,3,1.2221960332681192e-08,48.11140308495899,27.100685348240216,-21.01071773671877,21.01071773671877,2.4560694772126714,-56.09032177683196,14.84648669597074,-71.40705479250488,4.312175009928982,1,0.25,0.0,270.0,0.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om270__om180,1.0166818177318506,0.2811479058077433,25.932117981665176,176.12114944395958,374.4340845353678,6,0.0,6.451799702855105,1,0.6092532682031777,61.37544904657465,70.81186354627908,9.436414499704433,5.87769967906052,15.142641515801875,15.722297887103732,39.50601354251356,0.4055648714308191,4.747106858976243,2,0.25,0.0,270.0,180.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om270__om270,0.7923239908426015,0.2331602451178122,21.01543432349174,271.2204974362536,257.603642486332,24,0.0,4.928882066985281,2,0.00024138471430035224,90.0,90.0,0.0,0.0,31.188565673659852,88.38554636952651,11.34884330149179,73.0688133538536,5.055172302911926,1,0.25,0.0,270.0,270.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om270__om90,1.4306049866744706,0.2233245331377317,23.70168832560552,83.00347775856739,624.9962220738778,11,0.0,6.873718810525425,2,3.538502824085299e-11,,,,,-7.411601875682422,-66.26177526349265,16.314506248395432,-81.57850827916556,5.25690742720019,2,0.25,0.0,270.0,90.0
20260724_230314__rp0p25__vinf25__inc0__toff56210__Om90__om0,1.0166818183807187,0.2811479078892679,25.93211793520845,176.12114869988952,374.4340848938256,6,0.0,6.451799700389735,1,0.6092532546458607,61.37544904657465,70.81186354627908,9.436414499704433,5.87769967906052,15.142641499320096,15.72229782643015,39.506013925358204,0.4055648107572374,4.7471068422819584,2,0.25,0.0,90.0,0.0
