run,a_au,ecc,obliquity_deg,lon_perihelion_deg,days_per_year,T_global_K,T_equator_K,T_pole_K,T_max_anywhere_K,T_min_anywhere_K,equator_seasonal_range_K,pressure_mean_Pa,pressure_min_Pa,pressure_max_Pa,pressure_swing_frac,peak_cap_kg_m2,frac_year_equator_above_273K,frac_year_liquid_water_possible,spinup_years,S_mean_Wm2,collapsed_fraction,min_airborne_fraction,atmosphere_collapsed,permanently_collapsed
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om180__om90,2.102747390271178,0.1729916327743728,22.149707693202146,145.43912687424344,1113.7187885153492,173.2682194812616,187.57895488267582,127.75129619327993,211.65726811790023,76.19045174966229,33.441430948425435,37.85982980158431,0.0,73.04064587564375,1.0,9818.458993961787,0.0,0.0,71,78.13066481109541,0.14444444444444443,-0.011317030695028096,True,False
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om0,2.133484639914675,0.2277909207992687,25.94475598688928,158.60130287085636,1138.2277593542276,170.88836459506607,185.34742553342164,132.19650104784392,216.81047605965503,121.2973989675317,44.27150424280724,70.39467417804016,5.570872363909312,153.65737597950664,0.9637448425212448,6776.3705028219865,0.0,0.0,42,76.76962732725241,0.09444444444444444,0.007507914237074531,True,False
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om180,1.3131237134025655,0.4484663918077128,21.689807077761024,259.9600922155379,549.6083961917275,218.10317706052257,234.4352492610795,180.98915017749675,332.7366307596508,145.9557164977573,122.4777598796453,622.7311868493917,468.77883345135314,734.3817078569119,0.36166869567141946,1040.4113836919005,0.2111111111111111,0.15,3,220.77334769596584,0.0,0.6317774035732522,False,False
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om270,1.2421968077356784,0.2578491380146804,34.75207652898135,294.2146561322874,505.6855054955398,222.29542377038143,239.8902473155684,195.32798756830607,328.40141745539216,145.7596559649869,68.65992129805912,605.9044978086413,455.2296768178164,727.5041122416421,0.3742582768156081,821.3833892508326,0.11666666666666667,0.11666666666666667,2,228.22170199370342,0.0,0.6135170846601299,False,False
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om270__om90,1.8602212895807688,0.1692322555373911,27.355446413890043,151.38607092529864,926.705643802367,182.90315507819219,198.4835413503878,142.38430547447868,227.06392208432678,139.73200431184034,35.26881759016737,278.98569702947475,177.49714783915502,377.9909477141328,0.5304195803826692,6192.773502031654,0.0,0.0,100,99.76511467602253,0.0,0.2392144849584299,False,False
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om0,1.1811682942854207,0.4015852046055737,17.576709765348763,259.5767153226228,468.8809233058515,231.2474217913387,248.78538548509252,181.61606224985314,333.1555142337186,147.51045180786548,112.79312041653819,676.7381567657303,589.8958633532394,736.9285219895081,0.19952092265247134,885.5229220749768,0.26666666666666666,0.2388888888888889,3,266.2953964796061,0.0,0.7950079020933145,False,False
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om180,2.039363130549147,0.1757565365041992,28.301357512583238,144.36544617079795,1063.7430546929802,174.34541664512219,189.3397996745448,137.2622853799256,219.49078434000148,130.44733828164928,35.23049285608245,136.51133232864746,35.08900855293874,228.5338192261079,0.8464603240266063,6412.421381086452,0.0,0.0,50,83.10411905982706,0.0,0.047289768939270505,False,False
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om270,3.919119727770723,0.621090619961436,45.68050884695733,214.68159065052123,2833.855419359674,114.15427673156805,125.30167144481132,104.79469164060902,228.98602876328457,76.19045174966229,133.1645333593464,60.767661018822636,0.0,397.1094602960568,1.0,1938.9242925675428,0.0,0.0,46,28.265049263058838,0.6388888888888888,-0.4336839759985269,True,False
20260724_230314__rp0p5__vinf25__incm60__toff56210__Om90__om90,1.566680169535286,0.0700669502280611,24.016229987487343,173.91159887048025,716.2512811882984,200.78985256789787,217.28759803251538,153.35215692466693,230.96446793917832,147.02411548873135,15.662363988424843,590.8260978515225,549.2644799293076,643.130822208935,0.14595217495132407,860.3150360323286,0.0,0.0,3,138.96522164801166,0.0,0.7402486252416545,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om0,2.4818195221977426,0.4342694315155521,23.244857699583225,197.0497221890406,1428.072272603092,156.8165847154533,170.78908274332568,117.31952804600368,232.93648246771122,76.19045174966229,86.30719394245392,36.32863039423742,0.0,123.05941988748594,1.0,7679.598027416639,0.0,0.0,46,61.32499858337794,0.3388888888888889,-0.08539518073655272,True,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om180,1.3069436199866764,0.226630643833756,23.82752638386535,317.7652312883052,545.7329445787408,219.74286934681885,237.2068826872126,174.84734590792482,281.74957818635534,147.22728921547318,57.307825860085515,645.9114876627945,565.9193214143223,720.3053516731156,0.21433414301335885,821.582862633272,0.0,0.0,2,204.519180064273,0.0,0.7626945032538036,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om270,1.584745172918036,0.2405430217320791,35.04554870491344,272.21604306177227,728.6753004983601,196.8896262996612,212.3664590588004,171.87265423460866,286.2710197367265,142.41258215308935,53.70532418650314,502.4600050500726,272.50336434260817,673.490493750308,0.5953864726060456,1046.8660826805792,0.0,0.0,3,139.5795375622533,0.0,0.3672552080089059,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om0__om90,1.544492776556927,0.1759567658415,25.483497414254515,175.83765808483068,701.0899063295632,201.73276485509967,218.21915110038339,156.01314715089762,244.1311180099123,146.82755463621154,39.631766859840035,586.67243317006,533.5763631756278,675.2070643309539,0.20975891491251586,866.8182773531636,0.0,0.0,3,144.8957657377243,0.0,0.7191056107488245,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om0,1.2784897347968345,0.2222938932379271,22.068801060048127,318.13199457851874,528.0083132658551,222.63068701866678,240.24028119711897,174.21460713252702,280.6802365359026,147.5266241696139,56.58267796151393,659.4600460985215,591.2926656968485,722.472992369217,0.18157125326192025,796.0657514610409,0.05555555555555555,0.05555555555555555,2,213.50500861560158,0.0,0.7968903850361839,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om180,2.695774964104904,0.4541760099279486,24.03637510535816,185.38876259444964,1616.6661527801143,149.55934242161743,163.6266563093671,113.27841495288826,226.73916091316187,76.19045174966229,87.66076876954924,29.53700904146807,0.0,113.38757290201261,1.0,4967.978263764856,0.0,0.0,20,52.55282477005061,0.4166666666666667,-0.09835028660088785,True,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om270,1.20517952784462,0.407469045187018,39.247338562399065,301.5232040281809,483.2507213969311,223.10228977283847,240.1362805941319,210.43077709579578,380.25662291679936,144.32411550685507,115.80967509212405,563.0703296465676,366.36479726462244,741.0373690245989,0.5056055030708433,863.56286359293,0.23333333333333334,0.23333333333333334,2,256.5190923014423,0.0,0.49375309604396556,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om180__om90,1.908195696656231,0.129630134412669,19.69501579647498,168.7757089610926,962.784878180429,182.78533226285776,197.45050459861307,131.85479221900417,213.88695502249743,128.25619827271515,26.00154556745691,48.24405611670143,23.129137741407366,79.10826546841399,0.7076267871068129,9186.86968008736,0.0,0.0,58,94.23934348006368,0.0,0.031171344664969514,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om0,2.036342364651709,0.228198147030249,25.28486332119185,159.72435212407512,1061.3804578960928,175.1312155906488,189.8397784393337,134.7773545111815,221.5343970835169,127.41578907101086,45.38228884724656,94.50190080958788,19.63725549014536,183.94345464372208,0.8932429776956156,7253.7212719648,0.0,0.0,46,84.2770670941253,0.0,0.02646530389507462,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om180,1.443909027778112,0.3609709145275944,21.355473989651408,252.4021774889109,633.7305448520499,208.72300821248533,224.83350916826996,162.7178545543938,294.02802078070505,145.75574727363548,89.58874475953846,608.0114717114964,454.96321347693316,719.5165904803862,0.3676821083817172,1074.5592619978827,0.1111111111111111,0.08333333333333333,3,174.99826204669992,0.0,0.6131579696454625,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om270,1.3703794828768046,0.2563794570732545,35.95478963036672,267.20480627480845,585.9440709189427,211.49823034186676,227.93865719177728,186.6793906020896,317.23548626689876,144.32584418708092,61.832634919244796,566.8960752438838,366.4615734338339,711.4616734445586,0.4849173369246983,926.0516893497535,0.0,0.0,3,187.44779474255913,0.0,0.4938835221480242,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om270__om90,1.719144415462126,0.0916259421749964,25.18795030359972,139.48668307041737,823.3100817518507,191.09420683746913,207.15916476615695,145.18397644552314,227.13558858481093,143.98912180335125,20.71653796026567,419.2739994745569,348.0435503417707,475.40866757417353,0.26790659472469813,4088.4956614797293,0.0,0.0,116,115.61232282035212,0.0,0.4690613886007692,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om0,1.2375653977075949,0.4067680325052607,17.299633050901758,266.7644578385184,502.860044344009,225.9497242048015,243.01685334507317,177.8659510455684,326.87221360567906,147.29270988020454,111.94756177962145,666.2027967891846,571.3788112519653,734.5377584467051,0.222124656382219,943.8976576596053,0.23333333333333334,0.20555555555555555,3,243.18584891330812,0.0,0.7700523062694951,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om180,1.9865227479918013,0.186867789247113,27.993871949619905,144.36728145170534,1022.6692702840896,176.8015262196339,191.86275457495756,138.57073662977749,223.53397516505666,132.93099304351784,37.85721622026488,163.76825562309986,55.35185093853933,263.91045729241523,0.7902627599284215,7663.6597531885145,0.0,0.0,96,87.76660400333124,0.0,0.0745981818578697,False,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om270,2.877552876973005,0.555461657257177,47.15385049974479,233.62028438241535,1782.9118092936842,136.50275649473036,146.59814443491612,127.78517689093724,252.89630197129418,76.19045174966229,140.8540832890014,153.91597492652963,0.0,659.4873730351497,1.0,1011.7319804905835,0.0,0.0,4,49.41596038182785,0.36666666666666664,-0.38276625192679403,True,False
20260724_230314__rp0p5__vinf25__incm90__toff56210__Om90__om90,1.8087975875241995,0.1973572290820563,23.82041827134933,148.18160163011453,888.5458595454279,186.42785866748432,201.85937512581322,140.66021877231051,231.9541650019234,137.7553423504498,41.397325401948166,213.70062619728424,128.01478119278502,296.49126229428197,0.568234219780399,8117.57383983512,0.0,0.0,94,106.08284883306982,0.0,0.17252665928946764,False,False
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om0,1.470542032293332,0.1025062171032602,33.551392491706856,262.592983633503,651.3449584080518,205.17108452849214,221.7609056766436,172.15311381580403,272.68565182967484,145.61396030414696,27.069268598346888,570.1100162765622,445.392570708607,674.0465947340133,0.33922584256305877,868.3852170880696,0.0,0.0,3,158.17469331835167,0.0,0.6002595292568829,False,False
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om180,1.2675353962592408,0.1985545158765833,26.98203118927452,295.5442839502806,521.2367596719442,222.54390613885107,240.24328778028317,181.70211390082483,295.34821458749644,146.96315781378212,51.02617178126948,642.0496698842436,544.3550578245155,717.7386846614,0.24156929331276034,804.8548605689501,0.0,0.0,2,216.078746901242,0.0,0.7336321534023119,False,False
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om270,2.0322063149124507,0.1557200595671987,27.08589824435362,159.1111907488623,1058.148418498719,175.04571981806748,189.992307191336,136.27678939844452,214.1479307302901,130.9831152489642,30.827079237941447,110.26140708257091,38.771317344080565,186.6245244787135,0.7922496121430019,7102.254532960315,0.0,0.0,53,83.40517149624257,0.0,0.05225244925078243,False,False
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om0__om90,1.001801085278195,0.8480644199797885,23.00269489672953,266.60130949816494,366.2411500600656,165.40563171068314,97.61443567820007,246.00638482630947,1888.402982942533,76.19045174966229,890.4447107546029,0.0,0.0,0.0,,205728.48419194334,0.044444444444444446,0.0,200,639.8038383878345,1.0,-71.73228248148672,True,True
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om0,1.2675353962592408,0.1985545158765833,26.98203118927452,295.5442839502806,521.2367596719442,222.54390613885107,240.24328778028317,181.70211390082483,295.34821458749644,146.96315781378212,51.02617178126948,642.0496698842436,544.3550578245155,717.7386846614,0.24156929331276034,804.8548605689501,0.0,0.0,2,216.078746901242,0.0,0.7336321534023119,False,False
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om180,1.470542032293332,0.1025062171032602,33.551392491706856,262.592983633503,651.3449584080518,205.17108452849214,221.7609056766436,172.15311381580403,272.68565182967484,145.61396030414696,27.069268598346888,570.1100162765622,445.392570708607,674.0465947340133,0.33922584256305877,868.3852170880696,0.0,0.0,3,158.17469331835167,0.0,0.6002595292568829,False,False
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om270,1.0021027724576423,0.8480825057943882,23.016803995753317,266.6878174326844,366.406599937028,161.69123383627834,157.0132807300753,246.00849165589568,1901.4497404919716,76.19045174966229,626.6822622639282,0.0,0.0,0.0,,159922.0461729568,0.06111111111111111,0.0,200,639.4535965869323,1.0,-67.68756804646176,True,True
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om180__om90,2.0322063149124507,0.1557200595671987,27.08589824435362,159.1111907488623,1058.148418498719,175.04571981806748,189.992307191336,136.27678939844452,214.1479307302901,130.9831152489642,30.827079237941447,110.26140708257091,38.771317344080565,186.6245244787135,0.7922496121430019,7102.254532960315,0.0,0.0,53,83.40517149624257,0.0,0.05225244925078243,False,False
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om0,2.0322063149124507,0.1557200595671987,27.08589824435362,159.1111907488623,1058.148418498719,175.04571981806748,189.992307191336,136.27678939844452,214.1479307302901,130.9831152489642,30.827079237941447,110.26140708257091,38.771317344080565,186.6245244787135,0.7922496121430019,7102.254532960315,0.0,0.0,53,83.40517149624257,0.0,0.05225244925078243,False,False
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om180,1.0021027724576423,0.8480825057943882,23.016803995753317,266.6878174326844,366.406599937028,161.69123383627834,157.0132807300753,246.00849165589568,1901.4497404919716,76.19045174966229,626.6822622639282,0.0,0.0,0.0,,159922.0461729568,0.06111111111111111,0.0,200,639.4535965869323,1.0,-67.68756804646176,True,True
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om270,1.267536528532444,0.1985534871592582,26.98204603126325,295.5442990283132,521.2374580933244,222.5438116133169,240.24318367669827,181.70205018718258,295.34792931197035,146.9631564246299,51.02589496337434,642.0495070016294,544.3549463999877,717.7384255032134,0.24156917470548522,804.8549732835427,0.0,0.0,2,216.07831491431014,0.0,0.7336320032344847,False,False
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om270__om90,1.470542032293332,0.1025062171032602,33.551392491706856,262.592983633503,651.3449584080518,205.17108452849214,221.7609056766436,172.15311381580403,272.68565182967484,145.61396030414696,27.069268598346888,570.1100162765622,445.392570708607,674.0465947340133,0.33922584256305877,868.3852170880696,0.0,0.0,3,158.17469331835167,0.0,0.6002595292568829,False,False
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om0,1.001801085278195,0.8480644199797885,23.00269489672953,266.60130949816494,366.2411500600656,165.40563171068314,97.61443567820007,246.00638482630947,1888.402982942533,76.19045174966229,890.4447107546029,0.0,0.0,0.0,,205728.48419194334,0.044444444444444446,0.0,200,639.8038383878345,1.0,-71.73228248148672,True,True
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om180,2.0322063149124507,0.1557200595671987,27.08589824435362,159.1111907488623,1058.148418498719,175.04571981806748,189.992307191336,136.27678939844452,214.1479307302901,130.9831152489642,30.827079237941447,110.26140708257091,38.771317344080565,186.6245244787135,0.7922496121430019,7102.254532960315,0.0,0.0,53,83.40517149624257,0.0,0.05225244925078243,False,False
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om270,1.470542032293332,0.1025062171032602,33.551392491706856,262.592983633503,651.3449584080518,205.17108452849214,221.7609056766436,172.15311381580403,272.68565182967484,145.61396030414696,27.069268598346888,570.1100162765622,445.392570708607,674.0465947340133,0.33922584256305877,868.3852170880696,0.0,0.0,3,158.17469331835167,0.0,0.6002595292568829,False,False
20260724_230314__rp0p75__vinf25__inc0__toff56210__Om90__om90,1.2675353962592408,0.1985545158765833,26.98203118927452,295.5442839502806,521.2367596719442,222.54390613885107,240.24328778028317,181.70211390082483,295.34821458749644,146.96315781378212,51.02617178126948,642.0496698842436,544.3550578245155,717.7386846614,0.24156929331276034,804.8548605689501,0.0,0.0,2,216.078746901242,0.0,0.7336321534023119,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om0__om0,1.0616088479153176,0.3164088124494598,19.83866851801873,354.54193970312355,399.52290840106,244.1912876060277,263.38840021160405,183.4451499172012,323.0172458970756,148.49952003794198,90.26266824207684,703.1309686234715,681.0541539974503,741.0561183507186,0.08096817888341257,542.2007030241678,0.3333333333333333,0.3333333333333333,2,318.2551621819387,0.0,0.9178627412364558,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om0__om180,1.263488234793779,0.2013585887292506,24.628550094880403,296.06589864559203,518.7423387607636,223.48179487630074,241.18716915671172,179.09073760625813,289.45023284922615,147.21905964914012,51.44767361587741,652.0732132256968,565.235909670097,718.4232571469465,0.21322715537522818,803.8692399713658,0.0,0.0,2,217.59228246203975,0.0,0.7617734631672467,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om0__om270,2.071387610281969,0.1810102356410172,24.87285968119519,151.53635763308512,1088.8973821447864,173.9281908158932,188.50595644719544,132.91982022832937,214.76272311380637,124.28104962719127,35.45760189436168,70.09992661209733,10.458665215262261,133.4819384510467,0.9216473379348031,6758.959662937504,0.0,0.0,37,80.63235004339047,0.0,0.014095236139167522,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om0__om90,1.0156514664478882,0.8741434662454229,24.153817931754517,274.9823156753794,373.8625313755315,138.0749944903143,76.19045174966189,249.18235092445926,1453.4651593047079,76.19045174966229,0.0,0.0,0.0,0.0,,688260.9992299794,0.0,0.0,200,679.1558316667259,1.0,-338.33178886177063,True,True
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om180__om0,1.2864383257535368,0.193130308471128,27.97799853382149,302.38027789714533,532.9400367980713,220.6386342234406,238.2673316917342,181.38461335891634,293.7275133769565,146.8357918786161,49.854777993968426,634.4360987926833,534.2255484781965,716.8294430726019,0.25473827332160914,806.5231621472702,0.0,0.0,2,209.54367356679805,0.0,0.719980523555521,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om180__om180,1.9971449925582,0.285599100683825,28.497010391712124,211.60760686875267,1030.882781899796,175.78933877662115,190.63546838352784,139.34382636570803,235.96547167757691,135.47664224373048,59.38820259848124,185.14057818483093,86.79648708301895,346.56661848724127,0.7495532389648938,5463.8864237762,0.0,0.0,88,89.01335413136374,0.0,0.11697639768600931,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om180__om270,1.012327168613012,0.7269996967712627,22.87431028182278,253.3195978528545,372.02851706807127,241.04120541515138,259.31031594716836,232.25355721930526,760.2668998091381,145.82484003538127,311.7538539875875,587.5814341997212,459.69435239927225,729.4875118371074,0.36983931192790487,1963.0096023434328,0.2611111111111111,0.1388888888888889,200,483.5358218391232,0.0,0.6195341676540058,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om180__om90,1.9028680998618908,0.1272021236019453,29.55871427864299,183.05188516535137,958.7556155445228,180.27661622516288,195.8983412402859,142.75600745390705,216.63032749665845,141.44754201524884,25.812304160748255,290.9757347433349,233.96861108838445,389.1564473265534,0.3987800723957837,4494.233410478144,0.0,0.0,95,94.73774062775627,0.0,0.3153215782862324,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om270__om0,1.991847852001656,0.1520331870913086,27.93050223372146,156.36274299356464,1026.784099686134,176.68978897236843,191.7511694884921,138.1240409868606,217.1208917095235,133.79198322518715,30.618908431962495,146.02949415561892,64.57170809872522,229.2632076518757,0.7183511966003109,7447.362111618093,0.0,0.0,95,86.76885924747819,0.0,0.08702386536216333,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om270__om180,1.3654545607271051,0.3530771689736742,22.956083266271325,214.5024235948001,582.7882282816386,214.37300939379708,231.17468029246328,164.1543580305195,296.58875842585206,146.92529331636,90.61051968537069,638.1355819197794,541.3256076143152,727.597171712376,0.2560091920913832,916.5797347668632,0.14444444444444443,0.08333333333333333,3,195.0545596227259,0.0,0.7295493364074328,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om270__om270,1.363355864950287,0.1165122317153039,25.11874669473256,279.5583364380301,581.4451314819181,215.25094189146077,232.50352947498843,169.51064081174235,264.57221713471444,147.0994492920846,28.602474160894598,635.8678562913568,555.3872349477928,693.6602457343571,0.19933823746837165,819.5858827898345,0.0,0.0,3,184.309473775902,0.0,0.7485003166412301,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om270__om90,1.0891982591742022,0.3594301242863087,45.55489172496352,327.6528344564892,415.19804522578494,232.67691640431423,251.27318552725657,215.37986819404628,384.77805412031285,145.9283832473388,107.8005723827247,605.5347237228822,466.8681993340018,742.0,0.37079757502156085,671.0610607715632,0.2388888888888889,0.2388888888888889,2,307.34245533984193,0.0,0.6292024249784391,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om90__om0,1.2150173882188873,0.4798983061663788,24.30067353835646,286.17671913204856,489.17993178213936,225.5490711282188,242.56278927930578,198.02051317149557,378.9047528594798,146.01260672719096,139.1794655516985,618.1987596203028,472.77833612684685,740.9214165433871,0.36190488549717637,965.6775268485663,0.24444444444444444,0.2,2,262.7078661243666,0.0,0.6371675689041063,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om90__om180,2.0209788314162647,0.1711147930033458,26.21783651707782,162.61483893156137,1049.39149287111,175.74794976249314,190.63409235704546,135.88893902688864,215.17631801645078,130.6740844101432,33.80064002729455,103.72549032424553,36.606327687489994,180.90812994593057,0.7976523902025254,7204.847354341807,0.0,0.0,50,84.55273826130333,0.0,0.04933467343327491,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om90__om270,1.7437878162365652,0.1409792436815519,27.94393240774341,192.9861216414644,841.0762132995162,188.9141945910472,204.95840986909806,149.27731191778446,228.6307088008036,145.73433879213033,30.481588144129006,504.8500253831772,453.50626586036543,606.8157639198995,0.25264587239657,960.4530652520176,0.0,0.0,3,113.02386517443576,0.0,0.6111944283832418,False,False
20260724_230314__rp0p75__vinf25__inc30__toff56210__Om90__om90,1.2261137159399622,0.2407379363572177,29.84678474649957,298.4278517752868,495.8964717998345,225.23663582670065,243.1687558652992,190.07695156536715,315.20598149342845,146.64382989236614,63.60606362970733,633.9355448473026,519.2816613257312,727.5056718439781,0.28621633971659666,797.0142499431519,0.1388888888888889,0.1388888888888889,2,233.18507573442815,0.0,0.6998405139160797,False,False
20260724_230314__rp0p75__vinf25__inc60__toff56210__Om0__om0,1.7394510997387067,0.1921152073774283,18.86212198091447,215.6265821389716,837.9405906735155,191.3869599173362,206.64590330132273,136.98757516217702,234.2122812467345,134.76555034782703,41.45418106199871,115.10621223574574,76.67806644994269,160.21817251983072,0.5214146732297049,7268.575265414156,0.0,0.0,65,114.58818878135871,0.0,0.10333971219668825,False,False
20260724_230314__rp0p75__vinf25__inc60__toff56210__Om0__om180,1.2732495755820563,0.1964989746645146,22.70975638953512,305.0336029623329,524.7654121069834,223.09965489131434,240.74048354687457,175.19404355206007,279.45207073383705,147.4540159996195,50.024743565162225,658.8685318946975,585.0449383981847,718.5694253681529,0.1858198835854421,797.1243383057015,0.0,0.0,2,214.0531733562069,0.0,0.7884702673829984,False,False
20260724_230314__rp0p75__vinf25__inc60__toff56210__Om0__om270,2.0069716608783064,0.1573648403035929,22.71628268166436,154.3218125994283,1038.5006018341649,177.32905915804847,191.97250067769454,132.76017449537196,213.96337912636824,126.23534068343463,31.09792254332671,62.32889080161379,15.546929606626023,110.80475758650994,0.8596907755112602,8081.540424315014,0.0,0.0,43,85.5383213080107,0.0,0.02095273531890296,False,False
20260724_230314__rp0p75__vinf25__inc60__toff56210__Om0__om90,0.994001976323612,0.8073106867476025,26.16875444704825,285.03439466576697,361.9726557482521,219.9495998468197,253.47309514338522,248.38153830553173,1351.2681095738321,76.19045174966229,538.8254881727156,0.0,0.0,0.0,,34150.31275525365,0.2222222222222222,0.0,200,583.5504594740204,1.0,-8.831400197259693,True,True
20260724_230314__rp0p75__vinf25__inc60__toff56210__Om180__om0,1.317459969147804,0.1901000568660287,26.94250535185211,309.7722356588853,552.3330545452105,218.33089076041696,235.745884256632,177.5355592482703,285.62183420260345,146.9146719996203,48.44222278390684,633.4159998915326,540.4785735461828,713.528294568546,0.24252678182440168,818.0932335456305,0.0,0.0,2,199.67139652926872,0.0,0.7284077810595455,False,False
20260724_230314__rp0p75__vinf25__inc60__toff56210__Om180__om180,2.1168812282130944,0.3408316246733892,25.121797760067924,207.8415160666305,1124.9666037199318,171.44236635624486,185.4158270062477,132.43363526746245,235.737382641646,124.80264450218317,69.84765533979387,72.59740236948433,11.640054922972313,189.94152030749925,0.9387176910865616,7625.845504200417,0.0,0.0,75,80.76437683047894,0.0,0.015687405556566447,False,False
