run,a_au,ecc,obliquity_deg,lon_perihelion_deg,days_per_year,T_global_K,T_equator_K,T_pole_K,T_max_anywhere_K,T_min_anywhere_K,equator_seasonal_range_K,pressure_mean_Pa,pressure_min_Pa,pressure_max_Pa,pressure_swing_frac,peak_cap_kg_m2,frac_year_equator_above_273K,frac_year_above_triple_point,frac_year_liquid_water_possible,frac_year_liquid_water_best_lat,best_water_lat_deg,spinup_years,S_mean_Wm2,collapsed_fraction,min_airborne_fraction,atmosphere_collapsed,permanently_collapsed
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om45,1.1566444932155304,0.3283550677157064,48.50679031556064,215.61198945710504,454.3543957667903,225.72441910580295,242.76245921167356,204.73110160826712,371.6294545622976,144.97950864882085,97.50733009958009,605.3607672909649,404.76747579266726,740.9698606040839,0.45373287455622546,732.4843985147506,0.17777777777777778,0.09444444444444444,0.005555555555555556,0.011111111111111112,-7.020370749121086,3,269.25971716216577,0.0,0.5455087274833791,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om60,1.3200108017870729,0.2229941087709809,40.41643714932978,240.3972016933436,553.9379506748313,214.3348482465751,231.06333509439608,189.42098106779255,320.86921642046104,144.69793777508139,61.13670269090343,577.4654509890275,387.84174063471824,720.9367198433762,0.4620308135796204,841.6576725951271,0.0,0.0,0.0,0.05555555555555555,-14.806506911897516,3,200.31746949901884,0.0,0.5226977636586498,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om75,1.415311365876093,0.195247699341088,36.23992844785829,251.899130216122,614.9968394227976,208.2444075854356,224.72716684940022,180.00033636937218,298.8296738350313,144.69659671220694,49.55151267729937,566.0343762927331,387.76269016608023,702.1066446907449,0.4477153960893262,901.4147194691932,0.0,0.0,0.0,0.044444444444444446,-36.07819997184263,3,173.19449088148798,0.0,0.5225912266389221,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om0__om90,1.5868049296021756,0.1699920072010582,34.76780493474285,278.0481890024253,730.0963946595201,196.93710583317693,212.8101010087907,169.33368481769793,272.86013151435225,143.6310192795899,39.591848987270744,515.7111524079971,329.3832914400618,652.8317479813352,0.4954545448217401,991.8989529970672,0.0,0.0,0.0,0.0,-81.4509211694784,3,137.1255767325505,0.0,0.4439127916981964,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om105,2.193206250926136,0.3617651884367914,17.686696895115258,97.3510816244708,1186.3534699230506,169.22572820154375,183.07034494041883,119.04235664152628,236.76828236548823,76.19045174966229,71.81083011719186,32.41057693567661,0.0,81.71580465557129,1.0,14209.450971319653,0.0,0.0,0.0,0.0,-81.4509211694784,77,75.87484653846178,0.2777777777777778,-0.04741348379269916,True,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om120,1.9454832960958248,0.4080085004163583,21.28241607585344,131.75117986805748,991.1426204914762,179.01305174317955,193.45640695708124,135.52845684415615,260.748121799515,123.22828066620636,89.00436404583652,137.92165337127074,8.403623776017909,287.94563098788893,0.9708152412412488,9034.210962215433,0.0,0.0,0.0,0.0,-81.4509211694784,46,98.46519550310727,0.0,0.011325638512153513,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om135,1.592194578430932,0.3294638174687418,19.37969277527028,153.95140340464437,733.8192554840541,199.20387815921288,215.0245605097672,144.30766578865786,267.6442085227681,142.75595068894094,76.7498335342842,369.8646993682991,287.5513908653705,459.9816077933649,0.3748632858500167,6945.546672895886,0.0,0.0,0.0,0.0,-81.4509211694784,200,142.15314826970072,0.0,0.3875355672040033,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om150,1.328504768860001,0.5417592663398654,26.172309049958045,178.90655592132794,559.2932383572168,214.45194963130848,231.39489556516108,164.20629795891875,352.7176593907239,147.11693077856523,160.43344192608703,626.6982962448144,556.8168680553952,741.5757932059671,0.2491436840890201,799.089056545605,0.17777777777777778,0.17777777777777778,0.0,0.011111111111111112,5.739170477266791,2,229.35951890695472,0.0,0.7504270458967589,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om165,1.136431358402829,0.4863926078921278,26.01045514498276,189.01914515579736,442.4963634270555,232.6634097158381,251.10221341382936,176.08382324854443,360.73360422172516,147.97529493761613,148.4893918308127,677.999298866538,631.2610884432422,742.0,0.14924381611422877,664.0202257073084,0.25,0.25,0.005555555555555556,0.011111111111111112,-8.305109528050382,3,301.52915770915695,0.0,0.8507561838857712,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om180,1.0159172486055117,0.5732185848167527,30.87152691579427,194.92680397010545,374.0092930756685,243.3607570321232,262.69085015983,190.7441667341715,444.67701957489396,147.8353187488652,200.60566103485246,691.0916464339496,618.5364023691145,742.0,0.16639298872086994,633.4904493730735,0.28888888888888886,0.28888888888888886,0.005555555555555556,0.011111111111111112,-30.000000000000004,2,402.3316350694096,0.0,0.8336070112791301,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om195,0.9506161654453184,0.6217000420003331,39.2133381338862,196.7952463155493,338.53430599906363,248.1107348194075,267.9632165626536,205.38285446763223,615.5603224486466,147.48142744618724,237.96254857692526,690.4145776623192,587.3965429800492,742.0,0.20836045420478555,610.7757453876823,0.3,0.21666666666666667,0.005555555555555556,0.011111111111111112,17.457603123722098,2,480.71130179938535,0.0,0.7916395457952147,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om210,0.9772313592049202,0.5527141709730748,48.94806836893652,199.8748018184228,352.8507011756301,242.83127499083162,261.6955284809578,213.88081070343046,552.9236763789447,146.52849632382598,193.9132941846875,666.1298328467429,510.4866883546827,742.0,0.3120125493872201,625.3023839485032,0.2777777777777778,0.17777777777777778,0.005555555555555556,0.011111111111111112,8.305109528050396,3,427.528445900833,0.0,0.68798745061278,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om225,1.156542493134818,0.3282959674496768,48.50634057713142,215.6214125048131,454.2942954115373,225.73365496364218,242.7737090722782,204.7369451397326,371.6372851593671,144.98032707542149,97.49626565782354,605.3867935580049,404.81763633664383,740.9683435695505,0.4536640602127884,732.4137637821246,0.17777777777777778,0.09444444444444444,0.005555555555555556,0.011111111111111112,-7.020370749121086,3,269.30135644338225,0.0,0.5455763292946683,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om240,1.3200108017870729,0.2229941087709809,40.41643714932978,240.3972016933436,553.9379506748313,214.3348482465751,231.06333509439608,189.42098106779255,320.86921642046104,144.69793777508139,61.13670269090343,577.4654509890275,387.84174063471824,720.9367198433762,0.4620308135796204,841.6576725951271,0.0,0.0,0.0,0.05555555555555555,-14.806506911897516,3,200.31746949901884,0.0,0.5226977636586498,False,False
20260811_184731__rp0p25__vinf25__inc0__toff59132__Om180__om255,1.415311365876093,0.195247699341088,36.23992844785829,251.899130216122,614.9968394227976,208.2444075854356,224.72716684940022,180.00033636937218,298.8296738350313,144.69659671220694,49.55151267729937,566.0343762927331,387.76269016608023,702.1066446907449,0.4477153960893262,901.4147194691932,0.0,0.0,0.0,0.044444444444444446,-36.07819997184263,3,173.19449088148798,0.0,0.5225912266389221,False,False
