run,a_au,ecc,obliquity_deg,lon_perihelion_deg,days_per_year,T_global_K,T_equator_K,T_pole_K,T_max_anywhere_K,T_min_anywhere_K,equator_seasonal_range_K,pressure_mean_Pa,pressure_min_Pa,pressure_max_Pa,pressure_swing_frac,peak_cap_kg_m2,frac_year_equator_above_273K,frac_year_above_triple_point,frac_year_liquid_water_possible,frac_year_liquid_water_best_lat,best_water_lat_deg,spinup_years,S_mean_Wm2,collapsed_fraction,min_airborne_fraction,atmosphere_collapsed,permanently_collapsed
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om90__om30,1.964188991500725,0.2682966550526527,29.909642860174525,317.90990423678466,1005.4715839621664,177.00721416918378,191.98456384433928,146.74842502213664,238.7417292400656,134.8504961256125,56.42898161416205,269.28219612065965,77.8272288475618,452.6203261335035,0.8280518475332322,5082.6096433705925,0.0,0.0,0.0,0.0,-81.4509211694784,200,91.54900843156992,0.0,0.10488844858161972,False,False
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om90__om300,1.0729272900668576,0.4195106795074177,52.94154240127608,190.9906728835209,405.9292347151515,231.82868389326424,249.80711503741233,203.51765576315586,409.94037913264094,146.25168406759556,126.79505165628238,628.4831932718519,489.92700095754816,742.0,0.3397210229682639,603.6833822148365,0.19444444444444445,0.10555555555555556,0.005555555555555556,0.005555555555555556,-58.821164461344075,3,325.6050268201406,0.0,0.6602789770317361,False,False
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om90__om315,1.3942937562107258,0.0825703712482873,59.44630841622371,208.0479893983523,601.3486165426353,203.43046326047488,217.34462772872507,189.47911980232044,305.3931541056281,143.23731722035467,49.862839063948975,489.44889674351805,309.9219395015859,699.6650600387442,0.5570424232926197,732.2894286776926,0.0,0.0,0.0,0.005555555555555556,-70.81186354627908,3,175.62046370159214,0.0,0.4176845545843476,False,False
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om90__om330,2.398167665142329,0.4005735387516854,42.0037512791284,353.7980864652659,1356.4825361684054,155.24811723100655,170.32649851886288,142.37407714048743,232.80256495054545,76.19045174966229,79.37789846213396,212.88837917566707,0.0,598.5018860775464,1.0,1062.3945389170758,0.0,0.0,0.0,0.0,-81.4509211694784,3,64.56811890173735,0.15555555555555556,-0.06867032200448908,True,False
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om90__om345,1.7011256293769497,0.2218464078444062,33.29133534433312,310.12258925833555,810.4000776813814,190.2404641559184,205.71770292688367,163.75366588835095,260.37230446671515,142.56390354520363,51.080295142861665,474.3475831586363,279.04431353032567,639.4237662077562,0.5636003409988034,1066.6044027465905,0.0,0.0,0.0,0.0,-81.4509211694784,3,120.58252863837032,0.0,0.3760705034101425,False,False
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om90__om45,2.2103549292729143,0.3376628022944258,31.48611684888904,323.3207337861089,1200.2947788496535,165.4044472043003,180.17441445397463,138.45206537453703,235.918705773392,76.19045174966229,68.1881176401998,171.01370512829246,0.0,378.91465672875916,1.0,6608.283628151932,0.0,0.0,0.0,0.0,-81.4509211694784,200,73.98798548825276,0.1111111111111111,-0.03850582372974465,True,False
20260811_184731__rp0p25__vinf25__inc30__toff59132__Om90__om60,3.4119429022608747,0.571826067148979,35.54601440587363,335.15721843453497,2301.958683716599,128.25734264848785,140.96934237710013,113.370960574018,233.31038516331682,76.19045174966229,123.40652417907256,53.16452340001388,0.0,263.8148301156939,1.0,6798.795274757572,0.0,0.0,0.0,0.0,-81.4509211694784,140,35.62724734391647,0.5888888888888889,-0.24771870638497462,True,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om0,1.0356411453566476,0.527861680871556,18.655330258415155,206.2975491768922,384.9540001575954,244.85048506826942,263.61007070790725,179.43447098669907,395.33111365857235,148.2705783572481,174.83626551710358,707.8864064707295,658.8861623329805,742.0,0.11201325831134712,687.3673110861013,0.3111111111111111,0.3111111111111111,0.011111111111111112,0.011111111111111112,-32.98670708247892,3,373.5105704649647,0.0,0.887986741688653,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om105,1.9325007554242504,0.207297402563161,14.575791605832544,341.9311078835643,981.238095505512,182.27744904629202,196.52867610671916,126.99540121469425,222.52348698725552,120.18019374302821,42.22366443030486,22.717507879862417,4.365140089237667,45.74958540983349,0.9045862372274216,8861.936913847318,0.0,0.0,0.0,0.0,-81.4509211694784,23,93.13148231521932,0.20555555555555555,0.005882938125657211,True,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om120,2.3517974541354665,0.3270086482125231,15.526522766475363,356.095927046602,1317.3305578616498,163.84620305339797,177.34724078615682,114.0903517538533,218.55695905086972,76.19045174966229,62.8179100514809,14.052952753868741,0.0,37.43172439829052,1.0,7385.460063364565,0.0,0.0,0.0,0.0,-81.4509211694784,19,65.09635685512795,0.3611111111111111,-0.028528085080856913,True,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om135,2.9382404280545145,0.4382461478973098,16.83535602583728,3.068624202196716,1839.610532283761,145.45777405750258,157.68593751788663,103.20971771847462,213.9392878419262,76.19045174966229,79.9797044668235,5.817602731819964,0.0,29.884195513618646,1.0,6934.234364616933,0.0,0.0,0.0,0.0,-81.4509211694784,22,43.846389195873584,0.6888888888888889,-0.05937532054239414,True,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om15,0.9914721794218028,0.5390391123787469,12.834582392311164,227.8811723391521,360.5916709442672,251.1355877870031,269.93894060961986,185.4333950821622,409.3364778166184,148.45564008179537,184.12544668718093,717.362865653079,676.7536735618448,742.0,0.08793305449886146,706.3098274883976,0.3388888888888889,0.3388888888888889,0.011111111111111112,0.016666666666666666,9.594068226860466,2,410.9416892838455,0.0,0.9120669455011386,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om150,3.803767611793993,0.566036817853765,18.245261908799403,9.429739827301862,2709.6665905155382,126.1996646082932,137.31089529250193,93.82293870681124,213.9069051682599,76.19045174966229,100.79754326913253,4.275669418338345,0.0,39.05074648715328,1.0,4833.746855640627,0.0,0.0,0.0,0.0,-81.4509211694784,15,28.526123285699693,0.8,-0.11399218763121133,True,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om165,4.770292821481073,0.64744335274731,20.635290218020128,12.94291083059758,3805.506345755431,112.12738059160904,121.25124655582329,86.81602004883737,211.8417634404874,76.19045174966229,112.95913672632382,2.6241789200812002,0.0,33.89839133847628,1.0,4571.749998177687,0.0,0.0,0.0,0.0,-81.4509211694784,20,19.61951907354909,0.8722222222222222,-0.17184032170550645,True,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om240,4.427201862137491,0.6362665275612808,32.55241610708144,32.74171229978966,3402.4274933162646,113.10243019795922,122.97404407471356,93.71754970132,221.9427359487506,76.19045174966229,115.57768470818121,9.746066057362391,0.0,95.22977077830559,1.0,9182.926686802835,0.0,0.0,0.0,0.0,-81.4509211694784,200,22.50198482427985,0.7944444444444444,-0.275645812434294,True,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om255,3.574463117634149,0.5784631062975927,33.53838724708149,46.165288049181726,2468.374906384288,125.42922770476952,136.86510307350687,103.64663747332361,233.5637593344767,76.19045174966229,117.69240680310847,27.488297156656163,0.0,177.42245379209436,1.0,7360.778787823697,0.0,0.0,0.0,0.0,-81.4509211694784,143,32.646864761343494,0.6555555555555556,-0.3125236147474868,True,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om270,2.862983165521874,0.4308681571152795,31.328296730709532,64.84224843568909,1769.3880257252592,142.69116706181296,156.57376267314518,114.27388155856539,226.85963123924995,76.19045174966229,85.28703896522208,48.44774239025529,0.0,192.81542374782114,1.0,4527.700397067818,0.0,0.0,0.0,0.0,-81.4509211694784,34,45.999625209342454,0.46111111111111114,-0.21957449053167633,True,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om285,2.309179679158944,0.389439230316785,33.74229791393081,85.47731767865481,1281.6855349021716,159.9555622233487,175.17089992562904,130.93945315629819,245.35446176617847,76.19045174966229,73.64295779813907,223.6948595796101,0.0,543.3420554778882,1.0,2873.647572699399,0.0,0.0,0.0,0.0,-81.4509211694784,131,69.27849639486422,0.16666666666666666,-0.09564903116474177,True,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om30,1.0216129511555023,0.464529772918417,9.359151402884873,257.7509803966251,377.15900141421537,249.21929131196242,267.75022210875136,184.35009487309588,373.81146739407643,148.57867572131713,146.9767898306146,720.0828507003382,688.8745637569253,742.0,0.07159762296910333,704.1090502796965,0.35,0.35,0.016666666666666666,0.03888888888888889,61.37544904657465,2,368.1362527394168,0.0,0.9284023770308967,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om300,1.809059056588748,0.3186274669213577,32.1555292368193,120.2390448409376,888.7385308968827,184.2514900140822,199.19255975804438,150.97211682264842,263.65756936950726,138.33982223194207,68.83273123143599,413.57698442209625,141.14001692601758,649.7360782334441,0.7827733111115506,1189.1507836762635,0.0,0.0,0.0,0.0,-81.4509211694784,3,109.6829883464493,0.0,0.19021565623452508,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om315,1.4926248832846636,0.3341034625139317,33.07258066272361,154.1273639272733,666.0715874931901,202.74956208388772,219.12412959126922,162.88451894703715,298.83913954951737,144.83403960909845,81.04005808280547,541.3107025688748,395.94103032574276,718.6888886338379,0.4490786812101818,950.3444316531327,0.03333333333333333,0.0,0.0,0.005555555555555556,31.48143215916899,3,162.0311987710558,0.0,0.5336132484174431,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om330,1.2330204422091549,0.4697337248787788,20.12524126509856,181.7240816245313,500.0924610429234,224.9421420208218,242.46674667045096,163.67013127472688,340.30778374074737,148.05027815845827,135.90335007929403,674.687836165028,638.1747449092464,740.660588174615,0.13837086096068463,690.4713612650964,0.2222222222222222,0.2222222222222222,0.005555555555555556,0.011111111111111112,-22.885380476158566,2,253.50775363245776,0.0,0.8600737802011407,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om345,1.1359078020330406,0.4677840008342601,23.4705555888156,191.5893664765179,442.19061011032994,233.60343550554302,251.97409159036414,174.10482334242803,354.54609566482617,148.07187441555908,140.84493508994012,684.8705128302416,640.1786768020719,741.977180827573,0.13719896872294501,673.4588217022666,0.2611111111111111,0.2611111111111111,0.005555555555555556,0.011111111111111112,-81.4509211694784,3,298.357480539286,0.0,0.8627744970378328,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om45,1.1367184000460338,0.3189313874737521,9.01061142163544,268.0127584366669,442.66402366768347,237.98959757976186,255.88716334703633,164.8880085421917,314.09720819276714,148.5688270488838,88.03741613399086,716.6411024175214,687.8971216241232,736.4773444004489,0.06596295615294712,722.5278111479691,0.29444444444444445,0.29444444444444445,0.016666666666666666,0.06111111111111111,40.961788552349375,3,277.83427355282225,0.0,0.9270850695742902,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om60,1.2778418883704572,0.2102945865170646,10.57496535797422,265.8088345447211,527.6070292915034,224.93900327492122,242.1136740363061,152.77202407799678,275.5682985671722,144.10798896176104,52.77172691842671,380.6365608702462,354.4469149766177,398.1366969689212,0.10973563181922419,8710.487001699887,0.0,0.0,0.0,0.0,-81.4509211694784,200,213.14040665352147,0.0,0.47769126007630414,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om75,1.4209305207331646,0.1529450325531297,12.36886022316528,275.6397303183751,618.6630188555362,213.25656380904195,229.72318341123702,141.14668279377483,252.9228161304352,140.46339956348547,36.01919334112996,223.4300362820281,199.84607764053683,237.93686029816587,0.16008777542872643,10461.507556960742,0.0,0.0,0.0,0.0,-81.4509211694784,98,170.5266852970767,0.0,0.26933433644277205,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om0__om90,1.630311173684979,0.1365861599959023,13.579185963789056,310.1375004811296,760.327414854076,198.95958965741244,214.40245525763058,134.02822905284532,233.44692947147465,132.12741488426977,30.102960272282665,68.42398325233965,47.851652798634035,84.58913685298783,0.4343049878638898,10189.531839800073,0.0,0.0,0.0,0.0,-81.4509211694784,51,129.2249697159477,0.0,0.06449009811136663,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om180__om0,2.9029926551898004,0.4477938593130374,26.4265414898571,24.27034319355415,1806.607454420456,143.38232586995863,157.39424567244077,110.64156689315737,219.39080835449434,76.19045174966229,82.42624901002277,23.75599660239108,0.0,108.74176250489799,1.0,4999.150015633301,0.0,0.0,0.0,0.0,-81.4509211694784,26,45.154629041274276,0.5055555555555555,-0.12847556843031138,True,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om180__om105,1.779242239247951,0.1585799668765338,15.76230852338765,131.3086412739676,866.8571039607825,190.02936708780732,204.93084323010197,131.56299621415369,226.90531166294488,127.42524920786764,32.87247190011846,46.510014384046364,19.673703001129258,68.71202232677001,0.7136788827496867,10328.217308454205,0.0,0.0,0.0,0.0,-81.4509211694784,51,108.85754663076658,0.0,0.026514424529823777,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om180__om120,1.5110537604618328,0.1851890139820572,14.634700970583747,187.96449135337693,678.4451877443327,206.26078618049317,222.39098809912122,140.34933953315303,247.96056796753035,139.95623425774096,42.37762904874808,196.582743878402,184.09359798364807,223.15553570615626,0.17504355246622083,7988.453983597747,0.0,0.0,0.0,0.0,-81.4509211694784,89,151.64079595016113,0.0,0.2481045794927872,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om180__om135,1.374799729752534,0.2616777839150341,12.865252458208971,193.84548833086453,588.7813560577746,216.1317558639527,232.86620592309157,144.38604283157767,273.1930401637161,144.0487848926785,64.22291284901156,370.15081595177065,351.24432505803964,396.4552946755044,0.11403800182431556,5968.091586965639,0.0,0.0,0.0,0.0,-81.4509211694784,138,186.51856326652904,0.0,0.4733751011563876,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om180__om15,2.8800357713082394,0.4426149511669703,24.093459591554,27.32204857749201,1785.219883164874,144.8277109195019,158.3865640829888,109.02352348261121,219.0836915472629,76.19045174966229,81.45006303454232,17.100536445734786,0.0,79.84436859136372,1.0,5860.7683407222385,0.0,0.0,0.0,0.0,-81.4509211694784,30,45.745617891290074,0.55,-0.10755566025033114,True,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om180__om150,1.3819757972294862,0.4320394007280494,12.853358063067391,204.210465535556,593.3972757786298,214.10455745905358,230.44071821388692,145.9931354347257,311.0360086255818,145.2687606128416,115.01683428712747,472.57077435955546,422.85147346745896,519.1699800485022,0.18552402928236522,4458.049482349841,0.17777777777777778,0.0,0.0,0.0,-81.4509211694784,154,197.5425571995097,0.0,0.5698806920046617,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om180__om165,1.1259163521909734,0.4258902969787932,21.33520076483675,193.2982495456777,436.36919281566367,235.65724873018826,254.12458806647962,173.03819134593988,342.864052813533,148.20977156832416,125.14248863119232,691.9881867115447,653.1093867957135,741.5995004229779,0.11932331882207758,657.0210675942715,0.2722222222222222,0.2722222222222222,0.005555555555555556,0.011111111111111112,-48.11140308495899,3,296.65070192738693,0.0,0.8802013299133606,False,False
20260811_184731__rp0p25__vinf25__inc60__toff59132__Om180__om180,1.1033026697836497,0.4534401386646546,26.500374182115337,189.83343755809045,423.2889155466166,236.42928249187491,255.23182632854676,179.52234215432836,355.04399068180425,148.0206663825805,137.11721361020136,683.2215586826314,635.4362956125229,742.0,0.14361685227422782,631.3742699151032,0.2722222222222222,0.2722222222222222,0.011111111111111112,0.011111111111111112,-56.44269023807928,3,313.61104790651666,0.0,0.8563831477257722,False,False
