run,a_au_before,ecc_before,obliquity_deg_before,lon_perihelion_deg_before,a_au_after,ecc_after,obliquity_deg_after,lon_perihelion_deg_after,bound_after,days_per_year_after
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om120,1.523594818997653,0.09339069033902649,25.17806056831796,250.45961625369296,1.4602481051282779,0.29082255762247444,17.341125472129814,235.6612981850298,True,644.5177307943397
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om135,1.5235951912332366,0.09339068161510193,25.178062505805727,250.45965694882352,1.4493913296983845,0.2124216016356203,23.315669298793896,244.20513140873172,True,637.3432356941472
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om15,1.5236029558464104,0.09339049744751961,25.17806085086466,250.46124657915658,1.5170687764384243,0.23632962275327862,22.33237431763187,141.5756561153356,True,682.500222586029
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om150,1.5235948182868118,0.09339068960245799,25.17806067950541,250.45961592121105,1.3920887792469925,0.2145222476211407,26.634628156263446,246.29605054252838,True,599.9226952030015
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om165,1.5235963229031806,0.09339067637104304,25.1780688190491,250.4597866792031,1.3598873224242884,0.23380435502474592,28.096379864521197,248.32668932660926,True,579.2276430614758
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om180,1.523593310347205,0.09339069757914964,25.178052113756966,250.4594433918065,1.3626098854071496,0.24759938559741218,27.91310200523886,251.90946811928396,True,580.9679778127804
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om195,1.5236029546672565,0.09339049712970134,25.17806150878747,250.46124613543964,1.405818232559331,0.24450868303855156,26.288382723794236,255.8667474834051,True,608.8196339533384
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om210,1.5235936200731486,0.09339063441035095,25.178030044580954,250.45983266227876,1.4732934707654382,0.23024286735695723,24.25436778350119,261.56348847295993,True,653.1738489442043
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om225,1.523600051874152,0.09339057404238588,25.17806489521094,250.46060696471352,1.5395195023818262,0.21417284584752536,21.994995087395058,265.5675864206411,True,697.7063644353983
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om240,1.5235936060737103,0.09339061674022242,25.178030577134972,250.45982573695167,1.5658397850117773,0.2109214880233513,19.9999624796418,264.07773135040867,True,715.6750508483701
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om255,1.5235963276533209,0.09339068310116314,25.178069023021006,250.45978911656184,1.513745869827963,0.22861886961846087,18.661619306081164,251.38748828114984,True,680.2590827450977
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om270,1.5235999458850993,0.09339052042325253,25.178043265579582,250.46090440006788,1.4309370188564594,0.26068385252375625,17.011325333447562,238.68693465778648,True,625.2096477660002
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om285,1.523606574346211,0.09339033595086453,25.17803552943869,250.46236208871807,1.3658671674921847,0.27832084566227244,14.71226289310543,228.78862587621728,True,583.0524046267019
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om30,1.5235996454298064,0.09339059589350814,25.178065307675368,250.46051978580286,1.4937373705538082,0.252097600271073,25.81478983967355,142.43949040334712,True,666.8163836803309
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om300,1.523609581227693,0.09339030889658348,25.178053123619918,250.4627027171732,1.3762722569181922,0.24340480614859553,12.942406402577827,218.02632472863493,True,589.7275614991372
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om315,1.5235951980270401,0.09339069046284473,25.178062390113492,250.45966034208118,1.4332345148758554,0.20120629624773478,12.831570715705922,195.09175619347167,True,626.7159961350278
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om330,1.5236080794486058,0.09339032505119253,25.17804453963164,250.462533288571,1.486813013973902,0.19169507586735726,14.139841158384497,169.09768480969686,True,662.1851284673197
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om345,1.5235933131905648,0.0933907005254016,25.178051669007054,250.4594447217446,1.5153618540016258,0.20618743769796546,16.396173393612653,152.34982102961484,True,681.3486790223349
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om45,1.523599642398222,0.09339059105712945,25.178064894077167,250.4605181657701,1.448960481988484,0.2741635641537044,29.828637186894667,146.2073697569036,True,637.0590707553243
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om60,1.523599644953112,0.09339059494754462,25.17806514549507,250.4605195089491,1.3712308689559534,0.3124528981374793,35.04843265014918,154.03201209828225,True,586.490206613516
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om75,1.5236029551355612,0.09339049671093293,25.178060962052065,250.46124624668613,1.2258403824036332,0.40532269142961774,43.124758895116315,167.8370540190982,True,495.730658164335
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om270__om90,1.5236029575106522,0.09339050007604817,25.178061064037816,250.4612474653214,0.9839443560706348,0.6856661649109884,56.96944223557615,186.4777855659947,True,356.49274895881103
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om0,1.5235933131905648,0.0933907005254016,25.178051669007054,250.4594447217446,1.5283901784957694,0.2193790018717912,29.489375693576996,245.88456491339673,True,690.1543818155604
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om105,1.5236065715028018,0.0933903330045106,25.178035974189168,250.46236075885042,1.5226064504344472,0.19274289088810634,36.196966309791726,145.21041462807958,True,686.2405711033632
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om120,1.5236080739875384,0.09339031758427838,25.17804444684863,250.46253051890363,1.5410964383707209,0.2098233931349485,33.524960361586054,138.30484327344126,True,698.7786340337309
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om135,1.5235951959833698,0.09339068834520636,25.178062709777283,250.4596593861977,1.5404602651118173,0.22615425808397918,30.505151031723912,137.08059037109632,True,698.3459890781193
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om15,1.5236029582215014,0.09339050081263495,25.178060952850384,250.46124779779177,1.5311491118642107,0.2212937473991881,31.17133090731185,243.16665950076253,True,692.0239459504057
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om150,1.5236080780268983,0.09339032357800459,25.178044762006756,250.46253262364246,1.5264683781990176,0.24154880415027954,27.223248456016133,139.03837295009038,True,688.8530892282569
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om165,1.5235963276533209,0.09339068310116314,25.178069023021006,250.45978911656184,1.4976785561542312,0.2555938997461207,23.587746565109725,143.896870359926,True,669.4571891467815
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om180,1.52359994019833,0.0933905145306467,25.178044155079974,250.46090174026202,1.4461942512892156,0.27774634807725596,19.28701976958023,152.10387384175945,True,635.2356141865941
20260811_184731__rp0p75__vinf25__incm90__toff59132__Om90__om195,1.5236029522921657,0.09339049376458607,25.17806140680175,250.46124491680428,1.3541777687132628,0.32530537988286345,13.445860517540888,167.4782728979398,True,575.5836011288156
